,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,317289,50885,100424,73448,163006,73558,199464,82079,51311,61913,48338,49980,57882,34207,191010,78908,36054,58526,157298,74604,Upgrade
1,Short-Term Investments,954000,1084000,797000,937000,899000,889000,969000,974000,860000,840000,684000,639000,480000,405000,395000,390000,201000,201000,236000,295000,Upgrade
2,Cash & Short-Term Investments,1271289,1134885,897424,1010448,1062006,962558,1168464,1056079,911311,901913,732338,688980,537882,439207,586010,468908,237054,259526,393298,369604,Upgrade
3,Cash Growth,19.71%,17.90%,-23.20%,-4.32%,16.54%,6.72%,59.55%,53.28%,69.43%,105.35%,24.97%,46.93%,126.90%,69.23%,49.00%,26.87%,-3.68%,-15.32%,159.01%,220.11%,Upgrade
4,Accounts Receivable,85115,74067,92217,81077,56739,58390,54707,50916,60615,62692,69429,80585,85992,61382,62052,60231,58162,59630,57027,71414,Upgrade
5,Other Receivables,23486,13168,10690,19451,38458,35286,36380,18758,18863,12810,14908,10120,11380,7753,9386,5214,13228,24861,32476,33150,Upgrade
6,Receivables,108601,87236,102907,100529,95197,93676,91087,69674,79478,225503,234337,300705,307372,219135,191438,160445,236390,249490,250502,160563,Upgrade
7,Inventory,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3825,-,3667,6.87,2525,Upgrade
8,Prepaid Expenses,5653,7033,6855,4938,4316,3938,5180,4686,3913,3859,3833,6723,1342,2135,4862,5102,5466,2375,2606,3265,Upgrade
9,Other Current Assets,2841,5711,2219,3367,1001,18845,5797,5818,5718,3531,19838,5481,4902,4995,2599,1693,3597,1851,3843,1781,Upgrade
