,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,157.18,174.49,186.81,189.61,129.92,125.16,122.51,342.63,75.23,238.72,Upgrade
1,Revenue Growth (YoY),-15.86%,-7.98%,43.79%,51.50%,6.05%,-63.47%,62.84%,43.53%,-33.60%,75.02%,Upgrade
2,Cost of Revenue,119.76,140.55,143.1,152.4,81.76,112.38,80.97,295.29,32.99,177.29,Upgrade
3,Gross Profit,37.42,33.94,43.72,37.21,48.16,12.78,41.54,47.34,42.24,61.43,Upgrade
4,"Selling, General & Admin",16.24,11.61,15.9,14.63,17.92,52.45,23.04,34.97,19.63,28.38,Upgrade
5,Other Operating Expenses,14.56,17.24,12.07,13.14,17.31,13.58,15.28,18.14,14.05,13.77,Upgrade
6,Operating Expenses,30.8,28.85,27.97,27.77,35.22,66.03,38.32,53.11,33.69,42.15,Upgrade
7,Operating Income,6.62,5.09,15.75,9.44,12.94,-53.24,3.22,-5.76,8.56,19.28,Upgrade
8,Interest Expense,-6.39,-7.69,-8.2,-5.58,-14.51,-14.06,-14.11,-25.42,-9.7,-10.16,Upgrade
9,Interest & Investment Income,0.05,0.22,0.14,0.24,0.02,4.24,0.06,0.04,0.04,0.03,Upgrade
10,Earnings From Equity Investments,-,-0.08,-0.63,0.02,-0.82,0.07,0.07,0.63,-0.3,0.23,Upgrade
11,Currency Exchange Gain (Loss),1.6,6.76,0.1,-0.55,0.74,-,-,0.04,0.03,-,Upgrade
12,Other Non Operating Income (Expenses),-,8.82,-,0.94,5.08,28.49,1.53,21.44,4.21,7.97,Upgrade
13,EBT Excluding Unusual Items,1.89,13.12,7.15,4.51,3.44,-34.5,-9.22,-9.04,2.84,17.34,Upgrade
14,Gain (Loss) on Sale of Investments,-,3.55,-,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,4.9,0.16,-,-,-,-,-5.99,-,-,-,Upgrade
16,Asset Writedown,-1.3,5.9,-6.89,-3.06,28.84,45.1,27.7,55.57,-10.83,16.31,Upgrade
17,Other Unusual Items,-,-,-,-,-,-,-,0.52,-,-,Upgrade
18,Pretax Income,5.49,22.73,0.26,1.45,32.28,10.6,12.49,47.05,-7.99,33.66,Upgrade
19,Income Tax Expense,2.1,10.42,-1.22,3.29,9.53,-2.56,6.86,13.73,0.91,10.21,Upgrade
20,Earnings From Continuing Operations,3.39,12.31,1.48,-1.84,22.75,13.16,5.63,33.32,-8.9,23.45,Upgrade
21,Earnings From Discontinued Operations,-,-,-,-,-,-,6.39,-0.66,-1.36,-,Upgrade
22,Net Income to Company,3.39,12.31,1.48,-1.84,22.75,13.16,12.02,32.66,-10.25,23.45,Upgrade
23,Minority Interest in Earnings,0.08,1.88,-0.31,-1.03,0.89,1.14,1.72,1.35,2.1,-2.61,Upgrade
24,Net Income,3.47,14.19,1.17,-2.87,23.64,14.3,13.74,34.01,-8.15,20.84,Upgrade
25,Net Income to Common,3.47,14.19,1.17,-2.87,23.64,14.3,13.74,34.01,-8.15,20.84,Upgrade
26,Net Income Growth,196.66%,-,-95.06%,-,72.03%,-57.96%,-,63.21%,-,-57.38%,Upgrade
27,Shares Outstanding (Basic),1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,Upgrade
28,Shares Outstanding (Diluted),1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,Upgrade
29,EPS (Basic),0.00,0.01,0.00,-0.00,0.01,0.01,0.01,0.02,-0.00,0.01,Upgrade
30,EPS (Diluted),0.00,0.01,0.00,-0.00,0.01,0.01,0.01,0.02,-0.00,0.01,Upgrade
31,EPS Growth,195.27%,-,-95.06%,-,72.03%,-57.96%,-,63.20%,-,-57.38%,Upgrade
32,Free Cash Flow,-7.17,28.73,-15.72,14.12,-0.1,4.08,2.96,35.28,-28.76,23.24,Upgrade
33,Free Cash Flow Per Share,-0.00,0.02,-0.01,0.01,-0.00,0.00,0.00,0.02,-0.02,0.01,Upgrade
34,Operating Margin,4.21%,2.92%,8.43%,4.98%,9.96%,-42.54%,2.63%,-1.68%,11.37%,8.08%,Upgrade
35,Profit Margin,2.21%,8.13%,0.63%,-1.51%,18.20%,11.42%,11.22%,9.93%,-10.83%,8.73%,Upgrade
36,Free Cash Flow Margin,-4.56%,16.47%,-8.42%,7.44%,-0.07%,3.26%,2.41%,10.30%,-38.23%,9.73%,Upgrade
37,EBITDA,19.35,20.24,31.82,23.25,29.29,-36.05,18.23,11.39,22.51,33.65,Upgrade
38,D&A For EBITDA,12.73,15.15,16.06,13.81,16.35,17.19,15.01,17.15,13.96,14.38,Upgrade
39,EBIT,6.62,5.09,15.75,9.44,12.94,-53.24,3.22,-5.76,8.56,19.28,Upgrade
