,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1035,1259,1880,1622,1691,1967,1863,1363,1466,1397,1277,Upgrade
1,Market Cap Growth,-22.34%,-22.34%,11.22%,-17.54%,-9.26%,44.30%,27.06%,-2.47%,14.86%,-8.99%,-21.28%,Upgrade
2,Enterprise Value,1326,1672,2322,2038,2153,2436,2288,1930,2066,1985,1871,Upgrade
3,Last Close Price,0.60,0.73,1.09,0.94,0.98,1.14,1.08,0.79,0.85,0.81,0.74,Upgrade
4,PE Ratio,58.83,71.31,122.42,-955.55,-,51.84,66.44,28.54,56.70,-,36.97,Upgrade
5,PS Ratio,3.12,3.80,5.20,4.31,5.29,7.71,7.52,2.93,3.51,4.45,3.63,Upgrade
6,PB Ratio,1.36,1.55,2.17,1.93,1.92,2.13,1.96,1.50,1.59,1.71,1.52,Upgrade
7,P/TBV Ratio,1.69,1.69,2.51,2.26,2.25,2.51,2.32,1.78,2.01,2.19,1.94,Upgrade
8,P/FCF Ratio,48.01,-,144.52,-,120.57,-,264.60,35.64,224.93,-,59.93,Upgrade
9,P/OCF Ratio,46.98,-,80.52,-,103.53,-13378.07,-,26.93,169.81,-,25.60,Upgrade
10,EV/Sales Ratio,4.00,5.04,6.43,5.41,6.74,9.55,9.24,4.15,4.94,6.32,5.31,Upgrade
11,EV/EBITDA Ratio,33.24,42.22,44.60,37.02,40.97,-360.26,-,65.15,60.93,35.34,34.58,Upgrade
12,EV/EBIT Ratio,148.82,142.72,111.39,80.90,96.19,-60.43,-,-760.46,-,71.31,75.20,Upgrade
13,EV/FCF Ratio,61.51,-,178.43,-,153.54,-,324.99,50.48,316.88,-,87.82,Upgrade
14,Debt / Equity Ratio,0.40,0.40,0.45,0.51,0.49,0.61,0.44,0.45,0.56,0.65,0.66,Upgrade
15,Debt / FCF Ratio,15.03,-,29.58,-,30.96,-,59.83,10.73,79.43,-,25.96,Upgrade
16,Return on Capital Employed (ROCE),0.87%,1.14%,1.88%,2.27%,1.94%,-3.17%,-,-0.21%,-,2.42%,2.02%,Upgrade
17,Earnings Yield,1.71%,1.40%,0.82%,-0.10%,1.23%,1.93%,1.51%,3.50%,1.76%,0.91%,2.70%,Upgrade
18,FCF Yield,2.08%,1.71%,0.69%,-0.10%,0.83%,0.20%,0.38%,2.81%,0.44%,-0.40%,1.67%,Upgrade
