,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1999,307,192,122,182,160,166,260,116,126,960
1,Market Cap Growth,151.80%,151.80%,5.49%,-23.75%,9.64%,-38.46%,43.10%,106.35%,-87.92%,-,-
2,Enterprise Value,2077,468,378,249,305,260,292,389,185,165,1050
3,Last Close Price,3.57,0.64,0.48,0.30,0.46,0.40,0.41,0.65,0.29,0.32,2.40
4,PE Ratio,-,-15.66,-,-14.41,-,-,-,-812.72,-,3.59,23.65
5,PS Ratio,5.90,1.25,0.46,0.28,0.39,0.33,0.31,0.46,0.22,0.17,1.01
6,PB Ratio,6.09,1.28,0.95,0.55,0.78,0.64,0.62,0.97,0.45,0.51,4.00
7,P/TBV Ratio,1.28,1.28,0.95,0.55,0.78,0.64,0.62,0.97,0.45,0.51,4.00
8,P/FCF Ratio,5.73,5.73,-4.77,-,-,-,11.60,-5.98,-,-,-
9,P/OCF Ratio,5.73,5.73,-4.77,-,-,-,11.60,-5.99,-,-,-
10,EV/Sales Ratio,8.47,1.91,0.90,0.57,0.65,0.53,0.54,0.68,0.35,0.22,1.11
11,EV/EBITDA Ratio,-,-23.49,-,-9.82,-,-,18.83,57.99,-,2.34,13.07
12,EV/EBIT Ratio,-,-23.47,-,-9.80,-,-,19.17,51.05,-,2.35,13.12
13,EV/FCF Ratio,8.73,8.73,-9.39,-,-,-,20.43,-8.96,-,-,-
14,Debt / Equity Ratio,0.49,0.49,0.90,0.84,0.57,0.56,0.53,0.51,0.58,0.60,0.48
15,Debt / FCF Ratio,2.20,2.20,-4.48,-,-,-,9.98,-3.17,-,-,-
16,Return on Capital Employed (ROCE),-,-7.58%,-,-9.94%,-,-,5.70%,2.51%,-,28.50%,32.96%
17,Earnings Yield,-0.98%,-6.38%,-13.47%,-6.94%,-7.07%,-6.34%,0.33%,-0.12%,2.91%,27.86%,4.23%
18,FCF Yield,17.44%,17.44%,-20.95%,-61.59%,-20.70%,-11.10%,8.62%,-16.71%,-92.03%,-108.75%,-10.39%
19,Buyback Yield / Dilution,-1.32%,-2.64%,-,-,-,-,-,-,-22.17%,-33.91%,-
20,Total Shareholder Return,-1.32%,-2.64%,-,-,-,-,-,-,-22.17%,-33.91%,-
