,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,517.42,432.29,441.06,433.81,385.55,366.24,318.35,286.58,274.73,230.29
1,Revenue Growth (YoY),17.31%,-0.35%,14.40%,18.45%,21.11%,27.80%,15.88%,24.44%,7.81%,13.24%
2,Cost of Revenue,170.18,159.12,146.25,168.92,136.36,137.89,126.03,117.35,109.63,119.66
3,Gross Profit,347.24,273.17,294.8,264.9,249.19,228.35,192.33,169.23,165.1,110.63
4,"Selling, General & Admin",45.06,82.16,33.05,56.74,22.16,29.6,19.31,26.28,13.44,26.71
5,Other Operating Expenses,1.13,0.37,28.15,7.82,0.41,4.71,2.35,0.97,6.53,1.19
6,Operating Expenses,46.19,82.53,61.2,64.55,22.57,34.31,21.66,27.26,19.97,27.9
7,Operating Income,301.05,190.64,233.6,200.34,226.62,194.04,170.66,141.98,145.13,82.72
8,Interest Expense,-0.01,-0.01,-0,-0.6,-0.01,-0.01,-0.01,-0.02,-0.03,-1.47
9,Interest & Investment Income,26.09,29.69,23.24,19.17,13.45,14.88,12.08,8.46,9.17,10.45
10,Currency Exchange Gain (Loss),-,0.35,-,0.04,-,0.79,-,-,-,-
11,Other Non Operating Income (Expenses),14.08,14.54,16.15,15.58,8.87,8.13,11.29,13.38,9.43,7.18
12,EBT Excluding Unusual Items,341.2,235.2,272.99,234.53,248.93,217.82,194.03,163.79,163.7,98.88
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,0.19,-,-,-,-
14,Gain (Loss) on Sale of Assets,-,-1.41,-,-0.11,-,-2.31,-,-0.16,-,-0.04
15,Asset Writedown,-,-2.45,-,-8.53,-,-,-,-,-,-
16,Pretax Income,341.2,231.34,272.99,225.89,248.93,215.7,194.03,163.63,163.7,98.84
17,Income Tax Expense,0.21,0.69,0.83,0.53,1.36,-0.73,1.49,-0.07,1.81,0.34
18,Earnings From Continuing Operations,341,230.65,272.16,225.37,247.58,216.43,192.54,163.7,161.89,98.5
19,Minority Interest in Earnings,-73.48,-54.1,-60.52,-55.04,-51.18,-39.01,-43.93,-26.06,-33.61,-21.3
20,Net Income,267.52,176.55,211.65,170.33,196.4,177.43,148.61,137.65,128.29,77.2
21,Net Income to Common,267.52,176.55,211.65,170.33,196.4,177.43,148.61,137.65,128.29,77.2
22,Net Income Growth,26.40%,3.65%,7.77%,-4.00%,32.15%,28.90%,15.84%,78.29%,30.15%,-21.84%
23,Shares Outstanding (Basic),1601,1601,1601,1601,1601,1601,1601,1601,1601,1604
24,Shares Outstanding (Diluted),1601,1601,1601,1601,1601,1601,1601,1601,1601,1604
25,Shares Change (YoY),-,-,-,-,-,-,-,-0.19%,30.28%,33.65%
26,EPS (Basic),0.17,0.11,0.13,0.11,0.12,0.11,0.09,0.09,0.08,0.05
27,EPS (Diluted),0.17,0.11,0.13,0.11,0.12,0.11,0.09,0.09,0.08,0.05
28,EPS Growth,26.40%,3.65%,7.77%,-4.00%,32.15%,28.90%,15.84%,78.62%,-0.11%,-41.52%
29,Free Cash Flow,-190.89,807.47,-147.79,632.42,-171.07,420.57,-183.9,431.87,-103.72,315.33
30,Free Cash Flow Per Share,-0.12,0.50,-0.09,0.40,-0.11,0.26,-0.11,0.27,-0.06,0.20
31,Dividend Per Share,-,-,-,-,-,-,-,-,-,0.019
32,Operating Margin,58.18%,44.10%,52.96%,46.18%,58.78%,52.98%,53.61%,49.54%,52.83%,35.92%
33,Profit Margin,51.70%,40.84%,47.99%,39.26%,50.94%,48.44%,46.68%,48.03%,46.69%,33.52%
34,Free Cash Flow Margin,-36.89%,186.79%,-33.51%,145.78%,-44.37%,114.83%,-57.77%,150.70%,-37.75%,136.93%
35,EBITDA,334.51,221.03,265.05,229.07,254.87,218.8,194.93,165.5,168.58,107.05
36,D&A For EBITDA,33.46,30.4,31.44,28.73,28.26,24.76,24.27,23.52,23.44,24.33
37,EBIT,301.05,190.64,233.6,200.34,226.62,194.04,170.66,141.98,145.13,82.72
