,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1725,1996,1303,1501,989.3,1227,810.38,1150,355.06,524.5
1,Short-Term Investments,126.77,108.42,-,9.65,-,51.84,-,1.65,390,426.48
2,Cash & Short-Term Investments,1852,2104,1303,1511,989.3,1279,810.38,1151,745.06,950.99
3,Cash Growth,42.12%,39.31%,31.69%,18.09%,22.08%,11.11%,8.77%,21.06%,-11.59%,108.00%
4,Accounts Receivable,0.42,1.58,0.29,1.75,0.21,0.61,0.22,1.19,0.33,0.89
5,Other Receivables,0.03,6.09,10.02,3.92,-,2.59,-,6.38,-,6.35
6,Receivables,0.45,27.67,10.31,5.67,0.21,3.19,0.22,7.57,0.33,7.24
7,Prepaid Expenses,-,0.99,-,1.33,-,1.65,-,0.55,-,11.75
8,Other Current Assets,42.96,1.13,49.66,1.22,12.47,1.18,11.04,1.53,11.15,1.21
9,Total Current Assets,1895,2134,1363,1519,1002,1285,821.64,1161,756.54,971.19
10,"Property, Plant & Equipment",1704,1708,1683,1701,1663,1585,1429,1342,1279,1278
11,Long-Term Investments,4,4.5,-,-,-,-,-,-,-,-
12,Goodwill,111,111,111,111,111,111,111,111,111,111
13,Other Intangible Assets,17.59,10.73,9.68,9.85,10.27,10.89,10.78,9.23,8.33,10.56
14,Other Long-Term Assets,245.03,182.97,185.68,185.76,140.49,22.75,20.36,23.26,18.94,27.51
15,Total Assets,3977,4164,3352,3526,2926,3015,2393,2646,2173,2398
16,Accounts Payable,10.72,9.37,7.97,6.8,5.33,4.43,3.23,2.51,2.02,1.05
17,Accrued Expenses,49.92,86.09,46.99,53.71,42.55,47.57,39.54,46.13,38.83,45.76
18,Short-Term Debt,-,-,-,-,50,-,-,-,-,-
19,Current Portion of Leases,0.42,0.4,0.04,0.23,0.39,0.37,0.05,0.45,0.96,1.04
20,Current Income Taxes Payable,0.83,1.28,0.66,2.78,2.45,2.7,3.99,2.59,2.66,1.3
21,Current Unearned Revenue,29.29,526.56,20.19,440.41,20.27,384.22,24.87,326.76,9.84,292.27
22,Other Current Liabilities,98.71,106.25,66.94,74.78,80.23,114.83,72.29,64.89,62.33,57.14
23,Total Current Liabilities,189.88,729.95,142.78,578.71,201.22,554.12,143.95,443.33,116.64,398.55
24,Long-Term Leases,0.04,0.24,-,-,0.02,0.2,-,-,0.05,0.47
25,Long-Term Unearned Revenue,41,30.3,34.97,27.26,35.57,23.33,26.1,19.73,13.96,16.56
26,Other Long-Term Liabilities,0.11,0.11,0.12,0.22,0.21,0.73,0.79,0.5,0.39,0.39
27,Total Liabilities,231.02,760.59,177.88,606.19,237.02,578.37,170.84,463.55,131.04,415.96
28,Common Stock,110.36,110.36,110.36,110.36,110.36,110.36,110.36,110.36,110.36,110.36
29,Additional Paid-In Capital,51.19,51.19,51.19,72.79,72.79,72.79,72.79,222.39,222.39,332.23
30,Retained Earnings,2734,2467,2290,2078,1908,1712,1534,1386,1248,1120
31,Comprehensive Income & Other,74,72.46,74.31,70.76,65.31,59.91,62,65.4,89,80.82
32,Total Common Equity,2970,2701,2526,2332,2156,1955,1779,1784,1670,1643
33,Minority Interest,776.04,702.56,648.46,587.95,532.91,481.73,442.72,398.8,372.74,339.13
34,Shareholders' Equity,3746,3403,3174,2920,2689,2436,2222,2183,2042,1982
35,Total Liabilities & Equity,3977,4164,3352,3526,2926,3015,2393,2646,2173,2398
36,Total Debt,0.45,0.65,0.04,0.23,50.41,0.57,0.05,0.45,1.01,1.51
37,Net Cash (Debt),1851,2104,1303,1510,938.89,1279,810.33,1151,744.05,949.48
38,Net Cash Growth,42.09%,39.29%,38.76%,18.12%,15.86%,11.10%,8.91%,21.21%,1.54%,158.23%
39,Net Cash Per Share,1.16,1.31,0.81,0.94,0.59,0.80,0.51,0.72,0.46,0.59
40,Filing Date Shares Outstanding,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601
41,Total Common Shares Outstanding,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601
42,Working Capital,1705,1404,1220,940.07,800.76,731.07,677.69,717.6,639.9,572.65
43,Book Value Per Share,1.86,1.69,1.58,1.46,1.35,1.22,1.11,1.11,1.04,1.03
44,Tangible Book Value,2841,2579,2405,2211,2035,1833,1658,1663,1550,1521
45,Tangible Book Value Per Share,1.77,1.61,1.50,1.38,1.27,1.14,1.04,1.04,0.97,0.95
46,Machinery,-,324.55,-,292.43,-,266.77,-,222.05,-,197.62
47,Construction In Progress,-,6.12,-,5.57,-,78.29,-,70.17,-,92.91
48,Leasehold Improvements,-,150.49,-,108.26,-,83.12,-,80.48,-,70.31
