,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1281,1217,1137,1793,1937,6371,4514,4114,6355,3810,2465
1,Market Cap Growth,-32.14%,-32.14%,-41.32%,-71.86%,-57.09%,54.86%,-28.97%,7.98%,157.79%,46.09%,-
2,Enterprise Value,126,-327,430,750,1461,5393,4072,3221,5948,3127,1993
3,Last Close Price,0.80,0.76,0.71,1.12,1.19,3.93,2.78,2.54,3.82,2.29,1.42
4,PE Ratio,2.68,2.55,2.66,4.34,4.67,14.55,11.28,11.95,20.12,16.90,12.54
5,Forward PE,-,15.51,15.51,15.51,15.51,15.51,15.51,15.51,18.70,12.77,10.17
6,PS Ratio,1.25,1.19,1.18,1.90,2.09,7.23,5.37,5.65,9.53,6.88,4.54
7,PB Ratio,0.40,0.30,0.30,0.52,0.59,2.02,1.51,1.54,2.45,1.70,1.11
8,P/TBV Ratio,0.40,0.40,0.40,0.69,0.77,2.67,2.01,2.06,3.22,2.24,1.45
9,P/FCF Ratio,1.93,-,1.56,-,3.71,-,15.54,-,16.31,-,9.97
10,P/OCF Ratio,1.58,-,1.41,-,2.66,-,7.04,-,12.12,-,6.94
11,EV/Sales Ratio,0.12,-,0.45,0.79,1.58,6.12,4.85,4.43,8.92,5.64,3.67
12,EV/EBITDA Ratio,0.21,-,0.80,1.41,2.67,9.72,8.02,7.43,14.99,10.34,7.19
13,EV/EBIT Ratio,0.24,-,0.92,1.60,3.03,10.95,9.10,8.57,17.44,12.51,8.97
14,EV/FCF Ratio,0.19,-,0.59,-,2.80,-,14.02,-,15.26,-,8.06
15,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
16,Debt / FCF Ratio,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,0.01
17,Return on Capital Employed (ROCE),12.98%,12.98%,12.36%,13.52%,14.48%,15.44%,14.82%,13.90%,13.03%,11.08%,9.93%
18,Earnings Yield,37.26%,39.22%,37.63%,23.02%,21.40%,6.87%,8.87%,8.37%,4.97%,5.92%,7.98%
19,FCF Yield,51.73%,54.45%,63.94%,29.21%,26.93%,4.59%,6.44%,7.25%,6.13%,6.09%,10.03%
20,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,2.95%
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.19%,-30.28%,-33.65%,
22,Total Shareholder Return,-,-,-,-,-,-,-,0.19%,-30.28%,-30.70%,
