,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Interest and Dividend Income,-,-,-,-,-,-,-,5.46,10.36,10.43
1,Total Interest Expense,1.15,1.82,3.42,15.96,17.67,16.35,15.71,14.43,15.16,14.53
2,Net Interest Income,-1.15,-1.82,-3.42,-15.96,-17.67,-16.35,-15.71,-8.97,-4.8,-4.1
3,Other Revenue,41.3,39.79,49.2,38.89,45.98,27.63,7.61,0.55,0.32,0.41
4,Revenue Before Loan Losses,40.16,37.98,45.78,22.93,28.31,11.28,-8.1,-8.42,-4.48,-3.7
5,Provision for Loan Losses,-0.1,0.16,-0.01,-1.09,1.27,24.49,-18.26,1.06,-,-
6,Revenue,40.26,37.82,45.79,24.02,27.04,-13.21,10.16,-9.48,-4.48,-3.7
7,Revenue Growth (YoY),-12.08%,57.46%,69.32%,-,166.17%,-,-,-,-,-
8,Salaries & Employee Benefits,13.08,15.04,13.45,12.7,14.03,16.08,4.84,2.98,3,3.12
9,Cost of Services Provided,21.51,20.21,24.79,21.75,21.29,3.7,0.06,-,-,-
10,Other Operating Expenses,7.24,10.61,8.36,10.78,9.38,9.56,5.22,37.72,-26.68,14.77
11,Total Operating Expenses,41.83,45.86,46.6,45.22,44.71,29.34,10.11,40.7,-23.68,17.89
12,Operating Income,-1.57,-8.03,-0.81,-21.2,-17.66,-42.55,0.05,-50.18,19.2,-21.59
13,Currency Exchange Gain (Loss),-0.74,-0.01,-0.75,0.35,-1.14,0.32,-,-0.88,-,-
14,EBT Excluding Unusual Items,-2.54,-8.8,1.24,-98.25,-18.96,-549.75,0.06,-147.67,18.84,-21.59
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,0.17,-,7.27,-,-48.22
16,Impairment of Goodwill,-,-,-,-3.56,-6,-7.68,-,-,-,-
17,Other Unusual Items,-0.76,-0,0.06,0.95,2.77,0.34,-0.05,0.22,-,-
18,Pretax Income,-3.44,-8.81,1.3,-101.01,-22.32,-567.06,0.02,-140.22,18.84,-69.81
19,Income Tax Expense,0,0.07,0.01,-0.02,0.01,0.76,0.02,-,-,-4.21
20,Earnings From Continuing Ops.,-3.44,-8.87,1.29,-100.99,-22.32,-567.82,0,-140.22,18.84,-65.59
21,Minority Interest in Earnings,-0.82,0.49,-2.53,-0.32,-0.97,0.62,-0.36,-,-,-
22,Net Income,-4.26,-8.38,-1.23,-101.32,-23.29,-567.19,-0.36,-140.22,18.84,-65.59
23,Net Income to Common,-4.26,-8.38,-1.23,-101.32,-23.29,-567.19,-0.36,-140.22,18.84,-65.59
24,Shares Outstanding (Basic),590,483,421,413,413,413,413,413,413,413
25,Shares Outstanding (Diluted),590,483,421,413,413,413,413,413,413,413
26,Shares Change (YoY),40.29%,17.11%,2.00%,-,-,-,-,-,-,-
27,EPS (Basic),-0.01,-0.02,-0.00,-0.25,-0.06,-1.37,-0.00,-0.34,0.05,-0.16
28,EPS (Diluted),-0.01,-0.02,-0.00,-0.25,-0.06,-1.37,-0.00,-0.34,0.05,-0.16
29,Free Cash Flow,-5.86,-22.43,-0.5,5.64,-5.17,-2.2,-4.25,15.66,4.08,7.9
30,Free Cash Flow Per Share,-0.01,-0.05,-0.00,0.01,-0.01,-0.01,-0.01,0.04,0.01,0.02
31,Operating Margin,-3.91%,-21.24%,-1.77%,-88.26%,-65.31%,-,0.46%,-,-,-
32,Profit Margin,-10.58%,-22.16%,-2.69%,-421.80%,-86.13%,-,-3.49%,-,-,-
33,Free Cash Flow Margin,-14.56%,-59.30%,-1.08%,23.49%,-19.12%,-,-41.82%,-,-,-
