,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,7.35,6.97,15.27,14.58,11.58,15.48,9.91,12.31,15.97,21.59
1,Loans & Lease Receivables,-,-,2.17,4.55,286.37,309.37,844.85,823.23,929.76,877.66
2,Other Receivables,7.3,7.61,8.76,5.28,6.58,14.13,6.62,0.44,-,-
3,"Property, Plant & Equipment",64.3,60.79,49.44,59.21,62.27,70.7,5.32,0.04,0.1,0.17
4,Goodwill,9.13,9,9,9.27,12.69,19.37,21.19,-,-,-
5,Other Current Assets,0.72,0.12,1.25,0.21,7.91,4.44,10.69,9.76,15.85,15.67
6,Other Long-Term Assets,0.65,0.2,0.18,0.54,0.54,0.43,0.41,1.19,-,-
7,Total Assets,89.45,84.69,86.07,93.64,387.94,433.92,899.0,846.97,961.68,915.08
8,Accounts Payable,0.41,0.37,0.25,0.13,0.24,0.41,0.04,-,-,-
9,Accrued Expenses,-,4.26,-,3.61,-,20.43,18.24,16.56,17.79,16.46
10,Short-Term Debt,5.64,2.16,0.72,-,-,-,14.42,-,-,-
11,Current Portion of Long-Term Debt,35.67,37.86,25.76,38.98,672.63,716.94,547.44,443.69,354.47,107.82
12,Current Portion of Leases,2.42,1.6,2.12,2.36,2.38,2.62,2.16,0.48,0.76,1.21
13,Long-Term Debt,3.74,0.77,54.79,51.34,66.36,77.5,130.09,216.13,279.87,506.43
14,Long-Term Leases,3.59,1.02,0.82,0.96,1.65,2.83,2.57,-,0.24,0.47
15,Current Income Taxes Payable,0.75,0.83,1.09,1.45,61.33,67.99,64.97,64.13,61.22,59.86
16,Other Current Liabilities,12.93,10.23,14.07,12.8,225.2,230.05,217.73,215.96,212.2,207.55
17,Other Long-Term Liabilities,3.3,2.54,2.41,2.47,3.11,6.09,9.6,-,-,-
18,Total Liabilities,73.41,66.95,106.59,118.64,1037,1130,1011.0,956.96,926.55,899.8
19,Common Stock,5.9,5.9,4.21,4.13,4.13,4.13,4.13,4.13,4.13,4.13
20,Additional Paid-In Capital,628.5,628.5,556.1,552.82,552.82,552.82,552.82,552.82,552.82,552.82
21,Retained Earnings,-600.78,-596.53,-588.15,-586.92,-1201,-1177,-610.27,-609.91,-469.69,-488.53
22,Comprehensive Income & Other,-17.73,-19.42,-1.1,-1.32,-11.31,-80.91,-59.49,-57.02,-52.12,-53.13
23,Total Common Equity,15.9,18.46,-28.94,-31.29,-655.09,-701.43,-112.81,-109.99,35.13,15.28
24,Minority Interest,0.15,-0.72,8.41,6.29,5.79,5.54,0.39,-,-,-
25,Shareholders' Equity,16.04,17.74,-20.53,-25,-649.3,-695.88,-112.42,-109.99,35.13,15.28
26,Total Liabilities & Equity,89.45,84.69,86.07,93.64,387.94,433.92,899.0,846.97,961.68,915.08
27,Total Debt,51.05,43.41,84.2,93.63,743.01,799.89,696.66,660.3,635.34,615.93
28,Net Cash (Debt),-43.71,-36.44,-68.93,-79.05,-731.43,-784.41,-686.75,-647.99,-619.37,-594.35
29,Net Cash Per Share,-0.07,-0.08,-0.16,-0.19,-1.77,-1.90,-1.66,-1.57,-1.50,-1.44
30,Filing Date Shares Outstanding,590.3,590.3,420.76,412.51,412.51,412.51,412.51,412.51,412.51,412.51
31,Total Common Shares Outstanding,590.3,590.3,420.76,412.51,412.51,412.51,412.51,412.51,412.51,412.51
32,Working Capital,-47.41,-47.93,-21.13,-39.26,-653.69,-699.97,2.91,104.91,315.14,522.02
33,Book Value Per Share,0.03,0.03,-0.07,-0.08,-1.59,-1.70,-0.27,-0.27,0.09,0.04
34,Tangible Book Value,6.76,9.46,-37.94,-40.56,-667.78,-720.8,-134.0,-109.99,35.13,15.28
35,Tangible Book Value Per Share,0.01,0.02,-0.09,-0.10,-1.62,-1.75,-0.32,-0.27,0.09,0.04
