,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,10538,9526,4637,4215,5058,5142,4384,4889,3709,2740,3161,Upgrade
1,Market Cap Growth,126.00%,126.00%,-8.33%,-18.03%,15.38%,5.17%,18.18%,78.46%,17.33%,-19.75%,-18.48%,Upgrade
2,Enterprise Value,10987,9977,5614,4468,4679,2218,1826,3544,3176,2584,3495,Upgrade
3,Last Close Price,1.25,1.06,0.47,0.38,0.40,0.37,0.28,0.30,0.21,0.15,0.15,Upgrade
4,PE Ratio,3.77,3.41,2.03,2.09,1.68,1.51,1.45,2.93,3.83,3.11,3.39,Upgrade
5,PS Ratio,1.69,1.53,0.89,0.84,0.73,0.70,0.64,1.03,1.05,0.91,1.03,Upgrade
6,PB Ratio,1.25,1.13,0.57,0.61,0.71,0.80,0.78,1.19,1.13,1.06,1.25,Upgrade
7,P/TBV Ratio,2.04,2.04,1.08,1.24,1.43,1.97,0.89,1.43,1.43,1.40,1.70,Upgrade
8,P/FCF Ratio,4.74,4.29,3.44,-,1.96,1.43,1.25,2.00,2.81,2.85,3.68,Upgrade
9,P/OCF Ratio,3.26,3.26,2.46,2.52,1.45,1.35,1.18,1.91,2.61,2.63,3.28,Upgrade
10,EV/Sales Ratio,1.77,1.60,1.07,0.89,0.67,0.30,0.27,0.75,0.90,0.85,1.14,Upgrade
11,EV/EBITDA Ratio,2.96,2.71,1.93,1.64,1.07,0.44,0.41,1.38,2.03,2.12,2.79,Upgrade
12,EV/EBIT Ratio,3.11,2.84,2.03,1.71,1.10,0.45,0.42,1.46,2.22,2.37,3.12,Upgrade
13,EV/FCF Ratio,4.95,4.49,4.17,-,1.82,0.61,0.52,1.45,2.41,2.68,4.07,Upgrade
14,Debt / Equity Ratio,0.13,0.13,0.18,0.23,0.15,0.24,0.06,0.08,0.08,0.10,0.16,Upgrade
15,Debt / FCF Ratio,0.48,0.48,1.07,-,0.43,0.43,0.10,0.14,0.19,0.26,0.47,Upgrade
16,Return on Capital Employed (ROCE),37.29%,37.29%,29.98%,33.34%,48.84%,60.35%,75.76%,58.00%,42.71%,41.12%,43.37%,Upgrade
17,Earnings Yield,26.54%,29.36%,49.37%,47.92%,59.55%,66.33%,69.13%,34.15%,26.09%,32.14%,29.49%,Upgrade
18,FCF Yield,21.09%,23.32%,29.03%,16.75%,50.90%,70.16%,79.79%,49.90%,35.54%,35.15%,27.15%,Upgrade
19,Dividend Yield,12.80%,8.36%,16.99%,26.28%,32.45%,32.66%,42.31%,31.94%,26.49%,30.43%,29.11%,Upgrade
20,Buyback Yield / Dilution,0.02%,0.05%,-,-,-,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,12.82%,8.41%,16.99%,26.28%,32.45%,32.66%,42.31%,31.94%,26.49%,30.43%,29.11%,Upgrade
