,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,174.61,133.38,187.12,72.12,118.06,208.88,161.09,221.98,194.05,272.84,208.37,278.13,151.61,225.12,259.43,235.99,207.51,279.81,177.76,275.38,Upgrade
1,Other Revenue,-9.45,9.45,-,21.01,-7.66,7.66,-,13.28,-5.73,5.73,-,16.07,-8.47,8.47,-,12.48,-5.72,5.72,-,17.05,Upgrade
2,Revenue,165.16,142.83,187.12,93.12,110.39,216.55,161.09,235.26,188.32,278.57,208.37,294.21,143.14,233.59,259.43,248.46,201.79,285.52,177.76,292.43,Upgrade
3,Revenue Growth (YoY),49.61%,-34.04%,16.15%,-60.42%,-41.38%,-22.26%,-22.69%,-20.04%,31.57%,19.26%,-19.68%,18.41%,-29.06%,-18.19%,45.94%,-15.03%,-5.14%,67.91%,-51.04%,-12.84%,Upgrade
4,Cost of Revenue,156.31,128.77,178.39,76.82,101.22,205.48,152.41,219.13,187.55,274.87,208.34,304.24,133.67,227.29,253.18,269,194.52,276.59,163.38,299.25,Upgrade
5,Gross Profit,8.85,14.06,8.72,16.3,9.18,11.07,8.68,16.13,0.78,3.7,0.03,-10.03,9.47,6.29,6.25,-20.54,7.27,8.93,14.38,-6.83,Upgrade
6,"Selling, General & Admin",20.5,16.26,16.46,21.39,24.6,18.11,15.3,21.29,106.46,32.29,21.49,54.98,20.67,23.59,16.85,25.76,16.93,19.68,21.89,25.11,Upgrade
7,Research & Development,3.22,3.24,2.24,6.64,2.53,2.55,1.98,8.97,2.41,1.86,1.82,5.35,5.67,2.01,1.16,5.73,1.88,1.52,1.39,2.07,Upgrade
8,Other Operating Expenses,0.19,2.93,1.49,3.41,1.62,-0.64,1.03,5.15,2.3,1.79,0.66,4.12,0.86,2.23,2.35,3.12,1.87,2.24,2.12,3.71,Upgrade
9,Operating Expenses,23.71,22.95,20.11,32.22,28.7,19.79,18.14,34.42,111.91,35.34,23.94,64.07,26.72,27.77,20.32,28.22,20.62,25.35,25.38,27.5,Upgrade
10,Operating Income,-14.87,-8.88,-11.39,-15.92,-19.52,-8.72,-9.46,-18.29,-111.13,-31.64,-23.91,-74.1,-17.25,-21.47,-14.07,-48.75,-13.35,-16.41,-11,-34.33,Upgrade
11,Interest Expense,-2.25,-1.54,-1.44,-1.86,-1.46,-1.64,-2.3,-2.37,-2.33,-1.84,-2.43,-0.23,-22.31,-0.71,-0.9,-0.92,-0.98,-0.68,-1.25,-0.66,Upgrade
12,Interest & Investment Income,1.22,2.15,0.8,54.95,1.84,2.59,7.4,1.43,3.64,4.1,1.35,29.38,-,41.32,0.67,2.03,1.72,2.27,0.81,5.23,Upgrade
