,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,28.62,29.36,26.38,25.38,21.91,18.8,18.59,18.69,16.21,20.49
1,Revenue Growth (YoY),8.47%,15.67%,20.41%,35.03%,17.86%,0.55%,14.70%,-8.77%,-24.66%,-9.46%
2,Cost of Revenue,9.83,10.35,9.17,8.67,7.62,6.79,7.18,8.07,6.56,8.63
3,Gross Profit,18.79,19,17.22,16.71,14.29,12.01,11.41,10.62,9.65,11.86
4,"Selling, General & Admin",12.76,13.4,12.14,11.57,8.98,8.75,7.8,8.06,6.68,8
5,Other Operating Expenses,1.64,1.3,1.87,0.82,1.96,0.62,0.86,0.83,0.63,1.13
6,Operating Expenses,17.09,17.3,16.42,14.66,12.17,10.2,9.16,9.55,8.11,10.01
7,Operating Income,1.71,1.7,0.8,2.05,2.12,1.8,2.26,1.07,1.54,1.86
8,Interest Expense,-1.72,-1.55,-1.24,-0.88,-0.76,-0.67,-0.86,-0.9,-0.8,-0.73
9,Interest & Investment Income,-,0.01,-,0.06,-,0.03,-,0.02,-,0.11
10,Currency Exchange Gain (Loss),-,-0.01,-,-0,-,-0.01,-,0.25,-,-0.04
11,Other Non Operating Income (Expenses),0.14,0.05,0.11,-0.05,0.11,0.1,0.14,-0.25,0.36,0.07
12,EBT Excluding Unusual Items,0.13,0.21,-0.33,1.19,1.46,1.25,1.53,0.19,1.09,1.27
13,Gain (Loss) on Sale of Investments,-,0.02,-,0.03,-,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,-,1.05,-,0.04,-,-,-,0.01,-,0
15,Asset Writedown,-,6.32,-,2.23,-,0.65,-,-0.85,-,5.15
16,Other Unusual Items,-,0.65,-,1.23,-,1.57,-,2.03,-,-
17,Pretax Income,0.13,8.25,-0.33,4.71,1.46,3.48,1.53,1.37,1.09,6.42
18,Income Tax Expense,0.26,0.36,0.25,0.36,0.15,0.22,0.21,0.17,0.11,0.1
19,Earnings From Continuing Operations,-0.13,7.89,-0.58,4.36,1.32,3.26,1.31,1.2,0.99,6.32
20,Minority Interest in Earnings,0.02,-,-,-,-,-,-,-,-,-
21,Net Income,-0.11,7.89,-0.58,4.36,1.32,3.26,1.31,1.2,0.99,6.32
22,Net Income to Common,-0.11,7.89,-0.58,4.36,1.32,3.26,1.31,1.2,0.99,6.32
23,Net Income Growth,-,80.97%,-,33.86%,0.30%,170.35%,33.16%,-80.96%,-,188.24%
24,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,801
25,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,801
26,Shares Change (YoY),-,-,-,-,-,-,-,-0.07%,9.70%,33.43%
27,EPS (Basic),-0.00,0.01,-0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01
28,EPS (Diluted),-0.00,0.01,-0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01
29,EPS Growth,-,80.98%,-,33.87%,0.30%,170.30%,33.20%,-80.95%,-,116.06%
30,Free Cash Flow,4.17,1.46,3.86,1.14,4.96,3.26,2.73,4.64,2.71,-2.58
31,Free Cash Flow Per Share,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,-0.00
32,Operating Margin,5.96%,5.80%,3.04%,8.08%,9.67%,9.59%,12.13%,5.73%,9.50%,9.05%
33,Profit Margin,-0.40%,26.86%,-2.18%,17.17%,6.01%,17.32%,7.06%,6.44%,6.08%,30.86%
34,Free Cash Flow Margin,14.55%,4.98%,14.64%,4.49%,22.65%,17.37%,14.69%,24.82%,16.69%,-12.60%
35,EBITDA,2.58,2.66,1.88,2.77,2.62,2.14,2.54,1.26,1.79,2.05
36,D&A For EBITDA,0.88,0.95,1.08,0.72,0.5,0.34,0.29,0.19,0.25,0.19
37,EBIT,1.71,1.7,0.8,2.05,2.12,1.8,2.26,1.07,1.54,1.86
38,Advertising Expenses,0.05,-,0.09,-,0.06,-,0.13,-,0.04,-
