,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,168,141,126,166,133,176,240,208,134,107,176
1,Market Cap Growth,-15.38%,-15.38%,-4.82%,-5.45%,-44.67%,-15.38%,79.64%,94.03%,-24.09%,-37.67%,-
2,Enterprise Value,722,691,687,735,682,646,636,586,513,374,428
3,Last Close Price,0.21,0.18,0.16,0.21,0.17,0.22,0.30,0.26,0.17,0.13,0.22
4,PE Ratio,3.75,-,2.92,-,4.02,6.82,9.08,14.31,10.40,2.64,5.89
5,PS Ratio,0.50,0.42,0.38,0.56,0.48,0.77,1.11,0.97,0.65,0.53,0.72
6,PB Ratio,0.34,0.28,0.25,0.37,0.29,0.43,0.58,0.52,0.34,0.29,0.47
7,P/TBV Ratio,0.28,0.28,0.25,0.37,0.29,0.43,0.58,0.52,0.34,0.29,0.47
8,P/FCF Ratio,5.18,4.34,4.01,5.75,3.74,3.79,6.92,4.89,3.10,155.50,-
9,P/OCF Ratio,2.66,2.66,2.40,3.29,2.32,3.41,6.00,4.65,2.95,9.06,-
10,EV/Sales Ratio,2.16,2.07,2.08,2.45,2.48,2.81,2.94,2.72,2.50,1.83,1.76
11,EV/EBITDA Ratio,14.43,22.92,25.60,27.33,21.75,24.04,23.48,26.71,28.70,17.56,18.45
12,EV/EBIT Ratio,36.81,35.22,46.33,44.52,28.12,29.18,27.08,30.51,33.48,19.83,20.40
13,EV/FCF Ratio,22.29,21.33,21.78,25.39,19.21,13.91,18.33,13.77,11.90,542.80,-
14,Debt / Equity Ratio,1.19,1.19,1.16,1.36,1.35,1.44,1.24,1.09,1.11,1.19,0.89
15,Debt / FCF Ratio,18.26,18.26,18.86,20.88,17.16,12.77,14.84,10.15,10.16,634.24,-
16,Return on Capital Employed (ROCE),1.93%,1.93%,1.41%,1.69%,2.37%,2.27%,2.65%,2.38%,1.88%,2.50%,3.06%
17,Earnings Yield,26.64%,31.79%,34.23%,13.16%,24.85%,14.65%,11.01%,6.99%,9.62%,37.91%,16.97%
18,FCF Yield,19.30%,23.02%,24.94%,17.41%,26.72%,26.37%,14.45%,20.46%,32.25%,0.64%,-3.75%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.07%,-9.70%,-33.43%,
20,Total Shareholder Return,-,-,-,-,-,-,-,0.07%,-9.70%,-33.43%,
