,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,77539,55094,82606,116364,140014,154826,174731,185378,184771,116582,123953,Upgrade
1,Market Cap Growth,-52.65%,-52.65%,-41.00%,-24.84%,-19.87%,-16.48%,-5.43%,59.01%,49.07%,-1.96%,29.34%,Upgrade
2,Enterprise Value,102328,88231,118424,151244,170250,176023,192431,191026,190164,118782,126307,Upgrade
3,Last Close Price,19.80,14.00,20.15,28.31,33.48,37.03,41.32,43.89,43.43,27.47,29.04,Upgrade
4,PE Ratio,17.14,12.11,15.59,23.55,23.36,22.67,28.32,29.30,44.14,32.80,26.99,Upgrade
5,Forward PE,21.97,8.91,11.60,16.56,19.15,21.15,23.78,28.62,32.66,29.57,23.87,Upgrade
6,PS Ratio,0.79,0.56,0.76,1.12,1.34,1.47,1.61,1.83,2.05,1.39,1.40,Upgrade
7,PB Ratio,1.62,1.00,1.48,2.15,2.47,3.01,3.39,3.90,4.18,3.15,3.32,Upgrade
8,P/TBV Ratio,2.20,2.20,3.30,5.28,6.58,5.09,5.94,7.33,7.63,6.14,6.58,Upgrade
9,P/FCF Ratio,22.38,15.90,16.71,20.68,35.42,-,98.86,578.58,129.15,49.20,65.20,Upgrade
10,P/OCF Ratio,7.52,7.52,8.98,10.74,14.86,20.04,18.87,28.78,29.09,16.70,17.57,Upgrade
11,PEG Ratio,5.11,0.80,1.23,0.99,1.31,0.93,1.03,1.07,2.17,1.88,1.03,Upgrade
12,EV/Sales Ratio,1.03,0.89,1.09,1.46,1.63,1.67,1.78,1.88,2.11,1.41,1.43,Upgrade
13,EV/EBITDA Ratio,11.67,10.30,12.99,17.66,21.30,23.75,24.94,27.40,40.57,25.52,19.71,Upgrade
14,EV/EBIT Ratio,19.74,16.38,19.71,26.15,32.74,37.95,36.84,40.44,75.02,45.20,29.99,Upgrade
15,EV/FCF Ratio,29.54,25.47,23.96,26.88,43.06,-,108.88,596.21,132.92,50.13,66.44,Upgrade
16,Debt / Equity Ratio,0.81,0.81,0.74,0.94,0.78,0.82,0.64,0.60,0.51,0.88,0.70,Upgrade
17,Debt / FCF Ratio,12.89,12.89,8.34,9.04,11.18,-,18.79,88.48,15.76,13.73,13.81,Upgrade
18,Return on Capital Employed (ROCE),6.34%,6.34%,6.60%,5.99%,5.43%,5.24%,6.16%,6.69%,3.95%,4.57%,8.04%,Upgrade
19,Earnings Yield,5.87%,8.26%,6.41%,4.25%,4.28%,4.41%,3.53%,3.41%,2.27%,3.05%,3.71%,Upgrade
20,FCF Yield,4.47%,6.29%,5.98%,4.84%,2.82%,0.90%,1.01%,0.17%,0.77%,2.03%,1.53%,Upgrade
21,Buyback Yield / Dilution,0.64%,0.77%,0.52%,0.12%,0.14%,-0.20%,-0.14%,-0.70%,-0.92%,-0.48%,-0.44%,Upgrade
22,Total Shareholder Return,3.35%,0.77%,0.52%,0.12%,0.14%,-0.20%,-0.14%,-0.70%,-0.92%,-0.48%,-0.44%,Upgrade
