,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,6.6,2.06,4.49,0.79,0.95,1.11,8.75,1.19,1.28,3.35,Upgrade
1,Cash & Short-Term Investments,6.6,2.06,4.49,0.79,0.95,1.11,8.75,1.19,1.28,3.35,Upgrade
2,Cash Growth,47.12%,160.89%,374.02%,-28.70%,-89.18%,-7.20%,584.05%,-64.37%,-90.09%,-32.72%,Upgrade
3,Accounts Receivable,26.11,20.94,26.82,24.31,33.35,23.96,36.22,34.44,38.61,22.09,Upgrade
4,Other Receivables,2.6,1.28,1.28,2.97,3.57,4.24,4.59,7.03,8.05,5.76,Upgrade
5,Receivables,28.71,22.22,28.09,27.27,36.92,28.21,40.81,41.47,46.66,27.86,Upgrade
6,Prepaid Expenses,1.28,1.56,2.21,0.98,0.69,0.58,1.35,1.6,1.55,2.1,Upgrade
7,Other Current Assets,-,13.16,-,3.79,-,17.35,-,26.7,-,28.32,Upgrade
8,Total Current Assets,36.59,39.01,34.79,32.83,38.56,47.24,50.9,70.96,49.49,61.63,Upgrade
9,"Property, Plant & Equipment",0.68,0.82,0.99,1.2,1.8,2.49,2.06,3.55,5.82,8.68,Upgrade
10,Other Intangible Assets,0.7,0.75,0.77,0.85,0.92,1.01,1.03,1.06,1.01,1.07,Upgrade
11,Total Assets,37.97,40.57,36.56,34.88,41.28,50.74,53.99,75.57,56.32,71.38,Upgrade
12,Accounts Payable,403.29,358.41,346.82,353.14,351.07,382.82,34.86,371.8,318.63,309.64,Upgrade
13,Current Portion of Long-Term Debt,150.83,144.17,76.44,76.49,77.83,125.51,156.82,142.11,111.56,60.26,Upgrade
14,Current Portion of Leases,0.09,0.18,0.34,0.5,0.95,0.7,1.13,2.41,4.01,4.87,Upgrade
15,Current Unearned Revenue,9.79,15.01,4.79,2.18,9.21,7.96,4.48,15.94,16.67,21.82,Upgrade
16,Other Current Liabilities,-,-,-,-,-,-,329.6,-,-,-,Upgrade
17,Total Current Liabilities,563.99,517.77,428.4,432.3,439.06,516.99,526.88,532.26,450.87,396.59,Upgrade
18,Long-Term Debt,69.74,73.17,138.57,138.54,134.92,87.12,63.42,61.06,61.06,114.26,Upgrade
19,Long-Term Leases,-,-,-,-,0.07,0.89,-,-,0.7,2.19,Upgrade
20,Other Long-Term Liabilities,18.23,61.26,49.97,39.96,33.83,10.82,21.24,19.93,26.83,23.57,Upgrade
21,Total Liabilities,651.96,652.2,616.94,610.8,607.89,615.82,611.54,613.25,539.46,536.61,Upgrade
22,Common Stock,117.35,102.85,102.89,100.75,100.75,100.75,91.26,91.26,91.26,91.26,Upgrade
23,Additional Paid-In Capital,362.91,370.45,370.41,370.41,370.41,370.41,370.41,370.41,370.41,370.41,Upgrade
24,Retained Earnings,-1145,-1138,-1110,-1095,-1081,-1070,-1035,-1032,-985.42,-963.85,Upgrade
25,Comprehensive Income & Other,45.41,48.16,51.07,42.59,37.02,28.01,11.96,28.71,36.74,32.99,Upgrade
26,Total Common Equity,-619.25,-616.99,-585.83,-581.58,-572.44,-571.16,-561.31,-541.53,-487.01,-469.2,Upgrade
27,Minority Interest,5.26,5.37,5.45,5.67,5.84,6.08,3.76,3.85,3.88,3.97,Upgrade
28,Shareholders' Equity,-613.99,-611.63,-580.38,-575.92,-566.6,-565.08,-557.56,-537.68,-483.13,-465.23,Upgrade
29,Total Liabilities & Equity,37.97,40.57,36.56,34.88,41.28,50.74,53.99,75.57,56.32,71.38,Upgrade
30,Total Debt,220.65,217.52,215.35,215.52,213.77,214.23,221.37,205.58,177.33,181.58,Upgrade
31,Net Cash (Debt),-214.05,-215.46,-210.86,-214.73,-212.83,-213.12,-212.62,-204.39,-176.05,-178.23,Upgrade
32,Net Cash Per Share,-0.92,-0.97,-0.96,-0.98,-0.97,-1.07,-1.16,-1.12,-0.96,-0.98,Upgrade
33,Filing Date Shares Outstanding,252.22,223.22,223.22,219.02,219.02,219.02,182.52,182.52,182.52,182.52,Upgrade
34,Total Common Shares Outstanding,252.22,223.22,223.22,219.02,219.02,219.02,182.52,182.52,182.52,182.52,Upgrade
35,Working Capital,-527.4,-478.76,-393.6,-399.47,-400.5,-469.74,-475.98,-461.3,-401.37,-334.96,Upgrade
36,Book Value Per Share,-2.46,-2.76,-2.62,-2.66,-2.61,-2.61,-3.08,-2.97,-2.67,-2.57,Upgrade
37,Tangible Book Value,-619.94,-617.75,-586.6,-582.43,-573.36,-572.17,-562.34,-542.58,-488.02,-470.27,Upgrade
38,Tangible Book Value Per Share,-2.46,-2.77,-2.63,-2.66,-2.62,-2.61,-3.08,-2.97,-2.67,-2.58,Upgrade
39,Machinery,-,6.51,-,6.65,-,7.07,-,7.11,-,10.08,Upgrade
