,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,11.03,11.03,16.15,16.14,12,14.04,13.39,10.66,6.2,3.08,15.97,11.38,11.04,11.33,16.25,17.05,12.24,12.08,0.57,20.43,Upgrade
1,Revenue Growth (YoY),-8.04%,-21.43%,20.63%,51.37%,93.44%,356.17%,-16.16%,-6.33%,-43.81%,-72.82%,-1.75%,-33.22%,-9.80%,-6.21%,2729.46%,-16.58%,-22.67%,-34.35%,-93.96%,45.52%,Upgrade
2,Cost of Revenue,5.66,5.66,7.23,5.24,3.86,4.3,4.76,4.28,3.53,3.41,6.15,5.33,5.34,6.01,7.68,7.56,5.87,6.26,9.27,4.69,Upgrade
3,Gross Profit,5.38,5.38,8.92,10.9,8.14,9.74,8.63,6.39,2.67,-0.33,9.82,6.05,5.7,5.32,8.57,9.49,6.37,5.81,-8.7,15.75,Upgrade
4,"Selling, General & Admin",9.69,9.69,9.53,11.81,41.68,14.48,13.73,8.01,8.19,9.12,15.76,8.74,8.34,9.52,15.68,9.7,8.42,11.03,15.77,13.38,Upgrade
5,Operating Expenses,9.69,9.69,9.53,11.81,41.68,14.48,13.73,8.01,8.19,9.12,15.76,8.74,8.34,9.52,15.68,9.7,8.42,11.03,15.77,13.38,Upgrade
6,Operating Income,-4.32,-4.32,-0.61,-0.9,-33.54,-4.74,-5.1,-1.62,-5.52,-9.45,-5.94,-2.69,-2.64,-4.2,-7.12,-0.21,-2.05,-5.22,-24.46,2.36,Upgrade
7,Interest Expense,-12.54,-12.54,-12.87,-8.31,-11.5,-6.24,-5.7,-5.6,-5.54,-5.53,-5.75,-5.6,-5.53,-6.32,-5.97,-4,-4.28,-2.76,-3.08,-2.49,Upgrade
8,Interest & Investment Income,-,-,0,-,-,-,0.1,-,-,-,0,-,-,-,10.63,-,-,-,22.64,-,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.2,-6.62,-5.91,-,-6.46,3.29,Upgrade
10,Other Non Operating Income (Expenses),0.23,0.23,-5.13,0.14,0.45,0.27,-1.56,0.41,0.79,0.36,-3.28,0.87,0.41,-1.53,-14.54,-2.48,-3.96,-4.92,-50.11,0.1,Upgrade
11,EBT Excluding Unusual Items,-16.63,-16.63,-18.61,-9.07,-44.6,-10.71,-12.26,-6.81,-10.27,-14.62,-14.97,-7.42,-7.76,-12.05,-18.19,-13.31,-16.21,-12.9,-61.47,3.27,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.91,-,-,-,-8.72,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,0.03,-,-,-,0.05,-,-,-,0.12,-,Upgrade
14,Asset Writedown,-,-,-4.32,-,-,-,-10.8,-,-,-,-76.24,-,-,-,1.39,0,-0.21,-,-6.63,0.01,Upgrade
15,Other Unusual Items,-,-,2.67,-,-,-,-,-,-,-,5.49,-,-,-,3.69,-,-,-,0.09,-,Upgrade
