,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 3, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,46,84,117,92,92,92,92,87,45,56,42,59,87,112,80,80,87,133,80,105,157,Upgrade
1,Market Cap Growth,-9.09%,-9.09%,27.27%,5.60%,103.08%,65.00%,120.00%,47.06%,-48.00%,-50.00%,-47.83%,-26.09%,0%,-15.79%,0%,-23.33%,-44.44%,-75.95%,-77.67%,-83.78%,-81.40%,Upgrade
2,Enterprise Value,426,464,472,415,415,415,415,411,369,370,357,379,406,426,394,387,394,430,379,332,384,Upgrade
3,Last Close Price,0.28,0.50,0.70,0.55,0.55,0.55,0.55,0.63,0.33,0.40,0.30,0.42,0.63,0.80,0.57,0.57,0.63,0.95,0.57,0.75,1.13,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-68.43,Upgrade
5,PS Ratio,0.85,1.54,2.12,1.58,1.66,1.84,2.08,2.62,1.26,1.52,1.01,1.19,1.74,2.01,1.41,1.39,2.08,2.93,1.64,1.90,2.45,Upgrade
6,PB Ratio,2.00,3.45,4.82,1.27,-,0.92,-,0.59,0.25,0.31,0.19,0.27,-,0.36,0.23,0.23,-,0.37,0.21,0.27,-,Upgrade
7,P/TBV Ratio,3.63,3.63,5.09,1.29,-,0.94,-,0.60,0.25,0.31,0.19,0.27,-,0.37,0.24,0.24,-,0.37,0.21,0.27,-,Upgrade
8,EV/Sales Ratio,7.83,8.54,8.53,7.12,7.48,8.29,9.38,12.32,10.27,10.10,8.61,7.61,8.13,7.65,6.93,6.73,9.41,9.49,7.75,6.01,5.98,Upgrade
9,EV/EBITDA Ratio,-,-,-,-14.80,-13.00,-,-,-,-39.38,-,-,-,-148.17,-519.11,-,-,-20.18,-24.93,-,-,30.25,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200.59,Upgrade
11,Debt / Equity Ratio,16.49,16.49,16.49,5.60,-,3.74,-,2.33,1.80,1.80,1.54,1.54,-,1.12,1.02,1.02,-,0.90,0.84,0.84,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,55.91,-,-,-,-,47.29,-,-,-,-,126.92,-,-,-,56.68,-,-,-,Upgrade
13,Asset Turnover,0.08,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,97.36,78.22,74.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.12,0.12,0.12,0.13,-,0.16,-,0.14,-,0.12,-,0.23,-,0.26,-,0.34,-,0.27,-,0.31,-,Upgrade
16,Current Ratio,0.12,0.12,0.12,0.14,-,0.18,-,0.16,-,0.15,-,0.27,-,0.30,-,0.38,-,0.30,-,0.36,-,Upgrade
17,Return on Equity (ROE),-286.33%,-143.64%,-,-,-,-,-56.58%,-14.97%,-20.39%,-26.50%,-132.58%,-,-10.10%,-14.42%,-,-,-16.24%,-12.00%,-,-,Upgrade,
18,Return on Assets (ROA),-1.87%,-1.81%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-2.54%,-2.39%,-,-,-,-,-2.54%,-0.80%,-2.58%,-4.22%,-2.45%,-,-0.98%,-1.52%,-,-,-0.73%,-1.81%,-,-,Upgrade,
20,Earnings Yield,-143.10%,-75.72%,-78.48%,-93.06%,-97.53%,-93.87%,-55.10%,-62.22%,-256.62%,-210.28%,-275.41%,-190.57%,-42.78%,-37.40%,-60.84%,-60.06%,-130.66%,-74.83%,-100.95%,-64.50%,-1.46%,Upgrade
21,FCF Yield,-53.54%,-24.70%,-8.82%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-11.81%,0.05%,-9.76%,-20.03%,-20.00%,-20.06%,-9.33%,-,-,-,-,-,-,-,-,-,2.15%,2.15%,2.15%,-,-,Upgrade
23,Total Shareholder Return,-11.81%,0.05%,-9.76%,-20.03%,-20.00%,-20.06%,-9.33%,-,-,-,-,-,-,-,-,-,2.15%,2.15%,2.15%,-,-,Upgrade
