,Fiscal Quarter,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019
,Period Ending,"Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019"
0,Revenue,309.46,250.95,283.46,196.4,198.75,200.54,169.56,158.65,120.09,121.83
1,Revenue Growth (YoY),9.17%,27.77%,42.63%,-2.06%,17.21%,26.40%,41.19%,30.22%,-,-
2,Cost of Revenue,78.02,66.21,72.34,48.29,48.74,55.3,42.02,25.84,22.5,25.9
3,Gross Profit,231.43,184.74,211.13,148.11,150.01,145.24,127.55,132.81,97.59,95.93
4,"Selling, General & Admin",163.17,119.28,144.34,103.29,160.8,57.74,73.61,47.3,57.3,27.5
5,Research & Development,26.06,32.51,35.78,25.51,24.08,17.28,13.3,12.28,11.64,8.87
6,Other Operating Expenses,-,-,-,-,-,-,-,-,-7.46,-
7,Operating Expenses,196.81,154.83,184.42,129.71,186.99,75.33,86.97,60.15,60.94,39.34
8,Operating Income,34.62,29.91,26.71,18.4,-36.98,69.9,40.57,72.67,36.65,56.59
9,Interest Expense,-2.03,-1.53,-0.99,-0.52,-0.35,-0.32,-2.63,-3.02,-3.83,-4.12
10,Interest & Investment Income,3.84,-,3.52,-,4.97,-,4.11,-,0.06,-
11,Currency Exchange Gain (Loss),-2.01,-,0.43,-,-0.09,-2.93,-7.03,-,-,-
12,Other Non Operating Income (Expenses),12.63,17.64,20.78,17.95,31.83,9.15,12.67,4.92,-2.24,2.24
13,EBT Excluding Unusual Items,47.05,46.03,50.45,35.83,-0.61,75.81,47.7,74.58,30.64,54.7
14,Gain (Loss) on Sale of Assets,2.29,-,-,-,-,-,-,-,-,-
15,Pretax Income,49.34,46.03,50.45,35.83,-0.61,75.81,47.7,74.58,30.64,54.7
16,Income Tax Expense,7.67,7.56,-6.82,2.37,3.63,3.34,-1.97,3.35,2,2.73
17,Earnings From Continuing Operations,41.67,38.46,57.27,33.46,-4.24,72.46,49.68,71.22,28.64,51.97
18,Minority Interest in Earnings,9.14,2.34,5.16,1.99,-,-,-,-,-0.02,0.04
19,Net Income,50.81,40.81,62.43,35.45,-4.24,72.46,49.68,71.22,28.62,52.02
20,Net Income to Common,50.81,40.81,62.43,35.45,-4.24,72.46,49.68,71.22,28.62,52.02
21,Net Income Growth,-18.62%,15.10%,-,-51.07%,-,1.74%,73.56%,36.93%,-,-
22,Shares Outstanding (Basic),404,405,402,402,401,400,358,300,300,300
23,Shares Outstanding (Diluted),406,406,405,403,402,400,358,300,300,300
24,Shares Change (YoY),0.12%,0.78%,0.72%,0.72%,12.28%,33.33%,19.44%,-,-,-
25,EPS (Basic),0.13,0.10,0.16,0.09,-0.01,0.18,0.14,0.24,0.10,0.17
26,EPS (Diluted),0.13,0.10,0.15,0.09,-0.01,0.18,0.14,0.24,0.10,0.17
27,EPS Growth,-15.97%,13.44%,-,-51.02%,-,-24.18%,45.30%,36.93%,-,-
28,Free Cash Flow,-39.55,-14.21,-87.65,107.21,105.83,-232.43,-193.56,7.65,38.79,16.67
29,Free Cash Flow Per Share,-0.10,-0.03,-0.22,0.27,0.26,-0.58,-0.54,0.03,0.13,0.06
30,Operating Margin,11.19%,11.92%,9.42%,9.37%,-18.61%,34.86%,23.93%,45.80%,30.52%,46.45%
31,Profit Margin,16.42%,16.26%,22.02%,18.05%,-2.13%,36.13%,29.30%,44.89%,23.83%,42.70%
32,Free Cash Flow Margin,-12.78%,-5.66%,-30.92%,54.59%,53.25%,-115.90%,-114.16%,4.82%,32.30%,13.68%
33,EBITDA,35.87,31.06,27.89,19.25,-36.19,70.6,40.97,73.49,37.49,57.4
34,D&A For EBITDA,1.25,1.15,1.18,0.85,0.79,0.69,0.4,0.82,0.84,0.81
35,EBIT,34.62,29.91,26.71,18.4,-36.98,69.9,40.57,72.67,36.65,56.59
