,Fiscal Quarter,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019
,Period Ending,"Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019"
0,Cash & Equivalents,147.35,200.09,149.83,267.97,209.45,131.58,457.89,5.42,8.98,-
1,Trading Asset Securities,12.55,44.8,26.62,26.6,17.01,4.08,3.98,-,-,-
2,Cash & Short-Term Investments,159.9,244.89,176.45,294.58,226.45,135.66,461.88,5.42,8.98,-
3,Cash Growth,-9.38%,-16.87%,-22.08%,117.14%,-50.97%,2402.10%,5041.66%,-,-,-
4,Accounts Receivable,581.44,541.15,531.74,404.16,319.25,242.91,168.39,137.59,108.15,-
5,Other Receivables,118.89,97.89,69.73,64.74,69.11,75.93,18.53,42.62,26.71,-
6,Receivables,700.33,639.04,601.47,468.9,388.35,318.84,186.92,180.21,134.86,-
7,Prepaid Expenses,33.07,7.4,3.77,10.45,4.76,2.99,1.39,2.39,2.77,-
8,Restricted Cash,81.73,0.18,23.32,28.56,2.63,120.6,15.95,-,-,-
9,Other Current Assets,700.63,745.2,682.83,584.09,721.53,659.7,561.85,352.15,322.13,-
10,Total Current Assets,1676,1637,1488,1387,1344,1238,1228,540.17,468.74,-
11,"Property, Plant & Equipment",17.66,21.94,18.17,19.94,11.51,6.02,5.5,3.85,5.27,-
12,Long-Term Investments,-,-,-,0.04,0.04,0.04,0.04,-,-,-
13,Goodwill,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,-
14,Other Intangible Assets,31.31,25,26.17,21.69,16.31,6.2,6.6,5.5,5.81,-
15,Long-Term Deferred Tax Assets,17.35,15.18,22.62,7.32,5.05,7.73,8.02,4.12,4.04,-
16,Other Long-Term Assets,20,20,20,-,-,60,145,-,-,-
17,Total Assets,1763,1720,1575,1436,1377,1318,1394,554.31,484.53,-
18,Accounts Payable,113.11,132.89,100.63,71.32,45.92,76.89,38.2,57.44,23.48,-
19,Accrued Expenses,140.62,-,111.87,-,77.42,-,43.85,-,40.7,-
20,Short-Term Debt,-,-,-,-,-,-,-,1.44,3.44,-
21,Current Portion of Long-Term Debt,139.65,149.95,40,60,10,66.93,138.8,70,61.48,-
22,Current Portion of Leases,6.84,7.49,5.44,6.43,2.76,1.07,2.21,2.15,1.58,-
23,Current Income Taxes Payable,8.07,7.25,14.34,5.58,6.72,5.92,8.25,6.32,7.21,-
24,Current Unearned Revenue,84.6,-,73.91,-,60.7,-,38.03,-,70.52,-
25,Other Current Liabilities,7.43,202.1,10.14,134.97,3.92,93.31,16.59,91.71,21.29,-
26,Total Current Liabilities,500.3,499.68,356.32,278.29,207.43,244.12,285.93,229.06,229.7,-
27,Long-Term Leases,4.98,10.21,8.77,10.89,5.95,1.67,1.81,0.26,1.07,-
28,Total Liabilities,505.28,509.89,365.1,289.18,213.38,245.79,287.74,229.32,230.77,-
29,Common Stock,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.07,0.07,-
30,Additional Paid-In Capital,521.53,521.53,564.39,564.39,625.33,625.33,731.22,-,-,-
31,Retained Earnings,569.17,518.36,477.56,415.13,379.68,383.92,311.45,261.78,190.56,-
32,Comprehensive Income & Other,181.06,177.19,174.73,169.25,158.65,63.14,63.14,63.14,63.14,-
33,Total Common Equity,1272,1217,1217,1149,1164,1073,1106,324.99,253.76,-
34,Minority Interest,-14.69,-7.74,-6.57,-1.99,-,-,-,-,-,-
35,Shareholders' Equity,1257,1210,1210,1147,1164,1073,1106,324.99,253.76,-
36,Total Liabilities & Equity,1763,1720,1575,1436,1377,1318,1394,554.31,484.53,-
37,Total Debt,151.46,167.65,54.21,77.32,18.7,69.67,142.82,73.85,67.57,-
38,Net Cash (Debt),8.44,77.24,122.24,217.26,207.75,65.99,319.05,-68.43,-58.59,-
39,Net Cash Growth,-93.10%,-64.45%,-41.16%,229.22%,-34.89%,-,-,-,-,-
40,Net Cash Per Share,0.02,0.19,0.30,0.54,0.52,0.16,0.89,-0.23,-0.20,-
41,Filing Date Shares Outstanding,408.64,408.64,406.47,402.16,403.32,400,400,300,300,300
42,Total Common Shares Outstanding,408.64,408.64,406.47,402.16,403.32,400,400,300,300,300
43,Working Capital,1175,1137,1132,1108,1136,993.67,942.06,311.11,239.03,-
44,Book Value Per Share,3.11,2.98,2.99,2.86,2.89,2.68,2.77,1.08,0.85,-
45,Tangible Book Value,1240,1192,1190,1127,1147,1066,1099,318.81,247.28,-
46,Tangible Book Value Per Share,3.03,2.92,2.93,2.80,2.84,2.66,2.75,1.06,0.82,-
47,Machinery,7.12,-,4.74,-,4.23,-,3.98,-,4.28,-
48,Leasehold Improvements,7.92,-,6.48,-,4.3,-,2.18,-,2.18,-
