,Fiscal Quarter,Q4 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,4279,2800,5234,8383,16560,10194,5406,5209,5655,4017,6429,2918,4679,9139,10956,6201,-,-,5533,5837,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,2000,2000,2000,-,2000,2000,2000,-,2000,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,4279,2800,5234,8383,16560,10194,5406,7209,7655,6017,6429,4918,6679,11139,10956,8201,-,-,5533,5837,Upgrade
3,Cash Growth,-74.16%,-72.54%,-3.18%,16.27%,116.33%,69.42%,-15.92%,46.61%,14.62%,-45.98%,-41.31%,-40.04%,-,-,98.02%,40.51%,-,-,124.47%,80.37%,Upgrade
4,Accounts Receivable,384926,245323,195730,313589,261323,138207,379829,111544,272233,171792,208967,106906,194501,185209,412148,133619,-,-,237649,128326,Upgrade
5,Other Receivables,2609,2974,6281,4078,4197,5903,2617,3808,4091,5927,5959,2438,2823,6197,2488,2586,-,-,2306,3168,Upgrade
6,Receivables,387535,248297,202011,317667,265520,144110,382446,115352,276324,177719,214926,109344,197323,191406,414636,136205,-,-,239955,131494,Upgrade
7,Inventory,521212,716239,393792,386978,813481,487398,348724,176853,380021,500920,360165,377911,726873,702992,340817,933782,-,-,316301,313836,Upgrade
8,Prepaid Expenses,6036,30543,36479,34338,48655,31582,56285,37764,47228,42445,55721,30988,31295,16645,29161,11260,-,-,31073,11790,Upgrade
