,Fiscal Quarter,Q4 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,1016690,1317011,788255,1271249,1367541,903991,1275823,862043,1390579,1011736,1146599,1036965,1076105,332325,1129573,471662,613052,677885,817167,520046,Upgrade
1,Revenue Growth (YoY),-25.66%,45.69%,-38.22%,47.47%,-1.66%,-10.65%,11.27%,-16.87%,29.22%,204.44%,1.51%,119.85%,75.53%,-50.98%,38.23%,-9.30%,13.18%,-1.86%,46.83%,-26.34%,Upgrade
2,Cost of Revenue,986272,1267450,726452,1234734,1302629,859233,1188473,828641,1352386,972034,1076965,1001818,1023717,296467,1063742,438182,567346,646163,706807,477895,Upgrade
3,Gross Profit,30419,49561,61803,36515,64912,44758,87349,33402,38193,39702,69634,35147,52388,35857,65831,33480,45706,31723,110360,42151,Upgrade
4,"Selling, General & Admin",30979,22387,36020,26385,25903,22802,24531,19328,24620,18381,29257,17921,18430,13143,28196,15041,14580,14392,54325,29186,Upgrade
5,Operating Expenses,30979,22387,36020,26385,25903,22802,24531,19328,24620,18381,29257,17921,18430,13143,28196,15041,14580,14392,54325,29186,Upgrade
6,Operating Income,-560.07,27173,25783,10130,39010,21957,62819,14074,13573,21321,40376,17226,33959,22714,37635,18440,31126,17330,56035,12965,Upgrade
7,Interest Expense,-4590,-6906,-1463,-1009,-3014,-6140,-7541,-6228,-6963,-11984,-13208,-16587,-21871,-17074,-18706,-17677,-16388,-10186,-8012,-6913,Upgrade
8,Interest & Investment Income,697.97,685.38,724.23,696.45,667.01,689.13,728.09,717.29,712.29,702.08,822.87,751.22,748.93,736.25,768.11,738.94,734.98,727.32,796,835.35,Upgrade
9,Other Non Operating Income (Expenses),2515,324.77,1203,213.58,-1615,4137,1020,-1441,583.95,176.09,1340,1251,700.34,254.62,651.48,-789.66,376.98,258.65,334.55,1597,Upgrade
10,EBT Excluding Unusual Items,-1937,21278,26246,10031,35048,20643,57026,7122,7906,10215,29332,2642,13537,6631,20349,711.75,15850,8130,49154,8485,Upgrade
11,Pretax Income,-1937,21278,26246,10031,35048,20643,57026,7122,7906,10215,29332,2642,13537,6631,20349,711.75,15850,8130,49154,8485,Upgrade
12,Income Tax Expense,-275.18,4256,5921,2006,7010,4129,12077,1424,1581,2043,6612,528.34,2707,1326,4193,142.35,3170,1626,9831,1697,Upgrade
13,Net Income,-1662,17022,20325,8025,28038,16514,44948,5698,6325,8172,22720,2113,10830,5304,16156,569.4,12680,6504,39323,6788,Upgrade
14,Net Income to Common,-1662,17022,20325,8025,28038,16514,44948,5698,6325,8172,22720,2113,10830,5304,16156,569.4,12680,6504,39323,6788,Upgrade
15,Net Income Growth,-,3.08%,-54.78%,40.83%,343.28%,102.08%,97.84%,169.62%,-41.59%,54.06%,40.63%,271.15%,-14.59%,-18.45%,-58.92%,-91.61%,208.26%,-88.99%,487.51%,42.84%,Upgrade
16,Shares Outstanding (Basic),24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,Upgrade
17,Shares Outstanding (Diluted),24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,Upgrade
18,Shares Change (YoY),-0.53%,-0.05%,0.01%,-0.08%,-0.16%,0.14%,0.06%,-0.06%,0.22%,-0.07%,0.04%,-0.74%,-0.07%,0.06%,-0.04%,0.66%,-0.23%,-0.08%,-0.19%,-0.12%,Upgrade
19,EPS (Basic),-68.00,693.00,826.97,327.00,1141.00,672.00,1829.00,232.00,257.00,333.00,925.00,86.00,441.00,216.00,658.00,23.00,516.00,265.00,1601.00,276.00,Upgrade
20,EPS (Diluted),-68.00,693.00,826.97,327.00,1141.00,672.00,1829.00,232.00,257.00,333.00,925.00,86.00,441.00,216.00,658.00,23.00,516.00,265.00,1601.00,276.00,Upgrade
21,EPS Growth,-,3.13%,-54.79%,40.95%,343.97%,101.80%,97.73%,169.77%,-41.72%,54.17%,40.58%,273.91%,-14.53%,-18.49%,-58.90%,-91.67%,208.98%,-88.98%,488.60%,43.01%,Upgrade
22,Free Cash Flow,-,84437,-419878,13675,120799,290161,-129358,23708,137249,207449,82277,381068,-63156,-79463,-,-,-227996,-162208,-126346,-,Upgrade
23,Free Cash Flow Per Share,-,3437.58,-17083.50,557.25,4915.86,11807.39,-5263.72,965.30,5576.62,8453.09,3349.80,15506.99,-2571.79,-3235.76,-,-,-9278.18,-6608.81,-5144.07,-,Upgrade
24,Dividend Per Share,-,-,-,-,-,-,700.000,-,-,-,1200.000,-,-,-,900.000,-,-,-,-,-,Upgrade
25,Dividend Growth,-,-,-,-,-,-,-41.67%,-,-,-,33.33%,-,-,-,-,-,-,-,-,-,Upgrade
26,Gross Margin,2.99%,3.76%,7.84%,2.87%,4.75%,4.95%,6.85%,3.87%,2.75%,3.92%,6.07%,3.39%,4.87%,10.79%,5.83%,7.10%,7.46%,4.68%,13.51%,8.11%,Upgrade
27,Operating Margin,-0.06%,2.06%,3.27%,0.80%,2.85%,2.43%,4.92%,1.63%,0.98%,2.11%,3.52%,1.66%,3.16%,6.83%,3.33%,3.91%,5.08%,2.56%,6.86%,2.49%,Upgrade
28,Profit Margin,-0.16%,1.29%,2.58%,0.63%,2.05%,1.83%,3.52%,0.66%,0.45%,0.81%,1.98%,0.20%,1.01%,1.60%,1.43%,0.12%,2.07%,0.96%,4.81%,1.31%,Upgrade
29,Free Cash Flow Margin,-,6.41%,-53.27%,1.08%,8.83%,32.10%,-10.14%,2.75%,9.87%,20.50%,7.18%,36.75%,-5.87%,-23.91%,-,-,-37.19%,-23.93%,-15.46%,-,Upgrade
30,EBITDA,61629,101049,138377,38883,138269,88567,240011,35737,161724,105543,168252,43827,168511,82179,68925,86346,119547,62205,129336,30251,Upgrade
31,EBITDA Margin,6.06%,7.67%,17.55%,3.06%,10.11%,9.80%,18.81%,4.15%,11.63%,10.43%,14.67%,4.23%,15.66%,24.73%,6.10%,18.31%,19.50%,9.18%,15.83%,5.82%,Upgrade
32,D&A For EBITDA,62189,73876,112594,28753,99260,66610,177193,21662,148151,84222,127875,26600,134552,59465,31289,67906,88421,44874,73301,17286,Upgrade
33,EBIT,-560.07,27173,25783,10130,39010,21957,62819,14074,13573,21321,40376,17226,33959,22714,37635,18440,31126,17330,56035,12965,Upgrade
34,EBIT Margin,-0.06%,2.06%,3.27%,0.80%,2.85%,2.43%,4.92%,1.63%,0.98%,2.11%,3.52%,1.66%,3.16%,6.83%,3.33%,3.91%,5.08%,2.56%,6.86%,2.49%,Upgrade
35,Effective Tax Rate,-,20.00%,22.56%,20.00%,20.00%,20.00%,21.18%,20.00%,20.00%,20.00%,22.54%,20.00%,20.00%,20.00%,20.61%,20.00%,20.00%,20.00%,20.00%,20.00%,Upgrade
36,Revenue as Reported,1016690,1317011,788255,1271249,1367541,903991,1275823,862043,1390579,1011736,1146599,1036965,1076105,332325,1129573,471662,613052,677885,817167,520046,Upgrade
