,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,2107,2060,2012,2004,1904,1832,2048,2107,1998,2262,2315,2394,2092,1634,2314,2493,2358,2001,2116,1969,Upgrade
1,Revenue Growth (YoY),10.68%,12.46%,-1.75%,-4.93%,-4.75%,-19.03%,-11.57%,-11.98%,-4.48%,38.43%,0.07%,-3.97%,-11.28%,-18.34%,9.34%,26.60%,-8.80%,-18.29%,-18.34%,-20.57%,Upgrade
2,Cost of Revenue,1586,1563,1540,1500,1388,1400,1567,1610,1519,1700,1788,1826,1604,1312,1711,1858,1783,1578,1699,1554,Upgrade
3,Gross Profit,520.39,497.23,471.94,503.15,515.73,431.87,480.09,497.62,479.27,562.2,527.45,568.29,487.98,321.84,603.25,635.17,575.15,422.78,417.19,415.9,Upgrade
4,"Selling, General & Admin",351.26,340.84,344.48,354.98,335.27,341.89,375.41,384.29,374.37,383.49,403.58,433.18,471.23,406.55,453.03,470.57,453.07,389.51,364.11,419.16,Upgrade
5,Other Operating Expenses,143.4,-49.53,40.09,39.59,66.7,49.4,31.73,63.5,58.32,81.32,56.07,51.96,42.41,63.12,52.33,54.83,21.38,91.8,48.04,53.96,Upgrade
6,Operating Expenses,494.66,291.3,384.57,394.57,401.97,391.29,407.14,447.8,432.69,464.8,459.65,485.14,513.64,469.67,505.36,525.39,474.45,481.31,412.15,473.11,Upgrade
7,Operating Income,25.73,205.93,87.37,108.58,113.76,40.59,72.95,49.83,46.59,97.4,67.8,83.14,-25.66,-147.83,97.89,109.77,100.7,-58.52,5.03,-57.22,Upgrade
8,Interest Expense,-15.11,-15.63,-15.51,-17.09,-20.07,-21.03,-21.29,-22.66,-21.95,-18.54,-15.08,-12.15,-13.67,-11.72,-13.55,-13.77,-15.46,-14.76,-17.15,-20.72,Upgrade
9,Interest & Investment Income,-,-,-,-,34.96,-,-,-,18.03,-,-,-,18.21,-,-,-,9.86,-,-,-,Upgrade
10,Earnings From Equity Investments,20.02,25.44,16.79,16.18,14.8,18.25,15.41,13.72,8.41,23.95,16.8,13.45,-15.62,-7.2,14.48,20.1,16.07,24.33,3.46,4.9,Upgrade
11,Currency Exchange Gain (Loss),7.31,-6.16,6.16,-,-4.88,14.39,-14.39,-,3.18,-0.63,0.63,-,9.04,-3.14,3.14,-,4.13,-1.11,1.11,-,Upgrade
12,Other Non Operating Income (Expenses),109.23,-52.82,19.4,37.43,-3.59,39.04,24.83,38.85,13.51,35.9,24.26,36.47,-13.48,66.11,31.63,29.9,115.19,-57.82,27.23,18.51,Upgrade
