,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,21321,27936,23890,24354,17709,13935,14515,16494,17804,17643,16172,16465,20364,21008,25358,30914,31267,26012,20178,18984,19144,Upgrade
1,Market Cap Growth,100.47%,100.47%,64.59%,47.65%,-0.53%,-21.02%,-10.24%,0.18%,-12.57%,-16.02%,-36.23%,-46.74%,-34.87%,-19.24%,25.67%,62.85%,63.32%,-29.82%,-41.62%,-44.95%,-56.11%,Upgrade
2,Enterprise Value,26360,34283,30269,30311,23655,21827,22414,25415,26664,32151,30675,30047,33861,35472,39786,45292,45584,41576,35743,33988,34098,Upgrade
3,Last Close Price,13.28,17.40,14.84,14.66,10.16,8.00,8.33,9.29,9.37,9.28,8.50,8.35,10.15,10.47,12.64,15.40,15.58,12.96,10.05,9.46,9.00,Upgrade
4,PE Ratio,7.02,9.17,6.56,8.31,6.99,6.49,11.31,10.27,8.77,7.64,7.21,17.50,21.98,23.41,-,18.41,79.06,-36.95,-,-,-,Upgrade
5,Forward PE,6.42,8.04,8.29,8.97,7.74,7.45,7.84,8.05,7.91,6.63,6.08,7.35,10.30,10.01,10.49,11.89,14.72,21.29,34.82,18.47,14.21,Upgrade
6,PS Ratio,0.34,0.44,0.39,0.40,0.29,0.23,0.23,0.25,0.26,0.25,0.23,0.25,0.31,0.32,0.37,0.43,0.45,0.40,0.30,0.27,0.26,Upgrade
7,PB Ratio,0.62,0.73,0.65,0.66,0.48,0.38,0.41,0.46,0.49,0.49,0.44,0.45,0.56,0.59,0.71,0.86,0.92,0.77,0.62,0.58,0.54,Upgrade
8,P/TBV Ratio,0.86,0.86,0.77,0.78,0.57,0.45,0.49,0.55,0.58,0.58,0.53,0.54,0.68,0.71,0.86,1.05,1.12,0.93,0.75,0.70,0.65,Upgrade
9,PEG Ratio,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,7.29,-,7.42,12.27,Upgrade
10,EV/Sales Ratio,0.41,0.54,0.49,0.50,0.39,0.35,0.36,0.39,0.39,0.46,0.43,0.45,0.51,0.53,0.58,0.64,0.65,0.63,0.53,0.48,0.46,Upgrade
11,EV/EBITDA Ratio,4.35,6.28,4.92,6.08,4.82,4.81,5.43,5.42,5.63,6.32,6.57,11.08,11.27,11.20,-,9.49,11.25,15.27,12.46,9.13,7.62,Upgrade
12,EV/EBIT Ratio,6.71,10.32,7.56,11.08,9.00,10.08,13.63,12.16,12.98,13.98,17.55,-169.85,573.16,-,-,23.34,37.35,-536.13,-,34.23,-,Upgrade
13,Debt / Equity Ratio,0.20,0.20,0.23,0.23,0.26,0.26,0.33,0.33,0.38,0.38,0.49,0.49,0.47,0.47,0.53,0.53,0.55,0.55,0.64,0.64,0.55,Upgrade
14,Debt / EBITDA Ratio,1.38,2.58,0.99,1.72,1.75,1.70,3.05,2.53,3.37,3.46,2.97,3.80,3.04,7.74,-,3.20,2.95,3.09,22.10,6.99,19.73,Upgrade
15,Quick Ratio,1.35,1.35,-,1.38,-,1.07,-,1.50,-,1.12,-,1.15,-,0.88,-,1.26,-,1.02,-,1.17,-,Upgrade
16,Current Ratio,2.17,2.17,-,2.23,-,1.91,-,2.30,-,2.07,-,1.93,-,1.83,-,2.00,-,1.81,-,1.76,-,Upgrade
17,Return on Equity (ROE),7.71%,10.79%,7.90%,9.40%,12.77%,5.01%,3.41%,5.68%,1.80%,8.24%,6.86%,8.44%,0.29%,-6.26%,9.07%,9.95%,6.87%,-0.89%,-6.53%,-5.76%,Upgrade,
18,Return on Capital (ROIC),1.10%,8.85%,3.71%,4.56%,4.75%,1.69%,2.94%,1.94%,1.74%,3.50%,2.47%,3.06%,-0.93%,-5.26%,3.55%,4.06%,3.69%,-2.12%,0.18%,-2.03%,Upgrade,
19,Return on Capital Employed (ROCE),7.63%,7.63%,-,6.31%,-,5.16%,-,4.68%,-,4.97%,-,-0.37%,-,-,-,3.90%,-,-0.16%,-,2.14%,-,Upgrade
20,Earnings Yield,14.30%,10.91%,15.24%,12.04%,14.31%,15.40%,8.84%,9.74%,11.40%,13.10%,13.86%,5.71%,4.55%,4.27%,5.00%,5.43%,1.26%,-2.71%,-3.19%,-0.09%,6.83%,Upgrade
21,Dividend Yield,9.79%,7.47%,7.39%,7.50%,-,11.25%,10.87%,9.75%,-,11.85%,-,7.20%,-,1.91%,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,0.00%,0.11%,-,0.00%,-,-0.13%,-,-0.13%,-,0.02%,-,0.02%,-,0.05%,-,0.04%,-,-0.02%,-,-0.01%,-,Upgrade
23,Total Shareholder Return,9.79%,7.58%,7.39%,7.51%,-,11.12%,10.87%,9.62%,-,11.87%,-,7.22%,-,1.96%,-,0.04%,-,-0.02%,-,-0.01%,-,Upgrade
