,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,28,62,106,106,17,27,29,29,28,42,38,58,55,66,102,48,53,43,25,50,65,Upgrade
1,Market Cap Growth,125.96%,125.96%,264.86%,268.18%,-39.25%,-35.40%,-22.38%,-50.45%,-49.05%,-35.60%,-63.33%,21.09%,3.28%,53.84%,310.52%,-4.35%,-17.29%,-40.91%,-74.09%,-54.90%,-44.34%,Upgrade
2,Enterprise Value,234,276,267,266,177,197,199,193,192,218,214,267,264,273,310,229,234,167,149,176,190,Upgrade
3,Last Close Price,0.11,0.23,0.41,0.41,0.07,0.10,0.11,0.11,0.11,0.16,0.14,0.22,0.21,0.25,0.39,0.22,0.24,0.20,0.11,0.23,0.29,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,25.09,-11.99,-,-,-,-,-,-,-5.10,Upgrade
5,PS Ratio,0.73,1.63,2.39,1.68,0.39,0.88,1.04,2.31,0.60,0.66,0.47,0.62,0.84,0.64,0.91,-,0.30,0.21,0.11,0.23,0.28,Upgrade
6,PB Ratio,-1.46,-1.46,-2.51,-3.33,-0.53,5.07,3.13,3.10,-,1.40,1.03,1.60,-,1.61,3.29,1.54,-,0.99,0.48,0.97,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,5.99,3.50,3.47,-,1.45,1.07,1.66,-,1.67,3.46,1.62,-,1.03,0.50,1.00,-,Upgrade
8,EV/Sales Ratio,6.17,7.29,6.00,4.22,4.05,6.35,7.09,-,4.09,3.42,2.70,2.84,4.02,2.67,2.76,-,1.31,0.82,0.65,0.79,0.83,Upgrade
9,EV/EBITDA Ratio,-,-56.82,-85.21,-,-,17.34,13.10,11.72,8.87,8.83,7.98,10.19,13.97,19.34,48.94,-,63.42,15.92,-,29.05,293.86,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,64.19,52.04,94.13,-,25.83,18.22,21.62,28.04,52.77,-148.12,-,-,-,-,-67.86,-31.09,Upgrade
11,Debt / Equity Ratio,-4.87,-4.87,-4.87,-6.75,-6.75,29.89,18.30,21.37,-,5.46,5.05,5.05,-,5.76,7.33,7.33,-,4.47,2.61,2.61,-,Upgrade
12,Debt / EBITDA Ratio,-,238.50,238.50,-,-,20.65,9.19,23.63,-,7.17,7.76,6.30,-,7.49,10.69,-,-,1578.91,-,10.96,-,Upgrade
13,Asset Turnover,0.13,0.12,0.26,0.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,1.03,1.21,0.93,1.41,1.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.11,0.11,0.11,0.39,0.39,0.19,-,0.08,-,0.36,-,0.28,-,0.58,-,0.59,-,0.19,-,0.16,-,Upgrade
16,Current Ratio,0.22,0.22,0.22,0.80,0.80,0.54,-,0.23,-,0.45,-,1.09,-,1.34,-,1.35,-,0.94,-,0.52,-,Upgrade
17,Return on Equity (ROE),-,-,-,-,-155.48%,-27.49%,-,-,-28.75%,-162.96%,-,-,4.78%,-26.38%,-,-,-48.34%,-43.02%,-,-,Upgrade,
18,Return on Assets (ROA),-1.43%,-1.37%,-4.87%,-4.46%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-1.61%,-1.52%,-5.36%,-5.63%,0.92%,4.63%,-,-,1.67%,1.77%,-,-,4.36%,2.10%,-,-,-3.07%,-4.04%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,-,-,2.65%,-,16.42%,-,9.19%,-,5.42%,-,1.57%,-,-,-,-,-,-1.39%,-,Upgrade
21,Earnings Yield,-161.17%,-72.70%,-40.30%,-36.33%,-232.85%,-100.60%,-92.69%,-101.12%,-63.24%,-24.49%,-10.76%,-8.65%,3.99%,-8.34%,-14.78%,-,-68.37%,-63.25%,-109.91%,-62.62%,-19.62%,Upgrade
22,FCF Yield,-34.98%,-15.78%,-9.00%,-8.84%,-27.55%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-,-,-,-,-,-,-0.03%,-,-,-6.85%,-,-20.00%,-20.00%,-12.31%,-,-,-,-,-,-,Upgrade,
24,Total Shareholder Return,-,-,-,-,-,-,-0.03%,-,-,-6.85%,-,-20.00%,-20.00%,-12.31%,-,-,-,-,-,-,Upgrade,
