,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,-,1039,1222,1233,1196,1242,1231,888.01,1289,1237,1207,1150,1209,919.5,1118,1361,1397,1417,1529,-,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,190,-,-,-,-,-,210,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1039,1039,1222,1233,1196,1242,1231,1078,1319,1237,1207,1150,1209,1129,1118,1361,1397,1417,1529,576.8,Upgrade
4,Cash Growth,-13.16%,-16.41%,-0.70%,14.41%,-9.35%,0.43%,2.03%,-6.24%,9.13%,9.53%,7.89%,-15.53%,-13.46%,-20.28%,-26.87%,135.99%,142.18%,-,211.61%,-1.94%,Upgrade
5,Accounts Receivable,-,524.88,565.88,535.19,620.49,650.8,740.09,675.14,679.12,704.44,520.69,622.26,672.49,553.91,540.91,501.19,583.1,490.28,370.87,-,Upgrade
6,Other Receivables,-,3.3,0.5,3.36,1.34,4.77,1.8,5.68,5.14,4.77,1.35,4.56,1.18,4,1.46,4.71,0.91,9.63,7.43,-,Upgrade
7,Receivables,-,528.18,566.38,538.54,621.82,655.57,741.89,680.82,684.26,709.2,522.04,626.81,673.66,557.92,542.37,505.91,584,499.91,378.29,-,Upgrade
8,Inventory,-,47.2,52.71,46.92,43.65,41.13,49.55,49.82,40.53,34.89,42.05,42.94,35.63,40.15,41.08,41.89,36.01,38.75,41.21,-,Upgrade
9,Other Current Assets,-,42.86,28.04,14.46,8.05,10.92,20.56,55.22,25.1,13.78,13.41,11.19,9.77,11.55,14.52,23.91,9.67,12.91,12.45,-,Upgrade
10,Total Current Assets,-,1657,1870,1833,1869,1950,2043,1864,2069,1995,1784,1831,1928,1739,1716,1933,2027,1968,1961,-,Upgrade
11,"Property, Plant & Equipment",-,499.79,504.52,469.45,475.33,430.01,394.21,384.5,351.51,346.11,333.98,319.72,301.92,258.21,247.41,244.1,248.77,248.68,238.43,-,Upgrade
12,Long-Term Investments,-,280.24,279.24,282.31,287.53,295.37,299.7,303.45,306.37,317.63,323.27,324.67,327.86,325.43,333.82,67.8,66.71,60.75,61.44,-,Upgrade
13,Other Intangible Assets,-,74.32,79.57,83.06,86.35,58.37,59.5,60.79,62.32,82.78,84.06,86.36,88.46,84.75,86.95,75.84,56.18,56.59,57.4,-,Upgrade
14,Long-Term Deferred Tax Assets,-,101.54,99.4,101.8,100.87,93.25,91.56,92.52,85.9,86.06,104.46,86.08,79.22,75.92,61.24,65.88,62.97,54.36,59.45,-,Upgrade
