,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,55,63,42,50,80,88,42,73,77,67,149
1,Market Cap Growth,27.40%,27.40%,-47.01%,-43.41%,88.71%,20.94%,-44.89%,8.16%,-48.73%,-70.17%,-36.29%
2,Enterprise Value,49,130,247,256,286,381,277,321,351,337,451
3,Last Close Price,0.27,0.31,0.51,0.60,0.96,1.06,1.24,2.14,2.71,2.37,5.28
4,PE Ratio,-,-,-1.12,-,-,-,-,-,-,-,-
5,PS Ratio,0.84,0.97,0.46,0.43,0.53,0.31,0.11,0.16,0.16,0.14,0.28
6,PB Ratio,-0.37,-0.37,-0.18,-0.21,-0.39,-9.22,-0.98,0.65,0.53,0.25,0.50
7,P/TBV Ratio,-,-,-,-,-,-,-,0.65,0.53,0.25,0.50
8,P/FCF Ratio,24.34,27.95,-,-,-,-3.86,-,1.55,2.15,-,6.62
9,P/OCF Ratio,37.31,37.31,-,-1.14,-,-4.55,-,1.41,1.88,-,4.79
10,EV/Sales Ratio,0.75,1.99,2.71,2.22,1.90,1.34,0.75,0.71,0.74,0.72,0.85
11,EV/EBIT Ratio,-,-,-9.19,-,-,-,-,-,-,-,-
12,EV/FCF Ratio,21.65,57.53,-,-,-,-16.74,-,6.86,9.86,-,19.98
13,Debt / Equity Ratio,-0.48,-0.48,-0.31,-0.87,-1.05,-22.46,-7.09,2.21,1.98,1.07,0.99
14,Debt / FCF Ratio,36.51,36.51,-,-,-,-9.39,-,5.24,8.00,-,13.12
15,Earnings Yield,-23.59%,-20.55%,-89.67%,-503.30%,-290.56%,-207.55%,-466.66%,-245.72%,-215.79%,-134.20%,-45.60%
16,FCF Yield,4.11%,3.58%,-11.28%,-90.83%,-38.20%,-25.94%,-76.29%,64.42%,46.49%,7.39%,15.10%
17,Buyback Yield / Dilution,-198.67%,-200.00%,0.88%,-23.69%,-202.48%,-173.41%,-20.06%,-6.44%,-,-,0.07%
18,Total Shareholder Return,-198.67%,-200.00%,0.88%,-23.69%,-202.48%,-173.41%,-20.06%,-6.44%,-,-,0.07%
