,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,21.18,44.42,46.84,68.58,81.97,202.92,167.77,284.36,188.01,279.86
1,Revenue Growth (YoY),-54.78%,-35.22%,-42.86%,-66.20%,-51.14%,-28.64%,-10.76%,1.61%,-25.71%,1.79%
2,Cost of Revenue,27.63,37.49,53.43,187.14,77.34,315.62,165.85,311.21,178.62,296.01
3,Gross Profit,-6.45,6.93,-6.6,-118.56,4.63,-112.7,1.93,-26.85,9.39,-16.15
4,"Selling, General & Admin",5.23,0.54,20.48,29.98,27.96,37.95,39.38,41.08,33.52,37.11
5,Other Operating Expenses,-0.85,3.7,2.53,14.67,0.2,0.39,0.22,0.6,-,0.08
6,Operating Expenses,4.38,4.24,23.01,44.64,28.17,38.34,39.6,41.68,33.52,37.2
7,Operating Income,-10.83,2.69,-29.61,-163.2,-23.54,-151.04,-37.67,-68.53,-24.13,-53.35
8,Interest Expense,-4.47,-11.47,-0.4,-4.53,-1.32,-4.61,-2.94,-5.02,-5.54,-6.71
9,Interest & Investment Income,-,0.02,-,0.03,-,0.03,-,0.07,-,0.1
10,Currency Exchange Gain (Loss),-7.32,5.26,-15.41,-5.18,-5.21,2.33,-4.8,-3.06,-2.73,0.21
11,Other Non Operating Income (Expenses),-1.05,3.79,-3.1,0.72,0.25,2.16,0.89,0.89,1.03,1.5
12,EBT Excluding Unusual Items,-23.67,0.28,-48.51,-172.16,-29.82,-151.13,-44.52,-75.65,-31.37,-58.25
13,Gain (Loss) on Sale of Assets,-,3.37,-,-1.12,-,-1.31,-,-0.03,-,-0.48
14,Asset Writedown,-,-4.66,-,-32.51,-,-,-,-58.22,-,-
15,Other Unusual Items,-,11.68,-,4.18,-,-,-,-,-,-
16,Pretax Income,-23.67,10.67,-48.51,-201.6,-29.82,-152.44,-44.52,-133.9,-31.37,-58.73
17,Net Income,-23.67,10.67,-48.51,-201.6,-29.82,-152.44,-44.52,-133.9,-31.37,-58.73
18,Net Income to Common,-23.67,10.67,-48.51,-201.6,-29.82,-152.44,-44.52,-133.9,-31.37,-58.73
19,Shares Outstanding (Basic),204,68,68,69,55,23,20,19,19,19
20,Shares Outstanding (Diluted),204,68,68,69,55,23,20,19,19,19
21,Shares Change (YoY),200.00%,-0.88%,23.69%,202.48%,173.41%,20.06%,6.44%,-,-,-0.07%
22,EPS (Basic),-0.12,0.16,-0.71,-2.94,-0.54,-6.71,-2.21,-7.08,-1.66,-3.11
23,EPS (Diluted),-0.12,0.16,-0.71,-2.94,-0.54,-6.71,-2.21,-7.08,-1.66,-3.11
24,Free Cash Flow,6.28,-4.01,-0.75,-44.39,13.96,-36.74,4.54,42.24,-6.63,11.59
25,Free Cash Flow Per Share,0.03,-0.06,-0.01,-0.65,0.25,-1.62,0.23,2.23,-0.35,0.61
26,Operating Margin,-51.11%,6.05%,-63.21%,-237.98%,-28.72%,-74.43%,-22.45%,-24.10%,-12.83%,-19.06%
27,Profit Margin,-111.77%,24.01%,-103.58%,-293.97%,-36.38%,-75.12%,-26.54%,-47.09%,-16.69%,-20.98%
28,Free Cash Flow Margin,29.63%,-9.03%,-1.60%,-64.72%,17.03%,-18.11%,2.71%,14.85%,-3.53%,4.14%
29,EBITDA,-7.62,-3.16,-23.63,-161.14,-18.52,-149.6,-32.15,-60.62,-14.06,-43.55
30,D&A For EBITDA,3.21,-5.84,5.98,2.06,5.02,1.44,5.52,7.91,10.07,9.79
31,EBIT,-10.83,2.69,-29.61,-163.2,-23.54,-151.04,-37.67,-68.53,-24.13,-53.35
