,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1547,1342,1626,1942,1105,1326,1658,1073,1184,1342,1658,Upgrade
1,Market Cap Growth,-30.89%,-30.89%,47.14%,46.43%,-33.33%,23.53%,40.00%,-20.00%,-28.57%,-25.44%,-3.82%,Upgrade
2,Enterprise Value,2355,2152,2416,2777,1996,2248,2597,1955,2014,2193,2763,Upgrade
3,Last Close Price,0.98,0.85,1.03,1.23,0.70,0.84,1.05,0.68,0.75,0.85,1.05,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-21.71,-,-,-,Upgrade
5,Forward PE,-,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,Upgrade
6,PS Ratio,2.53,2.19,2.35,3.08,1.80,1.72,1.77,1.13,1.52,5.02,-,Upgrade
7,PB Ratio,-289.95,-289.95,31.57,9.15,4.64,4.73,3.80,0.89,1.00,1.32,1.50,Upgrade
8,P/FCF Ratio,39.69,34.42,20.59,27.32,14.89,31.87,-,9.87,12.44,44.50,-,Upgrade
9,P/OCF Ratio,24.72,24.72,17.68,22.35,11.93,19.97,21.36,6.68,8.83,34.91,-,Upgrade
10,EV/Sales Ratio,3.85,3.52,3.49,4.40,3.25,2.91,2.77,2.07,2.59,8.20,-,Upgrade
11,EV/EBITDA Ratio,60.48,-,-,-202.41,-,-,-,-,-37.77,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-70.57,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,60.40,55.20,30.60,39.07,26.90,54.03,-,17.97,21.16,72.72,-,Upgrade
14,Debt / Equity Ratio,-177.14,-177.14,16.26,3.86,3.71,3.36,2.26,0.81,0.82,0.93,0.88,Upgrade
15,Debt / FCF Ratio,21.03,21.03,10.60,11.53,11.91,22.60,-,9.02,10.20,31.51,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-3.70%,-,-,-,-,-,-,-,Upgrade
17,Earnings Yield,-13.07%,-15.07%,-10.28%,-3.56%,-15.98%,-65.88%,-47.37%,-4.61%,-14.14%,-7.73%,-,Upgrade
18,FCF Yield,2.52%,2.90%,4.86%,3.66%,6.71%,3.14%,2.24%,10.14%,8.04%,2.25%,-,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-3.46%,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-3.46%,-,Upgrade,
