,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,-,64.91,126.26,133.93,136.25,68.19,87.23,108.79,212.35,62.16,112.54,58.62,249.94,126.69,201.5,125.73,447.38,-,150.62,-
1,Trading Asset Securities,-,332.13,312.07,315.35,338.18,358.1,324.41,339.96,261.18,408.33,315.39,403.37,243.37,365,285,390,100,-,-,-
2,Cash & Short-Term Investments,397.03,397.03,438.34,449.27,474.43,426.29,411.64,448.75,473.53,470.49,427.94,461.99,493.31,491.69,486.5,515.73,547.38,-,150.62,125.99
3,Cash Growth,-16.31%,-6.86%,6.49%,0.12%,0.19%,-9.40%,-3.81%,-2.87%,-4.01%,-4.31%,-12.04%,-10.42%,-9.88%,-,223.01%,309.33%,-,-,-,-
4,Accounts Receivable,-,240.14,222.9,239.16,251.36,255.03,216.78,180.13,180.73,155.27,147.92,143.59,141.65,128.72,120.23,114.18,126.58,-,107.81,-
5,Other Receivables,-,3.48,4.09,5.28,1.58,3.12,2.71,3.23,3.04,10.3,9.5,9.24,1.64,2.56,2.35,2.71,0.56,-,1.81,-
6,Receivables,-,243.62,226.99,244.44,252.94,258.15,219.48,183.36,183.77,165.57,157.42,152.83,143.29,131.28,122.58,116.89,127.14,-,109.62,-
7,Inventory,-,110.14,106.06,98.5,97.83,116.18,108.55,137.84,127.52,119.94,109.07,86.98,78.91,79.12,74.03,65.31,55.11,-,50.98,-
8,Other Current Assets,-,22.87,22.39,22.98,16.45,18.01,23.69,19.23,17.18,16.53,14.76,14.52,9.84,12.03,10.55,10.42,2.33,-,5.22,-
9,Total Current Assets,-,773.66,793.77,815.2,841.66,818.64,763.35,789.18,802.01,772.53,709.2,716.31,725.35,714.13,693.67,708.34,731.96,-,316.44,-
10,"Property, Plant & Equipment",-,206.97,207.21,202.33,176.91,170,164.03,150.03,149.3,146.25,130.66,123.48,115.09,88.77,58.32,32.14,5.51,-,2.72,-
11,Long-Term Investments,-,50.96,51.26,31.46,31.49,33.95,28.24,28.5,10.87,9.33,9.31,1.39,1.44,-,-,-,-,-,-,-
12,Other Intangible Assets,-,17.52,18.15,18.55,18.61,18.95,19.67,20.08,20.79,21.49,22.13,22.77,22.76,22.39,22.85,23.47,19.06,-,1.14,-
13,Long-Term Deferred Tax Assets,-,9.37,9.26,9.35,3.94,3.5,3.65,2.39,3.38,2.19,1.9,2.01,2.03,1.74,1.68,1.08,1.13,-,1.02,-
14,Long-Term Deferred Charges,-,1.83,1.85,0.9,0.99,1.08,0.95,1.13,1.05,1.15,1.15,1.24,1.33,1.38,1.17,0.45,0.36,-,0.32,-
15,Other Long-Term Assets,-,2.05,4.22,9.79,6.47,8.64,4.93,4.46,13.64,4.12,2.51,0.11,0.76,1.52,3,0.55,0.59,-,0.31,-
16,Total Assets,-,1062,1086,1088,1080,1055,984.82,995.77,1001,957.06,876.85,867.32,868.77,829.94,780.68,766.04,758.61,-,321.95,-
17,Accounts Payable,-,32.98,32.31,28.68,34.37,43.02,38.94,56.87,60.74,59.98,63.26,54.3,49.87,54.21,49.9,51.85,44.89,-,39.95,-
18,Accrued Expenses,-,13.72,19.49,17.06,27.51,11.87,14.36,16.01,17.42,13.29,11.13,13.12,15.7,6.29,6.26,10.88,13.71,-,6.03,-
19,Short-Term Debt,-,81.56,120.11,90.1,91.8,90.1,71.14,72.67,76.2,86.1,46.02,46.07,46.07,30.04,30.04,7.75,12.09,-,15.69,-
20,Current Portion of Leases,-,4.66,4.97,5.08,1.71,2.03,3.05,4.06,5.06,3.94,3.81,3.67,3.54,-,-,-,-,-,-,-
21,Current Income Taxes Payable,-,7.27,0.73,9.03,7.64,11.99,2.95,2.76,3.54,0.81,-,1.74,-,0.76,0.83,0.37,-,-,1.61,-
22,Current Unearned Revenue,-,3.73,3.27,3.18,2.8,12.5,9.51,17.81,16.88,5.84,6.8,7.13,4.08,3.94,4.29,5.2,2.43,-,4.1,-
23,Other Current Liabilities,-,14.91,8.85,16.55,20.03,24.34,25.06,16.63,26.96,29.77,18.98,16.54,32.17,31.64,2.27,1.28,12.74,-,1.63,-
24,Total Current Liabilities,-,158.82,189.75,169.67,185.86,195.85,165.01,186.81,206.8,199.73,150,142.57,151.42,126.88,93.59,77.33,85.86,-,69.01,-
25,Long-Term Leases,-,19.5,20.45,21.59,0.85,0.61,0.86,0.95,1.33,1.05,2.08,3.09,4.1,8.49,9.35,10.19,-,-,-,-
26,Long-Term Unearned Revenue,-,14.74,14.74,14.74,2.14,2.19,2.23,2.33,0.19,0.3,0.3,0.3,0.3,-,-,-,-,-,-,-
27,Long-Term Deferred Tax Liabilities,-,4.1,4.95,4.31,0.84,1.04,1.15,0.39,1.28,0.05,0.05,0.06,0.06,-,-,-,-,-,-,-
28,Total Liabilities,-,197.16,229.88,210.31,189.69,199.69,169.26,190.48,209.6,201.14,152.43,146.02,155.87,135.38,102.93,87.52,85.86,-,69.01,-
29,Common Stock,-,110.34,110.34,75.13,75.13,75.13,75.08,50.73,50.53,50.53,50.53,50.53,50.53,50.53,50.53,50.53,50.53,-,37.9,-
30,Additional Paid-In Capital,-,425.86,424.45,484.85,483.38,480.72,477.13,498.96,489.75,489.75,489.75,489.75,489.75,489.75,489.75,489.75,489.75,-,117.98,-
31,Retained Earnings,-,334.2,326.27,355.17,339.71,307.17,270.29,262.21,250.65,216.2,184.44,181.23,172.68,154.28,137.47,138.25,132.47,-,97.07,-
32,Treasury Stock,-,-5.22,-5.22,-37.89,-7.84,-7.92,-6.9,-6.9,-,-,-,-,-,-,-,-,-,-,-,-
33,Comprehensive Income & Other,-,0.01,0.01,0.01,0.01,1.21,1.21,1.21,1.21,-,-,-,-,-,-,-,-,-,-,-
34,Total Common Equity,865.2,865.2,855.85,877.27,890.38,856.31,816.8,806.21,792.14,756.47,724.72,721.51,712.96,694.56,677.74,678.52,672.75,-,252.95,223.92
35,Minority Interest,-,-,-,-,-,-1.24,-1.24,-0.92,-0.7,-0.55,-0.29,-0.21,-0.06,-,-,-,-,-,-,-
36,Shareholders' Equity,865.2,865.2,855.85,877.27,890.38,855.07,815.57,805.29,791.43,755.92,724.43,721.3,712.9,694.56,677.74,678.52,672.75,-,252.95,223.92
37,Total Liabilities & Equity,-,1062,1086,1088,1080,1055,984.82,995.77,1001,957.06,876.85,867.32,868.77,829.94,780.68,766.04,758.61,-,321.95,-
38,Total Debt,105.71,105.71,145.53,116.77,94.35,92.74,75.06,77.68,82.59,91.1,51.91,52.83,53.7,38.54,39.39,17.94,12.09,-,15.69,3.8
39,Net Cash (Debt),291.32,291.32,292.8,332.5,380.08,333.55,336.58,371.07,390.94,379.4,376.03,409.16,439.61,453.15,447.12,497.79,535.29,-,134.93,122.19
40,Net Cash Growth,-23.35%,-12.66%,-13.01%,-10.39%,-2.78%,-12.08%,-10.49%,-9.31%,-11.07%,-16.28%,-15.90%,-17.80%,-17.87%,-,231.38%,307.39%,-,-,-,-
41,Net Cash Per Share,2.79,2.59,2.63,3.05,3.39,3.11,2.95,3.45,3.52,3.50,3.37,3.71,4.05,4.05,4.22,4.33,6.37,-,1.68,1.44
42,Filing Date Shares Outstanding,104.58,112.52,111.31,110.17,110.17,111.19,111.12,107.58,111.12,110.68,110.68,110.68,110.68,110.68,110.68,110.68,110.68,82.9,83.01,84.91
43,Total Common Shares Outstanding,104.58,112.52,111.31,110.17,110.17,111.19,111.12,107.58,110.68,110.68,110.68,110.68,110.68,110.68,110.68,110.68,110.68,82.9,83.01,84.91
