,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,328.25,358.31,362.72,307.09,333.61,445.29,339.01,359.2,477.07,414.07,Upgrade
1,Short-Term Investments,-,-,-,-,4.07,-,23.43,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,21.24,-,37.12,38.98,-,Upgrade
3,Cash & Short-Term Investments,328.25,358.31,362.72,307.09,337.68,466.54,362.44,396.32,516.06,414.07,Upgrade
4,Cash Growth,-9.51%,16.68%,7.42%,-34.18%,-6.83%,17.72%,-29.77%,-4.29%,165.65%,67.29%,Upgrade
5,Accounts Receivable,68.8,82.42,81.83,140.65,305.81,248.3,256.54,314.26,131.78,120.87,Upgrade
6,Other Receivables,-,-,0.15,0.26,0.09,1.19,0.89,3.1,8.03,6.3,Upgrade
7,Receivables,68.8,82.42,83.62,142.98,327.66,272.3,280.65,347.43,183.13,200.3,Upgrade
8,Inventory,37.64,42.7,47.85,40.09,147.27,103.87,82.28,48.26,43.94,40.82,Upgrade
9,Prepaid Expenses,40.5,-,-,-,-,-,-,-,-,-,Upgrade
10,Restricted Cash,60.45,48.62,164,161.27,2084,102.23,89.42,111.88,-,-,Upgrade
11,Other Current Assets,-,42.17,42.94,58.38,93.4,136.4,166.08,155.71,133.14,101.67,Upgrade
12,Total Current Assets,535.64,574.21,701.13,709.81,2990,1081,980.88,1060,876.26,756.85,Upgrade
13,"Property, Plant & Equipment",11.1,16.01,21.32,18.8,150.56,162.07,134.49,127.2,111.47,113.37,Upgrade
14,Long-Term Investments,41.68,30.88,34.22,17.48,50.29,61.85,27.33,33.25,34.61,35.49,Upgrade
15,Goodwill,40.78,40.78,40.78,40.78,47.19,45.28,40.92,37.17,37.17,-,Upgrade
16,Long-Term Accounts Receivable,-,-,-,-,-,5.89,4.8,11.28,-,-,Upgrade
17,Long-Term Deferred Tax Assets,2.31,2.49,0.05,2.46,1.77,1.62,1.34,1.52,1.46,2.68,Upgrade
18,Other Long-Term Assets,129.93,146.42,133.44,123.68,175.59,173.68,154,155.92,174.73,181.19,Upgrade
19,Total Assets,761.44,810.79,931.11,913.43,3420,1537,1345,1430,1240,1096,Upgrade
20,Accounts Payable,110.18,123.33,216.42,171.41,2413,439.41,316.2,459.97,149.62,109.91,Upgrade
21,Accrued Expenses,5.1,8.82,5.09,19.2,0.55,26.3,2.1,23.3,-,14.55,Upgrade
22,Short-Term Debt,-,6.86,4.46,13.23,167.88,164.35,166.94,158.1,185.21,109.12,Upgrade
23,Current Portion of Leases,5.76,7.7,9.02,10.86,11.42,10.8,8.55,6.6,7.15,5.19,Upgrade
24,Current Income Taxes Payable,4.69,1.27,1.59,3.72,4.33,5.6,8.86,8.13,6.41,4.46,Upgrade
25,Current Unearned Revenue,17.16,16.96,18.98,17.7,-,57.67,-,17.96,-,20.22,Upgrade
26,Other Current Liabilities,6.64,5.79,3.47,12.21,84.96,11.03,117.38,3.41,67.69,11.33,Upgrade
27,Total Current Liabilities,149.52,170.73,259.03,248.33,2683,715.14,620.03,677.46,416.08,274.79,Upgrade
28,Long-Term Leases,3.88,6.33,9.28,5.87,10.65,15.31,10.72,14.39,15.26,17.34,Upgrade
29,Long-Term Deferred Tax Liabilities,0.09,0.04,0.01,0.09,17.19,18.24,14.76,14.76,14.81,14.89,Upgrade
30,Total Liabilities,153.49,177.11,268.31,254.28,2710,748.69,645.51,706.6,446.15,307.02,Upgrade
31,Common Stock,22.03,22.74,22.74,22.74,22.51,22.74,16.19,15.35,15.35,15.35,Upgrade
32,Additional Paid-In Capital,704.39,707.71,707.71,707.71,700.72,707.71,581.03,572.34,572.34,572.34,Upgrade
33,Retained Earnings,-63.12,-33.6,-15.26,5.15,13.14,79.12,110.87,140.77,173.7,180.79,Upgrade
34,Treasury Stock,-,-0.32,-,-,-,-,-,-,-,-,Upgrade
35,Comprehensive Income & Other,-86.13,-96.96,-93.62,-110.36,-81.75,-74.37,-52.18,-48.04,-16.03,-27.95,Upgrade
36,Total Common Equity,577.18,599.57,621.57,625.23,654.62,735.2,655.92,680.41,745.35,740.52,Upgrade
37,Minority Interest,30.77,34.12,41.23,33.92,54.59,52.68,43.62,42.85,48.46,48.82,Upgrade
38,Shareholders' Equity,607.95,633.68,662.8,659.15,709.21,787.88,699.54,723.26,793.81,789.34,Upgrade
39,Total Liabilities & Equity,761.44,810.79,931.11,913.43,3420,1537,1345,1430,1240,1096,Upgrade
40,Total Debt,9.64,20.89,22.76,29.96,189.96,190.45,186.21,179.08,207.62,131.64,Upgrade
41,Net Cash (Debt),318.61,337.42,339.97,277.14,147.73,276.09,176.24,217.24,308.44,282.43,Upgrade
42,Net Cash Growth,-6.28%,21.75%,130.13%,0.38%,-16.18%,27.09%,-42.86%,-23.08%,-,369.68%,Upgrade
43,Net Cash Per Share,0.14,0.15,0.15,-,0.06,-,0.10,0.12,0.17,-,Upgrade
44,Filing Date Shares Outstanding,2203,2230,2274,2274,2274,2274,1912,1810,1810,1810,Upgrade
45,Total Common Shares Outstanding,2203,2263,2274,2274,2274,2274,1912,1810,1810,1810,Upgrade
46,Working Capital,386.12,403.48,442.11,461.49,307.06,366.2,360.85,382.14,460.19,482.07,Upgrade
47,Book Value Per Share,0.26,0.26,0.27,0.27,0.29,0.32,0.34,0.38,0.41,0.41,Upgrade
48,Tangible Book Value,536.4,558.79,580.79,584.45,607.43,689.92,615,643.23,708.18,740.52,Upgrade
49,Tangible Book Value Per Share,0.24,0.25,0.26,0.26,0.27,0.30,0.32,0.36,0.39,0.41,Upgrade
50,Buildings,-,-,-,-,-,119.37,-,97.29,-,87.06,Upgrade
51,Machinery,-,8.94,-,22.02,-,157.26,-,108.03,-,80.13,Upgrade
52,Construction In Progress,-,-,-,-,-,6.06,-,2.07,-,11.99,Upgrade
53,Leasehold Improvements,-,5.26,-,5.93,-,5.53,-,4.11,-,1.76,Upgrade
