,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,251.98,276.26,241.17,-,242.67,-,402.95,738.99,436.02,-,Upgrade
1,Revenue Growth (YoY),4.48%,-,-0.62%,-,-39.78%,-,-7.58%,-,56.17%,-,Upgrade
2,Cost of Revenue,187.44,212.54,186.74,-,196.84,-,298.03,595.11,324.91,-,Upgrade
3,Gross Profit,64.55,63.72,54.43,-,45.84,-,104.93,143.89,111.11,-,Upgrade
4,"Selling, General & Admin",83.24,78.08,66.22,-,57.24,-,119.84,140.15,109.95,-,Upgrade
5,Other Operating Expenses,0.24,7.15,9.42,-,0,-,14.16,34.53,2.21,-,Upgrade
6,Operating Expenses,83.48,76.1,75.64,-,57.24,-,134.57,175.52,118.68,-,Upgrade
7,Operating Income,-18.93,-12.38,-21.21,-,-11.4,-,-29.64,-31.64,-7.57,-,Upgrade
8,Interest Expense,-0.36,-0.47,-0.36,-,-0.95,-,-2.13,-2.85,-1.83,-,Upgrade
9,Interest & Investment Income,3.46,4.06,3.49,-,0.02,-,0.87,1.88,1.76,-,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-1.29,0.73,-0.37,-,Upgrade
11,Currency Exchange Gain (Loss),0.48,-1.65,3.21,-,2.28,-,0.38,-5.85,5.85,-,Upgrade
12,Other Non Operating Income (Expenses),1.48,1.84,1.05,-,0.82,-,3.93,0.55,11.54,-,Upgrade
13,EBT Excluding Unusual Items,-13.87,-8.61,-13.83,-,-9.22,-,-27.89,-37.18,9.38,-,Upgrade
14,Impairment of Goodwill,-,-,-,-,-0.68,-,-,-3.6,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,1.29,5.5,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,3.37,6.99,-0.03,-,Upgrade
17,Asset Writedown,-17.4,-13.31,4.76,-,-3.79,-,-,-5.61,-9.97,-,Upgrade
18,Other Unusual Items,-,-,-,-,-,-,-,1.05,-,-,Upgrade
19,Pretax Income,-31.27,-21.92,-9.07,-,-13.69,-,-23.23,-32.84,-0.61,-,Upgrade
20,Income Tax Expense,1.59,-0.01,4.08,-,2.58,-,5.63,2.38,2.09,-,Upgrade
21,Earnings From Continuing Operations,-32.85,-21.91,-13.14,-,-16.27,-,-28.86,-35.22,-2.7,-,Upgrade
22,Earnings From Discontinued Operations,-,-,0.57,-,-51.37,-,-,-,-,-,Upgrade
23,Net Income to Company,-32.85,-21.91,-12.57,-,-67.64,-,-28.86,-35.22,-2.7,-,Upgrade
24,Minority Interest in Earnings,3.34,3.57,-7.84,-,-2.31,-,-2.5,1.95,2.05,-,Upgrade
25,Net Income,-29.51,-18.34,-20.41,-,-69.95,-,-31.36,-33.26,-0.65,-,Upgrade
26,Net Income to Common,-29.51,-18.34,-20.41,-,-69.95,-,-31.36,-33.26,-0.65,-,Upgrade
27,Shares Outstanding (Basic),2241,2274,2274,-,2274,-,1831,1810,1810,-,Upgrade
28,Shares Outstanding (Diluted),2241,2274,2274,-,2274,-,1831,1810,1810,-,Upgrade
29,Shares Change (YoY),-1.44%,-,-,-,24.19%,-,1.16%,-,26.98%,-,Upgrade
30,EPS (Basic),-0.01,-0.01,-0.01,-,-0.03,-,-0.02,-0.02,-0.00,-,Upgrade
31,EPS (Diluted),-0.01,-0.01,-0.01,-,-0.03,-,-0.02,-0.02,-0.00,-,Upgrade
32,Free Cash Flow,-15.13,-,66.57,-,-125.87,-,-27.01,-11.01,-3.2,-,Upgrade
33,Free Cash Flow Per Share,-0.01,-,0.03,-,-0.06,-,-0.01,-0.01,-0.00,-,Upgrade
34,Operating Margin,-7.51%,-4.48%,-8.79%,-,-4.70%,-,-7.36%,-4.28%,-1.74%,-,Upgrade
35,Profit Margin,-11.71%,-6.64%,-8.46%,-,-28.82%,-,-7.78%,-4.50%,-0.15%,-,Upgrade
36,Free Cash Flow Margin,-6.00%,-,27.60%,-,-51.87%,-,-6.70%,-1.49%,-0.73%,-,Upgrade
37,EBITDA,-18.09,1.38,-20.07,-,-10.45,-,-20.44,-24.41,0.15,-,Upgrade
38,D&A For EBITDA,0.85,0.77,1.14,13.95,0.95,11.26,9.2,7.23,7.72,15.35,Upgrade
39,EBIT,-18.93,-12.38,-21.21,-,-11.4,-,-29.64,-31.64,-7.57,-,Upgrade
