,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,323.32,279.25,237.53,337.78,415.43,355.83,232.44,233.64,226.74,314.16,Upgrade
1,Revenue Growth (YoY),36.12%,-17.33%,-42.82%,-5.07%,78.72%,52.30%,2.52%,-25.63%,-42.57%,-33.09%,Upgrade
2,Cost of Revenue,271.43,218.24,192.72,256.69,335.09,279.4,196.82,172.4,189.49,256.54,Upgrade
3,Gross Profit,51.89,61.01,44.81,81.1,80.35,76.42,35.62,61.25,37.24,57.63,Upgrade
4,"Selling, General & Admin",70.99,67.66,64.44,67.56,71.59,73.46,69.81,88.34,72.76,84.32,Upgrade
5,Operating Expenses,71.02,67.64,63.44,68.45,71.61,73.59,69.79,87.24,73.03,85.48,Upgrade
6,Operating Income,-19.13,-6.63,-18.63,12.65,8.74,2.83,-34.17,-25.99,-35.78,-27.85,Upgrade
7,Interest Expense,-1.81,-1.8,-1.53,-2.2,-1.63,-1.23,-1.68,-2.22,-2.97,-3.7,Upgrade
8,Interest & Investment Income,-,8.04,-,2.73,-,2.08,-,1.2,-,1.47,Upgrade
9,Earnings From Equity Investments,-0.02,-0.01,0.03,-0.09,0.02,-0.17,-0.13,0.08,-0.05,-,Upgrade
10,Other Non Operating Income (Expenses),5.14,-2.13,7.05,-0.65,3.54,-0.83,3.11,6.49,0.42,-2.85,Upgrade
11,EBT Excluding Unusual Items,-15.81,-2.53,-13.08,12.42,10.66,2.69,-32.88,-20.44,-38.38,-32.92,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-3.64,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,0.01,-,0.45,-,31.37,278.14,-14.49,Upgrade
14,Asset Writedown,0.61,0.63,1.65,1.21,-2.5,2.57,0.48,1.06,-,-6.11,Upgrade
15,Other Unusual Items,-,0.01,-,1.14,-,0.15,-,3.2,-,-,Upgrade
16,Pretax Income,-15.2,-1.89,-11.42,14.78,8.16,5.86,-32.39,15.18,239.76,-57.17,Upgrade
17,Income Tax Expense,0.17,0.51,0.17,1.77,2.38,0.22,-0.06,-0.33,-0.02,-3.63,Upgrade
18,Earnings From Continuing Operations,-15.37,-2.4,-11.59,13.01,5.79,5.64,-32.33,15.52,239.78,-53.54,Upgrade
19,Minority Interest in Earnings,0.58,0.58,0.61,0.54,0.38,0.32,0.31,0.34,0.36,0.43,Upgrade
20,Net Income,-14.79,-1.82,-10.98,13.55,6.17,5.96,-32.02,15.85,240.14,-53.11,Upgrade
21,Net Income to Common,-14.79,-1.82,-10.98,13.55,6.17,5.96,-32.02,15.85,240.14,-53.11,Upgrade
22,Net Income Growth,-,-,-,127.48%,-,-62.42%,-,-,-,-,Upgrade
23,Shares Outstanding (Basic),451,451,451,451,451,451,451,451,451,459,Upgrade
24,Shares Outstanding (Diluted),451,451,451,451,451,451,451,451,451,459,Upgrade
25,Shares Change (YoY),-,-,-,-,-,-0.00%,-0.02%,-1.69%,-2.78%,-1.13%,Upgrade
26,EPS (Basic),-0.03,-0.00,-0.02,0.03,0.01,0.01,-0.07,0.04,0.53,-0.12,Upgrade
27,EPS (Diluted),-0.03,-0.00,-0.02,0.03,0.01,0.01,-0.07,0.04,0.53,-0.12,Upgrade
28,EPS Growth,-,-,-,127.48%,-,-62.42%,-,-,-,-,Upgrade
29,Free Cash Flow,-25.63,-20.34,0.58,25.34,20.34,-12.03,-68.65,-9.7,-5.93,9.08,Upgrade
30,Free Cash Flow Per Share,-0.06,-0.05,0.00,0.06,0.05,-0.03,-0.15,-0.02,-0.01,0.02,Upgrade
31,Dividend Per Share,-,-,-,-,-,-,-,0.015,0.022,-,Upgrade
32,Operating Margin,-5.92%,-2.37%,-7.84%,3.74%,2.10%,0.80%,-14.70%,-11.13%,-15.78%,-8.87%,Upgrade
33,Profit Margin,-4.57%,-0.65%,-4.62%,4.01%,1.48%,1.67%,-13.78%,6.79%,105.91%,-16.91%,Upgrade
34,Free Cash Flow Margin,-7.93%,-7.28%,0.24%,7.50%,4.90%,-3.38%,-29.53%,-4.15%,-2.62%,2.89%,Upgrade
35,EBITDA,-16.52,-3.48,-15.15,16.15,12.32,7.04,-31.16,-24.73,-32.04,-22.23,Upgrade
36,D&A For EBITDA,2.61,3.15,3.48,3.5,3.58,4.2,3.01,1.26,3.75,5.63,Upgrade
37,EBIT,-19.13,-6.63,-18.63,12.65,8.74,2.83,-34.17,-25.99,-35.78,-27.85,Upgrade
