,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,94,80,108,122,122,107,129,158,183,266,205,Upgrade
1,Market Cap Growth,-34.07%,-34.07%,-11.11%,13.45%,-5.26%,-32.00%,-29.63%,-40.68%,-10.91%,4.39%,-32.02%,Upgrade
2,Enterprise Value,1,-44,-33,-11,15,8,28,-22,-61,299,222,Upgrade
3,Last Close Price,0.21,0.18,0.23,0.26,0.26,0.23,0.27,0.33,0.36,0.34,0.26,Upgrade
4,PE Ratio,-,-,-,-,6.18,8.86,-4.93,-,0.71,1.42,-,Upgrade
5,PS Ratio,0.16,0.13,0.21,0.21,0.16,0.14,0.22,0.34,0.40,0.49,0.29,Upgrade
6,PB Ratio,0.25,0.22,0.28,0.31,0.30,0.28,0.33,0.41,0.43,0.67,0.80,Upgrade
7,P/TBV Ratio,0.21,0.21,0.27,0.30,0.29,0.27,0.32,0.40,0.42,0.65,0.77,Upgrade
8,P/FCF Ratio,-,-,-,4.70,2.67,12.91,-,-,-,-,-12.06,Upgrade
9,P/OCF Ratio,-,-,-,4.26,2.57,9.31,-,-,-,-,-24.50,Upgrade
10,EV/Sales Ratio,0.00,-,-,-,0.02,0.01,0.05,-,-,0.55,0.31,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,0.52,0.42,-1.14,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,0.69,0.70,-0.88,-,-,-,-,Upgrade
13,EV/FCF Ratio,-0.02,-,-,-,0.32,0.98,-,-,-,-,-13.05,Upgrade
14,Debt / Equity Ratio,0.21,0.21,0.15,0.14,0.16,0.23,0.25,0.23,0.26,0.35,0.61,Upgrade
15,Debt / FCF Ratio,-,-,-,2.07,1.39,10.84,-,-,-,-,-9.20,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,5.21%,2.94%,-7.79%,-,-,-,-,Upgrade
17,Earnings Yield,-17.61%,-20.68%,-11.82%,2.11%,16.19%,11.29%,-20.27%,-10.24%,140.13%,70.28%,-40.77%,Upgrade
18,FCF Yield,-48.76%,-57.25%,-18.26%,21.28%,37.51%,7.74%,-62.76%,-49.63%,-8.56%,1.18%,-8.30%,Upgrade
19,Dividend Yield,2.39%,-,-,-,-,-,-,-,10.16%,6.47%,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,0.00%,0.02%,1.69%,2.78%,1.13%,Upgrade,
21,Total Shareholder Return,2.39%,-,-,-,-,-,0.00%,0.02%,11.85%,9.25%,1.13%,Upgrade
