,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,157.91,168.16,182.09,184.62,185.51,187.55,178.04,278.08,372.5,113.95,Upgrade
1,Cash & Short-Term Investments,157.91,168.16,182.09,184.62,185.51,187.55,178.04,278.08,372.5,113.95,Upgrade
2,Cash Growth,-13.28%,-8.91%,-1.85%,-1.56%,4.20%,-32.56%,-52.20%,144.05%,155.35%,-16.94%,Upgrade
3,Accounts Receivable,120.05,86.38,70.78,89.4,96.42,82.68,53.39,62.7,61.37,71.28,Upgrade
4,Other Receivables,-,4.16,18.79,8.1,24.45,5.55,27.49,6.59,19.97,6.4,Upgrade
5,Receivables,120.05,90.54,89.57,97.5,120.87,88.23,80.88,69.29,81.35,77.68,Upgrade
6,Inventory,103.95,99.64,74.33,65.27,83.09,114.9,96.34,78.58,78.55,94.51,Upgrade
7,Prepaid Expenses,-,1.51,-,1.28,-,1.42,-,1.18,-,1.41,Upgrade
8,Other Current Assets,106.22,112.96,100.79,118.9,110.7,124.96,115.7,127.08,163.8,178.88,Upgrade
9,Total Current Assets,488.13,472.82,446.77,467.56,500.18,517.06,470.96,554.21,696.19,466.42,Upgrade
10,"Property, Plant & Equipment",53.25,56.49,60.67,65.25,67.89,76.43,80.44,41.66,44,37.06,Upgrade
11,Long-Term Investments,0.43,0.45,0.46,0.43,0.53,0.51,0.68,0.81,0.73,-,Upgrade
12,Long-Term Deferred Tax Assets,-,-,-,-,0,0.01,0.03,0.03,0.05,0.06,Upgrade
13,Other Long-Term Assets,28.63,28.02,27.38,25.73,24.52,27.02,22.08,21.6,-,-,Upgrade
14,Total Assets,570.43,557.77,535.28,558.97,593.11,621.03,574.19,618.31,740.97,503.54,Upgrade
15,Accounts Payable,114.28,66.44,50.8,45.14,61.04,77.99,61.38,40.65,40.24,48.28,Upgrade
16,Accrued Expenses,-,19.68,-,19.52,-,13.7,-,11.76,-,-,Upgrade
17,Short-Term Debt,74.83,51.39,45.97,54.47,80.48,85.6,72.04,93.59,-,141.99,Upgrade
18,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,122.25,2.4,Upgrade
19,Current Portion of Leases,3.29,4.66,4.48,4.26,4.89,6.75,6.41,5.63,5.11,2.5,Upgrade
20,Current Income Taxes Payable,0.85,0.89,4.2,4.21,2.29,0.17,0.03,0.06,14.36,0.15,Upgrade
21,Current Unearned Revenue,7.44,5.08,4.35,5.53,9.8,12.8,6.6,12.27,10.51,11.61,Upgrade
22,Other Current Liabilities,0.05,21.67,35.24,15.7,40.48,21.98,34.16,22.89,137.22,30.22,Upgrade
