,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Market Capitalization,14409,14005,16928,20954,25686,31135,30831,27686,31616,41754,27641,27537,26710,38158,48298,57997,47269,46534,-,-,-,Upgrade
1,Market Cap Growth,-55.02%,-55.02%,-45.09%,-24.31%,-18.76%,-25.43%,11.54%,0.54%,18.37%,9.42%,-42.77%,-52.52%,-43.49%,-18.00%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,16119,15785,18563,22123,26255,31131,29941,26005,28814,39020,24042,22876,24679,36450,46589,54939,44467,47014,-,-,-,Upgrade
3,Last Close Price,16.20,14.40,17.10,24.50,27.15,37.45,40.30,34.25,41.85,57.90,38.05,43.95,46.50,77.90,98.60,118.40,96.50,95.00,-,-,-,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,112.53,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,4.77,7.67,10.04,13.91,19.03,26.10,29.56,30.35,35.01,47.84,13.33,13.47,13.77,21.83,349.15,1651.93,9304.62,-,-,-,-,Upgrade
6,PB Ratio,3.46,5.56,6.45,7.32,7.70,8.22,7.26,5.97,5.91,7.42,4.76,4.32,3.81,9.02,-,16.40,11.08,10.90,-,-,-,Upgrade
7,P/TBV Ratio,5.91,5.91,6.87,7.74,8.08,8.58,7.37,6.05,5.99,7.50,4.80,4.33,3.85,9.05,-,16.46,11.10,10.92,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-88.45,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,117.92,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,8.83,8.65,11.01,14.68,19.45,26.09,28.70,28.51,31.91,44.70,11.60,11.19,12.73,20.85,336.80,1564.82,8753.04,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,166.42,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,244.19,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-84.49,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.07,1.07,1.07,0.90,0.55,0.37,0.20,0.16,0.03,0.03,0.01,0.02,0.01,0.03,-,0.04,0.05,0.05,0.05,2.30,1.30,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.29,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,-,0.33,0.29,0.24,0.23,0.24,0.18,0.12,0.14,0.15,0.13,0.11,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,-,-,0.40,0.52,0.40,0.44,0.41,0.47,0.18,0.40,0.55,0.84,1.33,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,-,-,0.80,0.88,0.89,1.08,1.55,2.09,2.24,2.84,4.64,5.86,6.61,2.92,-,3.63,-,6.51,6.51,0.26,0.62,Upgrade
20,Current Ratio,-,-,1.36,1.52,1.72,1.98,2.81,3.23,3.25,3.66,5.92,7.10,7.48,3.73,-,4.50,-,6.90,6.90,0.38,0.73,Upgrade
21,Return on Equity (ROE),-66.95%,-46.25%,-60.11%,-42.84%,-52.01%,-31.73%,-33.83%,-26.81%,-24.25%,-14.87%,-14.56%,-25.18%,-,-,-31.78%,-20.53%,-24.93%,-46.48%,-180.25%,-,Upgrade,
22,Return on Assets (ROA),-,-12.19%,-18.87%,-15.21%,-22.14%,-13.90%,-16.50%,-14.19%,-18.52%,-9.27%,-9.10%,-13.85%,-,-,-,-,-13.90%,-21.99%,-34.81%,-,Upgrade,
23,Return on Capital (ROIC),-20.91%,-14.03%,-21.53%,-17.67%,-25.90%,-16.19%,-19.32%,-16.64%,-21.22%,-10.32%,-10.08%,-15.71%,-,-,-19.74%,-13.02%,-15.10%,-24.61%,-43.38%,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,3.43%,-,-,-,-,-,-,-,Upgrade
25,Earnings Yield,-10.84%,-11.15%,-10.16%,-8.14%,-6.48%,-5.35%,-4.67%,-4.73%,-3.74%,-2.70%,1.10%,0.98%,0.80%,0.89%,-2.28%,-1.85%,-1.96%,-1.78%,-,-,-,Upgrade
26,FCF Yield,-,-10.10%,-11.17%,-9.94%,-8.33%,-7.49%,-8.08%,-7.25%,-5.45%,-3.56%,-2.59%,-2.18%,-1.13%,-3.71%,-3.09%,-3.24%,-2.82%,-,-,-,Upgrade,
27,Buyback Yield / Dilution,0.38%,0.87%,-0.39%,0.51%,0.52%,3.72%,1.56%,-1.80%,-11.00%,-15.58%,-12.32%,-7.96%,-0.14%,0.91%,0.92%,-22.83%,-165.81%,-2.40%,-2.40%,-,-,Upgrade
28,Total Shareholder Return,0.38%,0.87%,-0.39%,0.51%,0.52%,3.72%,1.56%,-1.80%,-11.00%,-15.58%,-12.32%,-7.96%,-0.14%,0.91%,0.92%,-22.83%,-165.81%,-2.40%,-2.40%,-,-,Upgrade
