,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2719,1787,1391,1825,2157,2208,2170,2311,2719,2253,2011,2796,2030,2049,1979,1730,1806,1838,1617,1765,2005,Upgrade
1,Market Cap Growth,-19.08%,-19.08%,-35.88%,-20.99%,-20.66%,-1.98%,7.94%,-17.35%,33.96%,9.97%,1.61%,61.62%,12.37%,11.46%,22.38%,-1.97%,-9.89%,0.09%,-25.63%,-25.30%,1.28%,Upgrade
2,Enterprise Value,2674,1797,1456,1980,2312,2260,2423,2293,2713,2252,1848,2680,1915,2013,1996,2057,2134,2173,1931,1803,2043,Upgrade
3,Last Close Price,4.26,2.80,2.18,2.79,3.30,3.37,3.31,3.45,4.06,3.36,3.00,4.04,2.93,2.96,2.86,2.46,2.56,2.61,2.33,2.37,2.69,Upgrade
4,PE Ratio,28.45,-,24.74,-,32.65,-,-,41.07,-,42.01,43.07,-,14.43,81.25,1070.36,-37.53,-,-,-,-,-,Upgrade
5,PS Ratio,5.47,3.60,3.20,4.92,6.12,4.81,2.81,2.53,2.87,2.23,2.19,2.64,1.68,1.63,1.69,1.75,2.19,2.63,1.63,2.01,2.20,Upgrade
6,PB Ratio,1.71,1.12,0.85,1.10,1.29,1.45,1.36,1.40,1.65,1.36,1.24,1.68,1.21,1.23,1.20,1.05,1.15,1.09,0.96,1.02,1.16,Upgrade
7,P/TBV Ratio,1.17,1.17,0.89,1.16,1.36,1.68,1.57,1.61,1.89,1.55,1.43,1.85,1.34,1.39,1.37,1.20,1.31,1.24,1.09,1.16,1.31,Upgrade
8,P/FCF Ratio,-,-,-5.63,-,-,-,-,-,-39.89,-15.31,-,-,-,6.36,5.15,4.72,6.98,-12.52,-5.43,-,-,Upgrade
9,P/OCF Ratio,-,-,-5.89,-,-,-,-,-,-45.31,-15.63,-,-,-,6.19,5.05,4.64,6.81,-12.88,-5.51,-,-,Upgrade
10,EV/Sales Ratio,5.38,3.62,3.34,5.34,6.56,4.92,3.14,2.51,2.86,2.22,2.01,2.53,1.58,1.60,1.71,2.08,2.58,3.11,1.94,2.05,2.24,Upgrade
11,EV/EBITDA Ratio,-,-,-27.08,-37.72,-,-,1415.33,471.71,-,46.84,15.43,15.26,8.14,16.96,37.67,-264.69,-,77.06,14.46,14.60,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,140.11,-,-,9.31,22.62,88.10,-51.77,-,-436.77,-,20.43,-,Upgrade
13,EV/FCF Ratio,-123.58,-,-5.89,-,-,-,-,-,-39.79,-15.30,-,-,-,6.25,5.20,5.61,8.25,-14.80,-6.48,-,-,Upgrade
14,Debt / Equity Ratio,0.21,0.21,0.20,0.20,0.23,0.25,0.21,0.24,0.20,0.18,0.15,0.15,0.15,0.34,0.35,0.48,0.29,0.49,0.39,0.44,0.37,Upgrade
15,Debt / EBITDA Ratio,-,-,25.28,24.47,-,-,17.98,79.27,-,8.08,9.70,14.37,2.04,1.78,2.35,3.11,-,13.81,161.33,10.40,-,Upgrade
16,Debt / FCF Ratio,-,-,-1.35,-,-,-,-,-,-4.86,-1.98,-,-,-,1.78,1.51,2.16,1.79,-5.62,-2.22,-,-,Upgrade
17,Asset Turnover,0.29,0.26,0.19,0.13,0.16,0.13,0.14,0.29,0.65,0.37,0.20,0.38,0.44,0.49,0.36,0.39,0.31,0.26,0.16,0.22,Upgrade,
18,Inventory Turnover,0.52,0.66,0.60,0.44,0.34,0.40,0.35,0.39,0.83,1.90,1.03,0.51,0.74,0.80,1.03,0.73,0.70,0.63,0.53,0.25,0.45,Upgrade
