,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H2 2020,H1 2021,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020",+2 Quarters
0,Operating Revenue,33200,35222,34225,41451,39084,44834,39761,54099,40490,41995,Upgrade
1,Other Revenue,1508,1577,1543,1600,1527,1766,1773,1885,1826,1711,Upgrade
2,Revenue,34708,36799,35768,43051,40611,46600,41534,55984,42316,43706,Upgrade
3,Revenue Growth (YoY),-2.96%,-14.52%,-11.93%,-7.62%,-2.22%,-16.76%,-1.85%,28.09%,-20.41%,-2.38%,Upgrade
4,Cost of Revenue,26182,27730,26879,32582,30499,36060,30601,42640,31027,31958,Upgrade
5,Gross Profit,8526,9069,8889,10469,10112,10540,10933,13344,11289,11748,Upgrade
6,"Selling, General & Admin",8521,9611,9470,10223,10272,10751,10705,11199,11019,10421,Upgrade
7,Other Operating Expenses,-273,-283,-410,-401,-481,-493,-458,-520.2,-767,-375,Upgrade
8,Operating Expenses,8248,9328,9060,9822,9791,10258,10247,10679,10252,10046,Upgrade
9,Operating Income,278,-259,-171,647,321,282,686,2665,1037,1702,Upgrade
10,Interest Expense,-211,-212,-213,-220,-234,-254,-266,-265,-261,-279,Upgrade
11,Interest & Investment Income,207,223,246,211,204,222,153,149.4,85,165,Upgrade
12,Earnings From Equity Investments,-,-,-,-,-1,-1,-,-2.4,-5,-,Upgrade
13,EBT Excluding Unusual Items,274,-248,-138,638,290,249,573,2547,856,1588,Upgrade
14,Impairment of Goodwill,-,-140,-,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,61,83,63,85,94,80,140,131,153,81,Upgrade
16,Gain (Loss) on Sale of Assets,80,127,27,-24,23,-35,-62,0.2,10,-5,Upgrade
17,Asset Writedown,-5,-1062,-146,-242,-142,-1091,-357,28.8,33,-312,Upgrade
18,Pretax Income,410,-1240,-194,457,265,-797,294,2707,1052,1352,Upgrade
19,Income Tax Expense,224,50,184,292,352,141,182,595.4,197,447,Upgrade
20,Earnings From Continuing Operations,186,-1290,-378,165,-87,-938,112,2112,855,905,Upgrade
21,Minority Interest in Earnings,20,44,19,13,18,82,5,-87.2,-45,-72,Upgrade
22,Net Income,206,-1246,-359,178,-69,-856,117,2025,810,833,Upgrade
23,Net Income to Common,206,-1246,-359,178,-69,-856,117,2025,810,833,Upgrade
24,Net Income Growth,-,-,-,-,-,-,-85.56%,143.05%,-60.72%,-22.00%,Upgrade
25,Shares Outstanding (Basic),9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,Upgrade
26,Shares Outstanding (Diluted),9540,9540,9540,9540,9540,9540,9540,9540,9540,9540,Upgrade
27,EPS (Basic),0.02,-0.13,-0.04,0.02,-0.01,-0.09,0.01,0.21,0.08,0.09,Upgrade
28,EPS (Diluted),0.02,-0.13,-0.04,0.02,-0.01,-0.09,0.01,0.21,0.08,0.09,Upgrade
29,EPS Growth,-,-,-,-,-,-,-85.56%,143.05%,-60.72%,-22.00%,Upgrade
30,Free Cash Flow,-641,-1875,2801,1175,3127,419,3158,4336,-,5283,Upgrade
31,Free Cash Flow Per Share,-0.07,-0.20,0.29,0.12,0.33,0.04,0.33,0.45,-,0.55,Upgrade
32,Dividend Per Share,0.153,-,-,-,-,-,-,-,-,-,Upgrade
33,Operating Margin,0.80%,-0.70%,-0.48%,1.50%,0.79%,0.61%,1.65%,4.76%,2.45%,3.89%,Upgrade
34,Profit Margin,0.59%,-3.39%,-1.00%,0.41%,-0.17%,-1.84%,0.28%,3.62%,1.91%,1.91%,Upgrade
35,Free Cash Flow Margin,-1.85%,-5.10%,7.83%,2.73%,7.70%,0.90%,7.60%,7.75%,-,12.09%,Upgrade
36,EBITDA,1852,71,1582,1139,2107,878,2699,3332,2596,3806,Upgrade
37,D&A For EBITDA,1574,330,1753,492,1786,596,2013,667.2,1559,2104,Upgrade
38,EBIT,278,-259,-171,647,321,282,686,2665,1037,1702,Upgrade
39,Revenue as Reported,34708,-,35768,-,40611,46600,41534,55984,42316,43706,Upgrade
