,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H2 2020,H1 2021,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020",+2 Quarters
0,Market Capitalization,18316,17076,14882,15836,30050,16027,27188,34343,60673,75173,81564,Upgrade
1,Market Cap Growth,7.83%,7.83%,-50.48%,-1.19%,10.53%,-53.33%,-55.19%,-54.31%,-25.61%,-40.48%,-9.52%,Upgrade
2,Enterprise Value,11960,8780,2302,3508,16911,3461,14292,21963,51175,67755,74147,Upgrade
3,Last Close Price,1.92,1.67,1.43,1.52,2.83,1.51,2.50,3.16,5.43,6.73,7.31,Upgrade
4,PE Ratio,-,-14.82,-,-,241.24,-,-,13.27,18.04,38.53,24.69,Upgrade
5,Forward PE,26.72,37.37,43.13,33.19,54.37,46.42,17.06,29.60,29.60,29.60,29.60,Upgrade
6,PS Ratio,0.23,0.22,0.19,0.19,0.31,0.17,0.25,0.29,0.52,0.74,0.74,Upgrade
7,PB Ratio,0.77,0.71,0.63,0.63,1.09,0.59,0.88,1.06,1.84,2.33,-,Upgrade
8,P/TBV Ratio,0.72,0.72,0.64,0.65,1.13,0.62,0.93,1.13,1.96,2.50,-,Upgrade
9,P/FCF Ratio,-,-,-,3.71,6.11,4.10,6.15,3.79,11.79,-,6.94,Upgrade
10,P/OCF Ratio,-,-,-,3.71,6.11,4.10,6.15,3.79,11.79,-,6.49,Upgrade
11,PEG Ratio,2.65,2.65,2.65,0.84,-,-,-,2.84,2.84,2.84,2.84,Upgrade
12,EV/Sales Ratio,0.15,0.11,0.03,0.04,0.18,0.04,0.13,0.19,0.44,0.66,0.67,Upgrade
13,EV/EBITDA Ratio,3.34,4.12,1.28,1.20,4.56,1.05,3.23,3.01,7.28,8.91,7.82,Upgrade
14,EV/EBIT Ratio,417.22,417.22,-,-,15.29,5.20,11.95,5.43,11.65,20.83,13.47,Upgrade
15,EV/FCF Ratio,-,-,-,0.82,3.44,0.88,3.23,2.43,9.95,-,6.31,Upgrade
16,Debt / Equity Ratio,0.43,0.43,0.38,0.36,0.32,0.30,0.29,0.29,0.29,0.29,-,Upgrade
17,Debt / FCF Ratio,-,-,-,2.13,1.79,2.07,2.06,1.05,1.86,-,-,Upgrade
18,Return on Capital Employed (ROCE),0.07%,0.07%,-,-,3.21%,1.95%,3.06%,9.84%,10.54%,7.99%,-,Upgrade
19,Earnings Yield,-6.29%,-6.75%,-11.69%,-1.23%,0.41%,-6.37%,-3.36%,7.53%,5.54%,2.60%,4.05%,Upgrade
20,FCF Yield,-16.32%,-16.32%,6.74%,26.95%,16.36%,24.41%,16.25%,26.36%,8.48%,-,14.41%,Upgrade
21,Dividend Yield,8.85%,10.18%,-,-,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,8.85%,10.18%,-,-,-,-,-,-,-,-,-,Upgrade
