,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,3859,4236,7151,2370,4971,-,-,3054,3760,3563,6082,1685,2467,2442,3606,1645,2394,2555,1628,1022,Upgrade
1,Trading Asset Securities,1506,2008,1306,1000,-,-,-,150.53,803.04,1507,302.19,1301,1202,1904,2088,1029,1025,1495,3637,1404,Upgrade
2,Cash & Short-Term Investments,5365,6244,8457,3371,4971,-,3205,3205,4563,5070,6384,2986,3669,4346,5693,2673,3419,4050,5265,2426,Upgrade
3,Cash Growth,7.92%,-,163.90%,5.18%,8.95%,-,-49.80%,7.33%,24.38%,16.65%,12.13%,11.69%,7.31%,7.30%,8.14%,10.22%,323.75%,41.53%,219.63%,673.64%,Upgrade
4,Accounts Receivable,10.43,3.23,-,10.91,0.06,-,-,-,-,0.02,0.2,-,17.07,13.06,12.91,12.91,13.3,13.17,14.18,12.91,Upgrade
5,Other Receivables,45.32,37.51,29,31.78,84.78,-,-,56.08,64.14,55.39,36.48,34.95,102.76,95.21,171.67,170.47,223.56,212.59,204.91,204.59,Upgrade
6,Receivables,55.75,42.07,29,42.69,84.84,-,-,56.08,64.14,55.4,36.68,34.95,119.83,108.27,184.59,183.38,236.86,225.76,219.08,217.5,Upgrade
7,Inventory,133.6,171.71,1120,244.77,116.1,-,-,184.86,63.54,94.65,836.26,179.81,86.08,184.69,655.51,212.31,176.28,209.39,491.04,217.77,Upgrade
8,Prepaid Expenses,-,170.12,-,17.4,-,-,-,16.93,-,102.57,-,13.86,-,97.04,-,13.86,-,78.66,-,14.25,Upgrade
9,Other Current Assets,80.41,34.04,121.87,23.93,57.34,-,-,9.73,62.56,19.19,331.83,23.52,76.79,28.44,188.41,95.85,64.87,27.01,173.28,64.48,Upgrade
10,Total Current Assets,5635,6662,9728,3699,5230,-,-,3472,4753,5342,7589,3238,3951,4765,6722,3179,3897,4591,6148,2940,Upgrade
11,"Property, Plant & Equipment",3796,3642,3658,3724,3524,-,-,3373,3263,3165,3220,3277,3301,3225,3269,3314,3232,3147,3180,3237,Upgrade
