,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,77389,81172,69970,80415,82486,91347,97624,109344,108140,115932,155003,122444,159187,153520,134566,108093,141002,97553,87814,106574,123415,Upgrade
1,Market Cap Growth,-11.14%,-11.14%,-28.33%,-26.46%,-23.72%,-21.21%,-37.02%,-10.70%,-32.07%,-24.48%,15.19%,13.28%,12.90%,57.37%,53.24%,1.42%,14.25%,-18.25%,-23.35%,-15.55%,14.52%,Upgrade
2,Enterprise Value,77758,70713,69026,61547,66650,71244,87524,90037,95165,106742,147739,114346,151368,148480,130352,94563,131798,89184,81538,89220,111894,Upgrade
3,Last Close Price,3.24,3.05,2.72,3.06,3.46,3.68,4.39,4.45,4.73,5.03,6.75,5.67,6.67,5.96,6.00,5.47,7.23,5.41,4.66,6.34,7.90,Upgrade
4,PE Ratio,1831.09,-,21.86,18.05,-,18.86,17.11,14.51,11.86,10.39,15.12,12.42,17.68,20.34,14.01,11.09,19.90,16.18,19.93,24.60,16.67,Upgrade
5,Forward PE,16.65,10.46,5.09,4.51,5.11,5.15,4.95,4.81,4.50,4.89,6.92,6.35,7.40,6.84,7.16,7.14,9.30,7.94,6.95,10.44,9.38,Upgrade
6,PS Ratio,0.32,0.69,0.57,0.59,0.58,0.66,0.73,0.84,0.87,1.05,1.47,1.20,1.71,1.68,1.55,1.33,1.88,1.43,1.40,1.73,1.85,Upgrade
7,PB Ratio,0.37,0.60,0.52,0.59,0.60,0.68,0.73,0.77,0.78,1.01,1.29,0.98,1.40,1.41,1.24,1.02,1.37,1.00,0.96,1.18,1.34,Upgrade
8,P/TBV Ratio,0.77,0.77,0.67,0.76,0.78,0.86,0.92,0.98,0.99,1.24,1.58,1.21,1.73,1.76,1.54,1.26,1.69,1.24,1.20,1.43,1.61,Upgrade
9,P/FCF Ratio,-,-,-28.23,-,-,-8.29,-,-,-,-14.92,-,-,-,-,-,-,-12.53,-,-,-,-10.53,Upgrade
10,P/OCF Ratio,19.87,-,6.98,-,11.13,125.41,1029.54,-,-,-368.51,-,-,-23.20,-44.96,-,-,-41.12,-,-23.68,-,-289.89,Upgrade
11,PEG Ratio,-,-,0.78,-,-,-,0.75,0.43,0.26,0.28,0.35,0.37,0.51,0.41,0.41,0.40,0.74,0.55,6.30,6.30,28.98,Upgrade
12,EV/Sales Ratio,0.66,0.60,0.56,0.46,0.47,0.52,0.66,0.69,0.76,0.96,1.40,1.12,1.63,1.63,1.50,1.17,1.76,1.31,1.30,1.45,1.68,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,33.09,78.07,-,68.17,300.24,275.95,323.93,-,-393.31,-234.64,-124.54,-,-28.34,-,-28.98,-,Upgrade
14,EV/FCF Ratio,-9.74,-,-27.85,-,-,-6.47,-,-,-,-13.73,-,-,-,-,-,-,-11.72,-,-,-,-9.54,Upgrade
15,Debt / Equity Ratio,0.31,0.31,0.30,0.26,0.24,0.22,0.22,0.17,0.17,0.22,0.17,0.14,0.21,0.19,0.20,0.18,0.19,0.17,0.17,0.16,0.19,Upgrade
16,Debt / EBITDA Ratio,-,-,-,-,-,5.14,13.31,-,6.43,17.09,9.32,33.37,-,8.99,15.71,22.90,-,11.22,34.12,21.48,-,Upgrade
17,Debt / FCF Ratio,-,-,-16.22,-,-,-2.61,-,-,-,-3.24,-,-,-,-,-,-,-1.74,-,-,-,-1.46,Upgrade
18,Asset Turnover,0.52,0.46,0.40,0.59,0.70,0.71,0.55,0.66,0.76,0.65,0.60,0.54,0.59,0.53,0.45,0.58,0.53,0.46,0.33,0.51,Upgrade,
19,Inventory Turnover,6.46,6.03,5.18,4.63,7.90,10.33,10.11,7.65,9.37,11.28,10.36,10.23,10.05,12.71,10.61,8.75,11.02,9.92,8.30,6.19,9.96,Upgrade
20,Quick Ratio,0.69,0.69,0.96,0.75,0.90,0.88,1.14,0.88,1.15,0.80,0.99,0.82,0.93,0.86,1.02,0.92,1.04,0.97,1.07,0.98,1.07,Upgrade
21,Current Ratio,1.25,1.25,1.37,1.34,1.31,1.49,1.59,1.49,1.62,1.24,1.38,1.26,1.25,1.25,1.34,1.35,1.34,1.38,1.46,1.44,1.37,Upgrade
22,Return on Equity (ROE),-5.54%,0.40%,3.50%,-1.37%,4.98%,4.28%,4.25%,-0.20%,8.66%,11.12%,12.39%,9.21%,4.16%,8.95%,10.69%,4.57%,12.95%,10.80%,0.54%,1.41%,Upgrade,
23,Return on Assets (ROA),-1.32%,-2.51%,-1.08%,-1.75%,-0.32%,-1.77%,-2.09%,-1.49%,-1.52%,-2.07%,-1.98%,-2.97%,-1.26%,-2.14%,-1.77%,-4.15%,-1.29%,-2.18%,-1.59%,-7.95%,Upgrade,
24,Return on Capital (ROIC),-1.80%,-3.36%,-1.49%,-2.45%,-0.44%,-2.39%,-2.80%,-2.01%,-2.04%,-2.78%,-2.72%,-4.04%,-1.66%,-2.83%,-2.41%,-5.62%,-1.72%,-2.92%,-2.18%,-10.80%,Upgrade,
25,Earnings Yield,0.05%,0.05%,4.57%,5.54%,5.92%,5.30%,5.84%,6.89%,8.43%,9.63%,6.61%,8.05%,5.66%,4.92%,7.14%,9.02%,5.02%,6.18%,5.02%,4.06%,6.00%,Upgrade
26,FCF Yield,-10.31%,-9.83%,-3.54%,-14.36%,-6.48%,-12.06%,-10.45%,-12.26%,-13.97%,-6.70%,-7.44%,-9.91%,-9.12%,-7.00%,-9.14%,-8.75%,-7.98%,-7.29%,-14.22%,-9.38%,-9.50%,Upgrade
27,Dividend Yield,4.41%,-,5.14%,-,4.78%,-,5.66%,-,5.74%,-,3.99%,-,4.05%,-,4.01%,-,2.96%,-,4.24%,-,2.83%,Upgrade
28,Payout Ratio,5642.38%,-,436.93%,19.28%,-,52.43%,146.68%,21.02%,12255.79%,35.98%,70.87%,11.67%,10.75%,63.54%,84.75%,11.92%,11.76%,15.18%,73.32%,291.15%,43.78%,Upgrade
29,Buyback Yield / Dilution,-10.33%,-39.60%,-5.10%,0.81%,1.58%,-1.85%,-3.78%,1.18%,-6.22%,3.19%,-1.67%,-0.86%,2.63%,0.35%,-24.74%,13.19%,4.41%,-3.47%,18.60%,-15.17%,-4.83%,Upgrade
30,Total Shareholder Return,-5.93%,-39.60%,0.03%,0.81%,6.36%,-1.85%,1.89%,1.18%,-0.48%,3.19%,2.32%,-0.86%,6.68%,0.35%,-20.73%,13.19%,7.37%,-3.47%,22.83%,-15.17%,-2.00%,Upgrade
