,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2596,2908,1091,1103,1494,372,353,340,323,264,245,294,307,326,317,372,372,371,352,551,492,Upgrade
1,Market Cap Growth,681.91%,681.91%,209.35%,224.88%,362.72%,40.77%,44.18%,15.65%,5.29%,-19.02%,-22.82%,-21.16%,-17.63%,-12.12%,-10.04%,-32.45%,-24.31%,-48.21%,-54.74%,-42.52%,-53.58%,Upgrade
2,Enterprise Value,2441,2826,1016,-3,-265,-1308,-1308,-1308,-1272,-1287,-1277,-1356,-1364,-1110,-1119,-1010,-950,-912,-866,-986,-1320,Upgrade
3,Last Close Price,3.88,4.38,1.66,1.67,2.25,0.56,0.53,0.51,0.49,0.40,0.37,0.44,0.46,0.49,0.48,0.56,0.56,0.56,0.53,0.82,0.74,Upgrade
4,PE Ratio,2.77,3.09,-,-,3.13,2.88,2.91,3.26,3.55,3.64,5.93,8.39,9.96,-60.88,-7.34,-7.29,-,-,-,-,80.48,Upgrade
5,Forward PE,-,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,Upgrade
6,PS Ratio,5.30,5.98,2.35,2.48,3.38,0.86,0.85,0.82,0.75,0.62,0.60,0.68,0.67,0.73,0.74,0.90,0.91,0.89,0.88,1.43,1.33,Upgrade
7,PB Ratio,0.99,1.11,0.54,0.55,0.71,0.21,0.21,0.20,0.19,0.16,0.10,0.12,0.12,0.20,-,0.15,0.15,0.15,0.15,0.24,0.21,Upgrade
8,P/TBV Ratio,1.11,1.11,0.54,0.55,0.71,0.21,0.21,0.20,0.19,0.16,0.10,0.12,0.12,0.20,-,0.15,0.15,0.15,0.15,0.24,0.21,Upgrade
9,P/FCF Ratio,15.86,-,4.61,7.19,10.54,4.01,7.68,3.57,2.54,-,1.10,1.71,2.05,2.20,2.52,3.01,2.80,2.74,2.82,5.55,7.07,Upgrade
10,P/OCF Ratio,16.69,-,4.61,7.20,10.67,3.62,6.04,3.15,2.26,-,1.13,1.76,2.14,2.14,2.25,2.56,2.39,2.48,2.55,4.95,5.64,Upgrade
11,PEG Ratio,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,Upgrade
12,EV/Sales Ratio,5.02,5.81,2.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/EBITDA Ratio,2.16,2.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,EV/EBIT Ratio,2.18,2.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,EV/FCF Ratio,14.92,-,4.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
17,Debt / EBITDA Ratio,0.01,0.00,-,-,0.02,0.08,0.09,0.11,0.12,0.21,0.13,0.18,0.15,0.01,-,0.02,0.03,0.06,0.07,0.06,0.06,Upgrade
18,Debt / FCF Ratio,0.08,-,0.06,0.17,0.20,0.15,0.31,0.16,0.14,-,0.09,0.16,0.16,0.01,-,0.03,0.03,0.04,0.07,0.09,0.15,Upgrade
19,Asset Turnover,0.22,0.19,0.18,0.20,0.21,0.21,0.21,0.21,0.18,0.16,0.16,0.19,-,-,0.17,0.15,0.13,0.14,0.16,0.16,Upgrade,
20,Quick Ratio,0.53,0.53,0.37,0.39,3.35,5.24,4.96,4.81,4.70,4.70,4.53,4.61,4.96,5.01,-,4.62,4.38,4.16,4.30,4.14,5.16,Upgrade
21,Current Ratio,7.52,7.52,5.59,5.80,6.77,5.58,5.16,4.97,4.86,4.74,4.66,4.71,5.08,5.05,-,4.74,4.51,4.21,6.93,6.70,6.38,Upgrade
22,Return on Equity (ROE),125.01%,-15.62%,-14.20%,79.50%,8.08%,7.57%,7.13%,7.83%,6.20%,2.51%,1.98%,3.14%,-,-,1.02%,-3.16%,-5.88%,-0.21%,-4.83%,2.25%,Upgrade,
23,Return on Assets (ROA),80.81%,-11.80%,-7.60%,46.31%,4.18%,4.49%,3.98%,4.16%,1.68%,2.91%,2.97%,3.67%,-,-,4.17%,2.98%,1.04%,2.58%,3.39%,3.41%,Upgrade,
24,Return on Capital (ROIC),95.93%,-13.95%,-9.05%,55.27%,5.01%,5.41%,4.81%,5.04%,1.97%,3.33%,3.38%,4.28%,-,-,4.72%,3.38%,1.18%,2.92%,3.84%,3.86%,Upgrade,
25,Return on Capital Employed (ROCE),40.13%,40.13%,-,-,24.30%,7.79%,6.79%,6.52%,6.76%,6.76%,4.82%,5.36%,6.01%,9.02%,-,4.93%,4.65%,4.85%,5.00%,4.84%,4.34%,Upgrade
26,Earnings Yield,36.23%,32.34%,24.81%,33.69%,31.94%,34.71%,34.35%,30.69%,28.20%,27.47%,16.85%,11.92%,10.04%,-1.64%,-13.62%,-13.72%,-23.30%,-14.43%,-20.40%,-8.54%,1.24%,Upgrade
27,FCF Yield,6.31%,5.63%,21.69%,13.92%,9.49%,24.92%,13.02%,28.05%,39.42%,53.44%,91.02%,58.65%,48.88%,45.51%,39.71%,33.21%,35.75%,36.47%,35.42%,18.03%,14.15%,Upgrade
28,Dividend Yield,2.74%,2.43%,-,-,-,6.65%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Payout Ratio,2.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Buyback Yield / Dilution,0.24%,1.13%,1.07%,0.76%,-0.28%,-1.57%,-1.41%,-1.38%,-1.37%,-1.71%,-0.66%,-0.44%,-0.15%,0.22%,0.58%,0.64%,0.66%,1.01%,1.02%,1.11%,1.19%,Upgrade
31,Total Shareholder Return,2.99%,3.55%,1.07%,0.76%,-0.28%,5.08%,-1.41%,-1.38%,-1.37%,-1.71%,-0.66%,-0.44%,-0.15%,0.22%,0.58%,0.64%,0.66%,1.01%,1.02%,1.11%,1.19%,Upgrade
