,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,2104597,2104597,1763436,1763436,1656693,2104666,1995154,1334729,1510001,2020565,1981934,1259846,1363109,1709682,1459968,910848,954932,1689969,1066502,773216,Upgrade
1,Revenue Growth (YoY),27.04%,-0.00%,-11.61%,32.12%,9.71%,4.16%,0.67%,5.94%,10.78%,18.18%,35.75%,38.32%,42.74%,1.17%,36.89%,17.80%,-8.57%,10.71%,-13.64%,-4.12%,Upgrade
2,Cost of Revenue,1796412,1796412,1482842,1482842,1400790,1814589,1757032,1142592,1279336,1721049,1670193,1102280,1198095,1469249,1261211,799865,815559,1468661,892756,628108,Upgrade
3,Gross Profit,308185,308185,280594,280594,255903,290077,238122,192137,230664,299516,311741,157565,165014,240433,198757,110983,139373,221308,173746,145108,Upgrade
4,"Selling, General & Admin",140942,140942,123621,123621,115310,138040,116660,94666,97025,131392,123853,94282,51507,113482,88471,59722,82014,111342,93020,82023,Upgrade
5,Operating Expenses,140942,140942,123621,123621,115310,138040,116660,94666,97025,131392,123853,94282,51507,113482,88471,59722,82014,111342,93020,82023,Upgrade
6,Operating Income,167243,167243,156973,156973,140593,152037,121463,97471,133640,168125,187888,63284,113507,126951,110286,51261,57359,109966,80725,63085,Upgrade
7,Interest Expense,-59762,-59762,-48245,-48245,-71150,-68115,-60569,-56270,-96041,-58583,-43997,-33990,-61735,-38405,-37313,-30642,-33373,-34968,-31890,-28343,Upgrade
8,Interest & Investment Income,43920,43920,20008,20008,-,28824,29692,23140,-,32990,16468,21998,-,24417,9058,7849,8276,12583,5005,5313,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-,880.18,-,-,-,4658,-,-,-,23370,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-37125,-37125,-48580,-48580,-10152,-27342,-21169,-10995,31279,-13026,-51984,-5320,3520,-10057,-8810,-1774,-4308,-9295,-13594,-47.77,Upgrade
11,EBT Excluding Unusual Items,114276,114276,80157,80157,60172,85403,69416,53345,73535,129506,108376,45971,78662,102907,73220,26694,27954,78286,40246,40007,Upgrade
12,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-1370,-,-,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,301.98,-,-,-,1130,-,-,-,205.5,-,-,-,-,-,-,-,Upgrade
14,Pretax Income,114276,114276,80157,80157,60474,85403,69416,53345,74666,129506,108376,45971,77497,102907,73220,26694,27954,78286,40246,40007,Upgrade
15,Income Tax Expense,21345,21345,15222,15222,11948,15911,14494,9703,13037,23334,21507,7599,13994,17664,12195,4604,4777,13315,8136,6417,Upgrade
16,Earnings From Continuing Operations,92930,92930,64934,64934,48526,69492,54923,43642,61628,106172,86868,38372,63504,85243,61025,22090,23177,64971,32111,33590,Upgrade
17,Minority Interest in Earnings,-,-,-,-,-1813,-,-,-,-98.2,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Net Income,92930,92930,64934,64934,46712,69492,54923,43642,61530,106172,86868,38372,63504,85243,61025,22090,23177,64971,32111,33590,Upgrade
19,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,7015,-,-,-,60740,-,-,-,-,-,-,-,Upgrade
