,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,644563,644563,208067,208067,283755,465519,348918,360397,512492,560297,6412,32134,13512,50219,47880,-,175240,291320,129572,217266,Upgrade
1,Short-Term Investments,60000,60000,45000,45000,15000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,704563,704563,253067,253067,298755,465519,348918,360397,512492,560297,6412,32134,13512,50219,47880,-,175240,291320,129572,217266,Upgrade
3,Cash Growth,135.83%,51.35%,-27.47%,-29.78%,-41.71%,-16.92%,5342.01%,1021.55%,3692.75%,1015.70%,-86.61%,-,-92.29%,-82.76%,-63.05%,-,-40.01%,1370.97%,-,-,Upgrade
4,Accounts Receivable,685909,685909,1064837,1064837,696326,794487,835693,583274,468262,485368,1064728,506724,582941,762928,861952,-,352743,757028,598338,297208,Upgrade
5,Other Receivables,69017,69017,67304,67304,42159,103511,98016,265115,25000,117358,113729,176362,15559,98191,119254,-,42335,40458,127826,199044,Upgrade
6,Receivables,754926,754926,1132141,1132141,738484,897997,933709,848389,493262,602726,1178456,683085,598501,861119,981205,-,395078,797485,726163,496252,Upgrade
7,Inventory,1060420,1060420,1343867,1343867,1038743,839268,1350451,1516262,1279994,957182,1345677,1322292,1159324,916820,1273443,-,1006650,867538,1326843,1123994,Upgrade
8,Prepaid Expenses,26981,26981,26427,26427,25415,21784,26377,24546,25548,18721,27248,22746,19829,16615,40728,-,19111,16079,21699,24392,Upgrade
9,Other Current Assets,73112,73112,174920,174920,158448,176589,117090,155555,296206,238380,245450,200504,234606,149931,101923,-,76565,98166,72892,58324,Upgrade
10,Total Current Assets,2620002,2620002,2930422,2930422,2259845,2401156,2776545,2905148,2607502,2377306,2803242,2260760,2025771,1994704,2445179,-,1672644,2070589,2277169,1920229,Upgrade
11,"Property, Plant & Equipment",2380132,2380132,2196269,2196269,2305211,2421330,2216162,2512769,2474969,2335908,2280782,2202967,2148180,2024651,1886728,-,1693715,1587245,1453172,1339198,Upgrade
12,Long-Term Investments,140000,140000,140000,140000,-,-,-,-,-,140000,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Other Intangible Assets,156325,156325,158711,158711,161940,146299,123667,31081,21411,22162,22926,23692,24498,24675,25495,-,26726,24706,25423,23142,Upgrade
14,Long-Term Deferred Tax Assets,1119,1119,1119,1119,-,370.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,514857,514857,467901,467901,503419,420645,522974,176542,187962,184382,177466,162381,168926,141129,146214,-,160035,154081,135248,142538,Upgrade
16,Total Assets,5812435,5812435,5894421,5894421,5230414,5389800,5639349,5625540,5291844,5059757,5284416,4649800,4367375,4185159,4503616,-,3553120,3836621,3891012,3425107,Upgrade
17,Accounts Payable,776663,776663,872162,872162,476692,619002,770825,826831,658439,381600,856284,697480,700211,425386,649672,-,405133,401434,473898,284417,Upgrade
18,Accrued Expenses,305000,305000,169819,169819,174626,197929,159454,211722,209134,233638,168191,86950,79200,83021,77673,-,89542,101719,106258,68968,Upgrade
19,Short-Term Debt,1606743,1606743,2190465,2190465,1819310,1890287,2245363,2116772,1961007,1660519,1899525,1831171,1621710,1622006,1942070,-,1195824,1429041,1658528,1410973,Upgrade
20,Current Income Taxes Payable,31551,31551,28872,28872,21538,36447,30522,14312,15664,47532,28419,11022,12919,34076,19177,-,10566,24516,27810,19842,Upgrade
21,Current Unearned Revenue,1947,1947,2822,2822,3890,5403,1796,3049,4379,5321,1286,2578,4088,-,1145,-,-,-,-,-,Upgrade
22,Other Current Liabilities,23724,23724,30919,30919,49076,67768,36611,61443,75883,31034,24535,28180,28869,46372,35091,-,47179,42844,48478,33489,Upgrade
