,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+10 Quarters
0,Market Capitalization,776,520,256,264,424,656,328,496,440,216,340,336,320,264,188,183,160,144,176,348,352,Upgrade
1,Market Cap Growth,-20.73%,-20.73%,-21.95%,-46.77%,-3.64%,203.70%,-3.53%,47.62%,37.50%,-18.18%,80.85%,83.41%,100.00%,83.33%,6.82%,-47.36%,-54.55%,-67.27%,-55.10%,-16.35%,-20.00%,Upgrade
2,Enterprise Value,813,528,264,285,445,694,366,550,494,291,415,396,380,321,245,196,173,131,163,351,355,Upgrade
3,Last Close Price,0.97,0.65,0.32,0.33,0.53,0.82,0.41,0.62,0.55,0.27,0.42,0.42,0.40,0.33,0.23,0.23,0.20,0.18,0.22,0.43,0.44,Upgrade
4,PE Ratio,13.94,9.34,5.37,6.48,11.97,41.36,19.72,30.30,-22.85,-13.06,-26.36,-,43.56,-94.15,-11.03,-,-,-,-,-,-,Upgrade
5,PS Ratio,2.20,1.48,0.79,0.88,1.51,2.65,1.36,2.18,2.78,1.31,1.99,1.87,1.61,1.67,1.62,2.23,2.13,2.01,2.19,3.85,3.34,Upgrade
6,PB Ratio,10.12,6.78,3.34,4.38,7.04,31.24,16.82,25.43,85.62,42.03,108.56,107.28,-,12.18,15.79,15.38,-,5.88,4.53,8.95,-,Upgrade
7,P/TBV Ratio,6.78,6.78,3.34,4.38,7.04,31.24,16.82,25.43,85.62,42.03,108.56,107.28,-,12.18,15.79,15.38,-,5.88,4.53,8.95,-,Upgrade
8,P/FCF Ratio,13.01,8.12,6.18,14.07,45.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
