,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,2247,2295,2227,1942,1360,1076,984.85,1234,1442,2007,Upgrade
1,Short-Term Investments,267.26,167.75,43.89,33.47,47.33,285.68,332.01,-,225.5,8.46,Upgrade
2,Trading Asset Securities,890.58,776.5,760.94,487.88,564.56,965.97,572.34,982.93,639.34,417.58,Upgrade
3,Cash & Short-Term Investments,3405,3240,3031,2464,1972,2327,1889,2217,2307,2433,Upgrade
4,Cash Growth,12.32%,31.50%,53.71%,5.86%,4.40%,4.98%,-18.12%,-8.89%,6.65%,14.81%,Upgrade
5,Accounts Receivable,142.77,152.59,134.61,148.9,133.31,112.93,88.05,63.27,44.13,56.48,Upgrade
6,Other Receivables,10.14,46.61,120.69,207.34,20.85,24.57,12.84,13.32,20.14,22.15,Upgrade
7,Receivables,165.1,211.38,267.5,416.43,214.35,139.65,157.69,83.54,71.72,87.58,Upgrade
8,Inventory,566.31,557.99,564.07,558.96,555.82,544.49,510.59,502.26,478.93,481.06,Upgrade
9,Other Current Assets,111.48,24.47,27.02,17.71,273.03,24.56,20.06,29.97,19.34,18.89,Upgrade
10,Total Current Assets,4248,4034,3890,3457,3015,3036,2578,2833,2877,3021,Upgrade
11,"Property, Plant & Equipment",646.3,659.8,672.04,688.57,699.04,697.76,714.77,694.39,764.94,671.85,Upgrade
12,Long-Term Investments,252.16,245.18,82.91,171.82,175.99,234.11,545.4,89.57,74.47,74.6,Upgrade
13,Goodwill,1091,1129,1129,1091,1091,1049,860.64,860.64,507.76,441.58,Upgrade
14,Other Intangible Assets,306.38,309.77,268.94,273.61,272.7,266.34,179.45,182.63,129.36,126.14,Upgrade
15,Long-Term Deferred Tax Assets,99.59,92.87,89.08,81.29,80.94,76.63,61.54,57.87,60.09,54.45,Upgrade
16,Other Long-Term Assets,2165,2198,2207,2053,2061,2046,2005,1960,1623,1596,Upgrade
17,Total Assets,8809,8668,8339,7816,7397,7405,6944,6678,6037,5986,Upgrade
18,Accounts Payable,303.96,306.83,310.6,308.55,271.35,281.75,229.33,245.33,201.07,199.66,Upgrade
19,Accrued Expenses,128.18,197.9,188.2,210.72,127.6,211.02,164.75,211.06,110.83,183.98,Upgrade
20,Short-Term Debt,229.86,229.44,28.77,32.96,25.77,27.18,30.36,35.92,41.12,43.94,Upgrade
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,18.86,13.86,40,22.5,Upgrade
22,Current Portion of Leases,22.84,23.16,22.94,25.24,16.08,17.28,20.53,21.21,20.61,19.63,Upgrade
23,Current Income Taxes Payable,185.79,205.44,199.02,179.94,138.45,202.88,159.53,160.28,130.79,134.67,Upgrade
24,Current Unearned Revenue,129.32,126.14,142.33,118.42,111.27,104.56,116.22,82.83,92.41,59.85,Upgrade
25,Other Current Liabilities,148.32,169.28,167.93,158.3,252.16,236.52,123.11,165.41,157.81,202.13,Upgrade
26,Total Current Liabilities,1148,1258,1060,1034,942.68,1081,862.7,935.9,794.66,866.36,Upgrade
27,Long-Term Debt,-,-,-,-,-,-,-,-,12.36,19.86,Upgrade
28,Long-Term Leases,31.69,29.22,31.63,39.46,40.08,44.14,41.65,51.77,57.31,63.11,Upgrade
29,Long-Term Unearned Revenue,515.77,494.43,485.31,456.24,459.85,434.02,401.54,377.04,345.8,335.84,Upgrade
30,Long-Term Deferred Tax Liabilities,238.19,216.14,184.68,134.22,136.91,137.07,137.32,138.4,101.44,93.89,Upgrade
31,Other Long-Term Liabilities,95.71,95.95,49.83,37.85,37.03,36.71,32.99,32.99,21.39,21.35,Upgrade
32,Total Liabilities,2030,2094,1811,1702,1617,1733,1476,1536,1333,1400,Upgrade
33,Common Stock,142.15,142.15,142.15,142.15,142.18,142.18,142.18,141.51,140.26,137.75,Upgrade
34,Additional Paid-In Capital,525.91,671.15,864.06,1026,1147,1258,1371,1425,1396,1283,Upgrade
35,Retained Earnings,5673,225.25,205.96,205.96,4185,193.1,3571,3204,2831,2584,Upgrade
36,Treasury Stock,-244.31,-247.36,-251.42,-254.83,-257.33,-259.67,-190.07,-190.07,-190.07,-,Upgrade
37,Comprehensive Income & Other,-26.54,5129,4821,4356,-20.37,3710,-21.33,-12.22,4.45,37.93,Upgrade
38,Total Common Equity,6070,5920,5782,5476,5197,5043,4873,4568,4182,4043,Upgrade
39,Minority Interest,709.32,653.81,746.23,638.25,583.58,628.88,594.8,574.21,521.85,542.14,Upgrade
40,Shareholders' Equity,6779,6574,6528,6114,5780,5672,5468,5142,4704,4585,Upgrade
41,Total Liabilities & Equity,8809,8668,8339,7816,7397,7405,6944,6678,6037,5986,Upgrade
