,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Jan '21 Jan 1, 2021","Jun '20 Jun 30, 2020","Jan '20 Jan 1, 2020"
0,Cash & Equivalents,560.43,1118,706.21,1034,392.06,664.31,165.15,732.4,441.48,701.82
1,Short-Term Investments,-,-,-,-,-,-,-,-,1.75,-
2,Trading Asset Securities,-,-,-,-,-,-,50,50.07,50.76,-
3,Accounts Receivable,214.17,210.6,239.09,229.19,334.51,356.22,395.84,617.27,438.37,511.24
4,Other Receivables,14.21,19.88,9.1,17.69,6.69,6.94,1.5,1.42,7.61,167.58
5,Inventory,7.15,6.71,9.9,7.49,16.18,30.38,11.44,11.84,13.73,27.93
6,Prepaid Expenses,11.8,13.5,1.66,3.17,3.86,5.6,-,-,-,0
7,Other Current Assets,211.7,573.77,135.93,601.52,318.49,520.57,40.02,454.17,18.43,391.5
8,Total Current Assets,1019,1942,1102,1893,1072,1584,663.95,1867,972.13,1800
9,"Property, Plant & Equipment",886.58,921.5,936.2,1002,993.04,1062,1067,1131,872.67,1285
10,Goodwill,74.85,74.85,74.85,74.85,167.11,-,167.11,167.11,-,167.11
11,Other Intangible Assets,16.48,14.61,14.16,14.69,14.95,14.96,4,3.96,3.62,17.01
12,Long-Term Investments,-,-,-,-,-,-,-,-,-,110.23
13,Long-Term Deferred Tax Assets,50.34,53.48,59.02,53.26,64.18,57.62,39.39,44.31,23.35,28.13
14,Long-Term Deferred Charges,0.04,0.05,0.24,0.51,0.92,76.2,3.51,6.07,-,8.77
15,Other Long-Term Assets,-,-,0.01,0.03,7.43,7.51,7.94,7.87,1.55,8.23
16,Total Assets,2048,3007,2186,3039,2319,2802,1953,3227,1873,3424
17,Accounts Payable,228.92,380.72,129.52,199.67,171.12,232.18,183.53,364.53,186.71,477.86
18,Accrued Expenses,46.16,127.13,40.94,129.28,48.87,145.01,11,221.27,27.2,65.63
19,Short-Term Debt,35,-,304.28,234,378.99,-,2.62,-,80.76,10.71
20,Current Unearned Revenue,467.57,1382,545,1411,548.3,1411,569.7,1453,99.85,1366
21,Current Portion of Leases,2.69,2.73,0.48,0.48,0.98,0.98,0.76,1.21,0.72,1.35
22,Current Income Taxes Payable,2.13,0.28,15.61,19.28,45.15,24.84,31.95,43.26,28.52,38.9
23,Other Current Liabilities,11.87,9.33,44.03,13.86,52.29,7.13,80.12,139.13,106.64,31.61
24,Total Current Liabilities,794.33,1902,1080,2007,1246,1821,879.68,2222,530.41,1992
25,Long-Term Debt,-,-,-,-,-,-,-,-,-,46.71
26,Long-Term Leases,6.55,6.4,-,-,0.49,0.48,0.71,1.84,1.06,1.28
27,Long-Term Unearned Revenue,37.57,39.77,41.98,44.19,46.4,48.6,53.13,53.02,472.44,54.84
28,Pension & Post-Retirement Benefits,31.34,31.34,-,29.23,-,28.07,-,25.69,9.59,-
29,Long-Term Deferred Tax Liabilities,29.69,33.5,37.35,41.26,45.04,49.17,39.14,57.6,9.14,38.03
30,Other Long-Term Liabilities,10.26,4.03,32.34,4.9,30.84,6.37,30.31,9.47,-,27.29
31,Total Liabilities,909.74,2017,1192,2127,1368,1954,1003,2370,1023,2160
32,Common Stock,466.7,466.7,466.7,466.7,466.7,466.7,466.7,466.7,466.7,466.7
33,Additional Paid-In Capital,25.64,25.64,-,25.64,68.37,22.6,-,68.37,-,512.68
34,Retained Earnings,648.44,500.3,504.26,421.34,394.33,360.35,386.76,309.55,230.88,231.5
35,Treasury Stock,-,-,-,-,-,-1.63,-,-,-,-
36,Comprehensive Income & Other,-2.79,-2.79,23.86,-1.79,21.55,-,96.32,12.47,153.11,53.55
37,Shareholders' Equity,1138,989.85,994.82,911.9,950.95,848.02,949.78,857.09,850.69,1264
38,Total Liabilities & Equity,2048,3007,2186,3039,2319,2802,1953,3227,1873,3424
39,Total Debt,44.24,9.13,304.76,234.48,380.46,1.45,4.09,3.05,82.54,60.05
40,Net Cash (Debt),516.19,1109,401.45,799.96,11.6,662.86,211.06,779.43,411.45,641.76
41,Net Cash Growth,28.58%,38.57%,3360.65%,20.68%,-94.50%,-14.96%,-48.70%,21.45%,350.41%,-
42,Net Cash Per Share,1.11,2.39,0.86,1.78,0.02,1.39,0.45,1.71,0.88,1.54
43,Filing Date Shares Outstanding,466.7,466.7,466.7,466.7,466.7,466.7,466.7,466.7,466.7,466.7
44,Total Common Shares Outstanding,466.7,466.7,466.7,466.7,466.7,466.7,466.7,466.7,466.7,466.7
45,Working Capital,225.13,40.39,22.01,-114,-173.9,-237.44,-215.73,-355.22,441.72,-191.82
46,Book Value Per Share,2.44,2.12,2.13,1.95,2.04,1.82,2.04,1.84,1.82,2.71
47,Tangible Book Value,1047,900.39,905.82,822.37,768.89,833.06,778.67,686.01,847.07,1080
48,Tangible Book Value Per Share,2.24,1.93,1.94,1.76,1.65,1.78,1.67,1.47,1.82,2.31
49,Machinery,-,2720,-,2693,-,2626,-,2546,-,2590
50,Construction In Progress,-,15.3,-,16.64,-,14.32,-,34.51,-,9.11
