,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Jan '21 Jan 1, 2021","Jun '20 Jun 30, 2020","Jan '20 Jan 1, 2020"
0,Operating Revenue,906.63,796.06,898.35,767.16,887.54,761.79,878.92,1259,629.6,897.24
1,Other Revenue,-,-,-,-,-,8.89,-,8.65,-,1.48
2,Revenue,906.63,796.06,898.35,767.16,887.54,770.68,878.92,1267,629.6,898.72
3,Revenue Growth (YoY),0.92%,3.77%,1.22%,-0.46%,0.98%,-39.19%,39.60%,41.02%,-4.99%,-
4,Operations & Maintenance,-,0.62,-,0.76,-,4.59,-,5.62,-,6.87
5,"Selling, General & Admin",43.23,58.89,42.84,58.63,41.58,63.29,48.76,72.3,44.36,55.65
6,Provision for Bad Debts,5.69,-15.81,19.25,-8.8,-7.03,55.45,-1.9,10.81,0.59,10.21
7,Other Operating Expenses,684.66,768.82,664.25,661.08,755.51,647.93,672.3,1095,476.76,744.63
8,Total Operating Expenses,734.39,814.08,727.1,712.96,790.72,772.43,720.05,1191,521.7,819.76
9,Operating Income,172.24,-18.02,171.25,54.2,96.82,-1.75,158.87,76.73,107.89,78.96
10,Interest Expense,-1.72,-6.84,-5.27,-8.74,-1.21,-3.99,-6.46,-9.02,-0.81,-0.63
11,Interest Income,8.76,7.43,9.84,11.55,9.84,5.43,7.79,13.15,6.44,4.97
12,Net Interest Expense,7.04,0.59,4.57,2.81,8.64,1.44,1.32,4.13,5.63,4.34
13,Income (Loss) on Equity Investments,-,-,-,-,-,-,-,-,-,1.65
14,Currency Exchange Gain (Loss),-,-0.55,-,-0.6,-,-0.12,-,2.48,-,-2.33
15,Other Non-Operating Income (Expenses),-0.3,-5.48,5.33,1.58,2.12,-1.68,3.53,-4.6,4.68,-0.25
16,EBT Excluding Unusual Items,178.99,-23.45,181.16,57.99,107.58,-2.11,163.73,78.74,118.2,82.38
17,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,0.23,-3.19,3.26,-10.46
18,Gain (Loss) on Sale of Assets,-,-,-,-,0.01,5.95,-,-,-,-
19,Asset Writedown,21.63,4.94,-5.45,17.88,-17.88,-6.95,6.29,-0.23,-,-7.2
20,Legal Settlements,-,-0.02,-,-,-,-0.07,-,-,-,-
21,Other Unusual Items,-,11.3,-,0.06,-,0.02,-,10.86,-,0.1
22,Pretax Income,200.62,-7.24,175.71,75.93,89.71,-3.16,170.24,86.18,121.46,64.82
23,Income Tax Expense,52.48,-3.27,50.79,25.03,25.95,-0.39,44.71,5.25,31.89,14.85
24,Net Income,148.14,-3.97,124.92,50.91,63.76,-2.77,125.53,80.93,89.58,49.97
25,Net Income to Common,148.14,-3.97,124.92,50.91,63.76,-2.77,125.53,80.93,89.58,49.97
26,Net Income Growth,18.59%,-,95.92%,-,-49.21%,-,40.14%,61.96%,6.63%,-
27,Shares Outstanding (Basic),467,464,467,451,467,478,467,455,467,416
28,Shares Outstanding (Diluted),467,464,467,451,467,478,467,455,467,416
29,Shares Change (YoY),-,2.90%,-,-5.64%,-,4.98%,-,9.48%,33.34%,-
30,EPS (Basic),0.32,-0.01,0.27,0.11,0.14,-0.01,0.27,0.18,0.19,0.12
31,EPS (Diluted),0.32,-0.01,0.27,0.11,0.14,-0.01,0.27,0.18,0.19,0.12
32,EPS Growth,18.59%,-,95.92%,-,-49.21%,-,41.56%,47.94%,-20.83%,-
33,Free Cash Flow,-555.68,755.78,-385.6,832.89,-637.17,498.34,-452.49,638.96,-290.09,318.42
34,Free Cash Flow Per Share,-1.19,1.63,-0.83,1.85,-1.37,1.04,-0.97,1.40,-0.62,0.77
35,Profit Margin,16.34%,-0.50%,13.91%,6.64%,7.18%,-0.36%,14.28%,6.39%,14.23%,5.56%
36,Free Cash Flow Margin,-61.29%,94.94%,-42.92%,108.57%,-71.79%,64.66%,-51.48%,50.42%,-46.08%,35.43%
37,EBITDA,237.84,45.17,239.76,122.36,165.68,2.76,292.07,172.18,150.79,121.97
38,D&A For EBITDA,65.59,63.19,68.51,68.16,68.86,4.51,133.21,95.45,42.9,43.01
39,EBIT,172.24,-18.02,171.25,54.2,96.82,-1.75,158.87,76.73,107.89,78.96
