,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,32194,29802,31385,48952,54441,68659,66949,72168,84853,91980,82578,Upgrade
1,Market Cap Growth,-39.12%,-39.12%,-42.35%,-28.70%,-18.68%,-4.86%,-21.10%,-21.54%,2.75%,19.59%,-1.18%,Upgrade
2,Enterprise Value,89594,87362,87412,102323,105476,119772,115855,121788,128558,131436,120938,Upgrade
3,Last Close Price,6.73,6.23,6.52,9.92,10.84,13.09,12.59,13.08,15.22,16.05,14.29,Upgrade
4,PE Ratio,14.63,13.84,11.90,12.33,12.71,17.90,18.70,18.66,38.55,-,-,Upgrade
5,PS Ratio,2.77,2.64,2.80,4.73,5.28,6.62,6.28,6.99,8.74,10.35,9.42,Upgrade
6,PB Ratio,0.24,0.21,0.22,0.34,0.39,0.48,0.46,0.47,0.57,0.62,0.59,Upgrade
7,P/FCF Ratio,-,-,8.96,13.19,11.98,16.59,14.81,26.42,44.08,26.95,17.94,Upgrade
8,P/OCF Ratio,-,-,8.96,13.19,11.98,16.59,14.81,26.42,44.08,26.95,17.94,Upgrade
9,EV/Sales Ratio,7.95,7.75,7.79,9.88,10.23,11.55,10.86,11.79,13.23,14.79,13.80,Upgrade
10,EV/EBITDA Ratio,15.09,14.71,13.52,14.88,15.45,17.82,16.70,17.69,19.43,22.06,21.00,Upgrade
11,EV/EBIT Ratio,15.32,14.94,13.71,15.07,15.63,18.03,16.89,17.85,19.59,22.24,21.21,Upgrade
12,EV/FCF Ratio,-,-,24.95,27.57,23.20,28.94,25.63,44.58,66.78,38.51,26.27,Upgrade
13,Debt / Equity Ratio,0.41,0.41,0.38,0.36,0.34,0.32,0.31,0.31,0.28,0.26,0.24,Upgrade
14,Debt / FCF Ratio,-,-,15.44,13.90,10.57,11.21,10.01,17.07,21.82,11.38,7.28,Upgrade
15,Earnings Yield,6.69%,7.22%,8.40%,8.11%,7.87%,5.59%,5.35%,5.36%,2.59%,-2.80%,0.14%,Upgrade
16,FCF Yield,-,11.16%,7.58%,8.35%,6.03%,6.75%,3.79%,2.27%,3.71%,5.57%,Upgrade,
17,Dividend Yield,7.73%,8.35%,11.05%,7.86%,7.20%,5.96%,6.20%,5.97%,5.06%,4.74%,5.32%,Upgrade
18,Buyback Yield / Dilution,-3.03%,-5.61%,-0.44%,-,-,-0.00%,0.09%,-0.03%,-0.12%,-0.00%,-,Upgrade
19,Total Shareholder Return,4.70%,2.74%,10.60%,7.86%,7.20%,5.96%,6.28%,5.93%,4.93%,4.74%,5.32%,Upgrade
