,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,4.53,5.13,4.78,4.99,6.15,6.71,6.04,7.74,9.81,8.96
1,Revenue Growth (YoY),-5.33%,2.78%,-22.30%,-25.68%,1.87%,-13.25%,-38.44%,-13.63%,9.51%,-10.91%
2,Cost of Revenue,2.5,2.89,2.92,2.9,3.58,4.09,3.25,3.93,4.46,4.66
3,Gross Profit,2.02,2.24,1.86,2.08,2.57,2.63,2.79,3.8,5.36,4.3
4,"Selling, General & Admin",3.29,4.51,3.14,5.18,3.18,2.95,3.19,2.99,6.08,3.89
5,Research & Development,0.7,0.92,0.89,1.08,1.06,0.95,0.94,1,0.88,1.63
6,Other Operating Expenses,-0.3,-0.33,0.66,-0.04,-0.21,-0.11,0.03,-0.03,-0.08,-0.31
7,Operating Expenses,3.69,5.34,4.69,6.44,4.02,4.32,4.16,4.49,6.88,5.22
8,Operating Income,-1.67,-3.1,-2.83,-4.36,-1.44,-1.7,-1.37,-0.68,-1.52,-0.92
9,Interest Expense,-0.03,-0.03,-0.03,-0.04,-0.05,-0.05,-0.05,-0.15,-0.06,-0.06
10,Interest & Investment Income,0.04,0.04,0.03,0.02,0.01,0.01,0.01,-,0.1,0.01
11,Earnings From Equity Investments,0,0.01,-0,-0.01,-0,-,-,-,-,-
12,Currency Exchange Gain (Loss),-0.19,-0.04,0.32,0.43,-0.32,-1,0.49,-0.32,0.04,-0.05
13,EBT Excluding Unusual Items,-1.85,-3.12,-2.51,-3.96,-1.8,-2.74,-0.93,-1.15,-1.45,-1.02
14,Merger & Restructuring Charges,-,-,-,-,-,-,-,0.35,-,-
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-0.15,0.15,0.02
16,Gain (Loss) on Sale of Assets,-,0,-,-,-,0.48,-,-,-,-
17,Asset Writedown,-,-,-,-,-,-,-,-1.2,-,-0.04
18,Pretax Income,-1.85,-3.12,-2.51,-3.96,-1.8,-2.26,-0.93,-2.14,-1.3,-1.05
19,Income Tax Expense,0.06,0.07,0.07,-0.04,0.14,0.02,0.16,0.09,0.11,-0.06
20,Net Income,-1.91,-3.19,-2.58,-3.92,-1.95,-2.28,-1.09,-2.23,-1.41,-0.99
21,Net Income to Common,-1.91,-3.19,-2.58,-3.92,-1.95,-2.28,-1.09,-2.23,-1.41,-0.99
22,Shares Outstanding (Basic),1861,1861,1861,1861,1861,1857,1856,1856,1854,1850
23,Shares Outstanding (Diluted),1861,1861,1861,1861,1861,1857,1856,1856,1854,1850
24,Shares Change (YoY),-,-,-,0.19%,0.27%,0.05%,0.10%,0.33%,0.23%,-0.83%
25,EPS (Basic),-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
26,EPS (Diluted),-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
27,Free Cash Flow,1.62,-0.67,-1.83,-0.67,-2.3,-2.28,4.12,4.52,2.04,0.24
28,Free Cash Flow Per Share,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00
29,Operating Margin,-36.94%,-60.38%,-59.12%,-87.33%,-23.48%,-25.29%,-22.72%,-8.82%,-15.54%,-10.25%
30,Profit Margin,-42.29%,-62.18%,-54.01%,-78.53%,-31.62%,-33.96%,-18.01%,-28.84%,-14.34%,-11.02%
31,Free Cash Flow Margin,35.86%,-13.13%,-38.30%,-13.39%,-37.40%,-34.03%,68.20%,58.43%,20.78%,2.68%
32,EBITDA,-1.47,-3,-2.57,-4.18,-1.18,-1.33,-1.04,-0.31,-1.07,-0.43
33,D&A For EBITDA,0.2,0.1,0.26,0.17,0.27,0.37,0.33,0.38,0.45,0.49
34,EBIT,-1.67,-3.1,-2.83,-4.36,-1.44,-1.7,-1.37,-0.68,-1.52,-0.92
