,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,1.65,4.43,4.6,3.16,4.41,58.43,6.16,8.45,36.54,48.67
1,Short-Term Investments,41.26,-,34.88,-,35.69,-,-,-,-,-
2,Cash & Short-Term Investments,42.91,4.43,39.48,3.16,40.09,58.43,6.16,8.45,36.54,48.67
3,Cash Growth,8.69%,40.48%,-1.53%,-94.60%,550.75%,591.27%,-83.14%,-82.63%,-49.06%,-49.95%
4,Accounts Receivable,9.45,7.12,5.87,9.82,12.23,7.66,6.8,8.7,7.32,22.61
5,Other Receivables,-,14.2,11.57,12.79,9.14,2.06,0.15,1.18,0.47,1.28
6,Receivables,9.45,21.32,17.44,22.61,21.37,14.56,6.95,9.88,7.78,23.89
7,Inventory,6.24,9.34,7.94,6.42,8.75,9.4,16.11,16.6,29.8,38.73
8,Prepaid Expenses,-,1.12,-,0.52,-,0.69,1.84,0.48,1.08,0.65
9,Other Current Assets,-,32.97,-,32.97,-,2.27,2,2.39,2,9.89
10,Total Current Assets,58.6,69.19,64.86,65.68,70.22,85.35,33.06,37.8,77.2,121.82
11,"Property, Plant & Equipment",28.99,29.72,32.92,33.77,34.42,34.84,57.09,58.15,52.32,5.25
12,Long-Term Investments,-,-,-,2.31,5.15,-,-,-,-,-
13,Other Intangible Assets,0.01,0.03,0.04,0.05,0.07,0.08,0.09,0.1,0.12,0.13
14,Other Long-Term Assets,11.2,11.2,12.3,12.3,15.5,25.4,-,-,0.95,4.25
15,Total Assets,98.8,110.13,110.13,114.11,125.35,145.66,90.24,96.05,130.58,131.45
16,Accounts Payable,6.95,3.82,3.12,3.97,5,2.72,4.06,2.4,1.85,9.3
17,Accrued Expenses,-,0,-,0.01,-,0.03,-,0.02,-,0.03
18,Short-Term Debt,20.14,22.48,15.15,15.22,18.59,24.83,31.08,35.31,52.19,49.24
19,Current Portion of Leases,1.31,0.04,1.44,0.25,1.62,0.24,0.23,0.23,1.43,2.52
20,Current Unearned Revenue,2.69,4.71,2.57,2.22,3.05,2.7,2.88,2.33,1.31,4
21,Other Current Liabilities,26.3,27.61,24.59,14.34,5.81,5.09,8.95,4.83,3.55,5.84
22,Total Current Liabilities,57.39,58.66,46.85,36.01,34.07,35.6,47.2,45.12,60.33,70.92
23,Long-Term Leases,-,-,-,0.04,0.17,0.29,0.41,0.53,0.64,0.76
24,Long-Term Deferred Tax Liabilities,4.86,4.95,5.52,5.49,5.57,5.65,5.55,5.59,-,0.3
25,Total Liabilities,62.25,63.6,52.38,41.53,39.81,41.54,53.16,51.23,60.98,71.97
26,Common Stock,8.42,8.42,8.42,8.42,8.42,8.42,5.2,5.2,5.2,5.2
27,Additional Paid-In Capital,141.62,141.62,141.62,141.62,141.62,141.62,62.11,62.11,62.11,62.11
28,Retained Earnings,-158.25,-148.52,-139.23,-125.06,-112.42,-94.76,-78.15,-70.61,-43.11,-26.63
29,Comprehensive Income & Other,44.77,45.01,46.94,47.59,47.91,48.85,47.93,48.12,45.41,18.8
30,Shareholders' Equity,36.56,46.53,57.75,72.57,85.54,104.12,37.09,44.82,69.6,59.48
31,Total Liabilities & Equity,98.8,110.13,110.13,114.11,125.35,145.66,90.24,96.05,130.58,131.45
32,Total Debt,21.45,22.52,16.58,15.51,20.38,25.36,31.72,36.07,54.27,52.51
33,Net Cash (Debt),21.46,-18.09,22.9,-12.36,19.71,33.07,-25.56,-27.62,-17.73,-3.84
34,Net Cash Growth,-6.29%,-,16.18%,-,-,-,-,-,-,-
35,Net Cash Per Share,0.51,-0.43,0.54,-0.29,0.47,0.86,-0.98,-1.06,-0.68,-0.15
36,Filing Date Shares Outstanding,50.55,42.12,42.12,42.12,42.12,42.12,31.2,26,26,26
37,Total Common Shares Outstanding,42.12,42.12,42.12,42.12,42.12,42.12,26,26,26,26
38,Working Capital,1.21,10.53,18.01,29.67,36.14,49.74,-14.13,-7.32,16.87,50.91
39,Book Value Per Share,0.87,1.10,1.37,1.72,2.03,2.47,1.43,1.72,2.68,2.29
40,Tangible Book Value,36.54,46.51,57.71,72.52,85.47,104.05,37,44.72,69.49,59.35
41,Tangible Book Value Per Share,0.87,1.10,1.37,1.72,2.03,2.47,1.42,1.72,2.67,2.28
42,Land,-,29.6,-,33.1,-,34.3,-,57.4,-,6.62
43,Machinery,-,14.47,-,15.74,-,13.92,-,13.61,-,12.85
