,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Operating Revenue,1717,1708,1411,1740,1573,1360,1309,1225,1575,1310,1297,1565,1610,1428,986.98,1085,977.96,852.2,519.83,800.03,Upgrade
1,Other Revenue,-0.94,0.94,-,4.42,-1.16,1.16,-,5.13,-0.53,0.53,-,8.68,-3.67,3.67,-,2.08,-0.63,0.63,-,1.29,Upgrade
2,Revenue,1716,1709,1411,1744,1572,1361,1309,1230,1575,1310,1297,1574,1607,1432,986.98,1087,977.33,852.84,519.83,801.32,Upgrade
3,Revenue Growth (YoY),9.15%,25.58%,7.85%,41.74%,-0.16%,3.88%,0.89%,-21.84%,-1.97%,-8.49%,31.42%,44.80%,64.38%,67.89%,89.87%,35.67%,23.13%,24.26%,-24.26%,-,Upgrade
4,Cost of Revenue,1528,1500,1242,1528,1366,1172,1171,1131,1448,1153,1157,1372,1428,1283,844.56,949.55,863.02,720.02,424.61,659.34,Upgrade
5,Gross Profit,187.88,209.65,169.53,215.96,206.16,189.28,137.53,99.64,127.08,157.62,139.95,202.64,179,148.78,142.43,137.6,114.3,132.82,95.22,141.97,Upgrade
6,"Selling, General & Admin",57.49,66.49,44.1,77.71,59.1,62.56,46.98,82.97,65.66,64.16,48.41,58.33,55.04,48.14,66.11,25.17,61.97,52.22,47.1,58.8,Upgrade
7,Research & Development,54.07,52.45,42.18,49.39,45.64,46.89,41.27,49.74,53.59,41.41,41.14,54.01,57.43,47.47,33.35,38.06,34.2,28.9,19.96,24.27,Upgrade
8,Other Operating Expenses,-7.62,-5.68,-5.24,-35.56,2.9,2.92,1.32,23.47,2.65,2.75,-7.33,13.84,1.33,0.42,0.84,11.21,0.56,0.54,1.19,12.9,Upgrade
9,Operating Expenses,108.7,127.57,75.13,116.21,111.03,121.97,84.59,199.71,121.9,108.32,81.13,155.07,118.04,99.57,101.11,88.78,94.9,82.83,68.25,92.65,Upgrade
10,Operating Income,79.17,82.08,94.4,99.75,95.13,67.31,52.94,-100.07,5.18,49.3,58.82,47.57,60.96,49.21,41.31,48.81,19.41,49.98,26.98,49.32,Upgrade
11,Interest Expense,-29.55,-21.27,-27.69,-14.91,-29.69,-28.47,-30.23,-33.7,-28.37,-31.18,-25.54,-22.94,-18.32,-14.75,-15.34,-11.1,-13.42,-12.51,-13.36,-11.53,Upgrade
12,Interest & Investment Income,7.04,-,4.45,2.08,1.78,-,1.27,0.96,0.12,1.68,0.81,0.52,1.61,-,1.6,0.89,4.65,-,0.48,0.43,Upgrade
13,Currency Exchange Gain (Loss),-2.28,2.28,-,-1.68,-3.16,3.16,-,10.66,-5.7,5.7,-,-0.14,-2.21,2.21,-,-6.78,-0.65,0.65,-,0.24,Upgrade
14,Other Non Operating Income (Expenses),-0.93,4.42,-1.76,-19.41,-0.25,-0.92,0.82,18.37,-25.14,2.04,-0.81,-1.54,0.95,-1.19,-1.66,-4.09,2.19,-3.63,2.03,-3.74,Upgrade
15,EBT Excluding Unusual Items,53.45,67.51,69.39,65.83,63.8,41.07,24.78,-103.77,-53.91,27.54,33.28,23.46,43,35.48,25.92,27.74,12.18,34.48,16.13,34.72,Upgrade
16,Gain (Loss) on Sale of Investments,-1.42,-1.41,-3.04,-3.08,-2.15,-,-,-0.66,-,-0.82,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,-0.15,0.07,0.71,-2.89,-0,0.14,-0,-7.46,0.48,0.94,-0.05,-1.92,0.06,0.14,-,0.29,-,-,-,-,Upgrade
18,Asset Writedown,-0.7,-1.13,0.32,-0.54,0.1,-,-,-20.56,-,-,-,-,-,-,-,-0.66,-,-,-,-2.65,Upgrade
19,Other Unusual Items,-0.54,0.54,-,-0.32,-,-,-,-14.11,23.39,-23.39,-,11.06,-,-,-,34.97,-,-,-,11.82,Upgrade
20,Pretax Income,50.63,65.59,67.39,59,61.75,41.21,24.78,-146.56,-30.04,4.27,33.23,32.6,43.05,35.62,25.92,62.34,12.18,34.48,16.13,43.9,Upgrade
21,Income Tax Expense,2.51,0.81,9.12,1.6,4.03,-4.07,4.1,-10.9,-15.09,-0.05,-1.03,-2.05,1.15,0.21,0.15,7.73,-1,2.29,0.18,-7.02,Upgrade
22,Earnings From Continuing Operations,48.12,64.78,58.27,57.41,57.72,45.28,20.68,-135.66,-14.95,4.32,34.26,34.65,41.9,35.41,25.77,54.61,13.18,32.2,15.95,50.92,Upgrade
23,Minority Interest in Earnings,0.15,0.05,0.45,-0.37,-0.61,0.72,0.47,-0.56,0.44,0.39,0.35,0.43,0.51,0.39,0.09,-0,-,-,-,-,Upgrade
24,Net Income,48.27,64.83,58.71,57.04,57.11,46,21.15,-136.21,-14.52,4.7,34.61,35.08,42.41,35.8,25.86,54.61,13.18,32.2,15.95,50.92,Upgrade
