,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1363,1727,1780,2177,2024,6259,12764,25673,17902,22904,Upgrade
1,Cash & Short-Term Investments,1363,1727,1780,2177,2024,6259,12764,25673,17902,22904,Upgrade
2,Cash Growth,-23.40%,-20.66%,-12.06%,-65.22%,-84.15%,-75.62%,-28.70%,12.09%,-23.69%,15.78%,Upgrade
3,Accounts Receivable,3488,3773,3747,5755,5629,6673,8755,12158,11438,13735,Upgrade
4,Other Receivables,25003,25898,30141,30323,29640,30843,28451,27598,41141,44959,Upgrade
5,Receivables,28490,29670,33889,36078,35269,37516,37207,39756,52579,58694,Upgrade
6,Inventory,163951,180464,190355,191788,198927,202270,222786,229960,230578,223682,Upgrade
7,Prepaid Expenses,4365,4306,4872,4859,4141,4703,4345,3600,3239,2906,Upgrade
8,Restricted Cash,3623,4015,8206,10124,13296,14845,16038,14276,18094,15532,Upgrade
9,Other Current Assets,5711,6151,6960,6980,8105,9603,9591,14512,-,-,Upgrade
10,Total Current Assets,207502,226334,246061,252006,261762,275196,302731,327776,322391,323718,Upgrade
11,"Property, Plant & Equipment",49947,53634,54636,55549,56510,57844,54662,52960,52483,45867,Upgrade
12,Long-Term Investments,12248,12249,13136,13586,13933,16068,17709,13697,12862,12482,Upgrade
13,Goodwill,-,40.9,-,509.43,-,509.43,-,499.08,-,503.75,Upgrade
14,Other Intangible Assets,546.86,526.93,1037,546.24,1124,615.85,1144,684.3,1238,777.64,Upgrade
15,Long-Term Deferred Tax Assets,10294,10340,12999,12974,14259,13366,13177,12610,11810,10347,Upgrade
16,Other Long-Term Assets,31665,31743,33763,33750,34964,34943,35131,33958,36870,33632,Upgrade
17,Total Assets,312202,334868,361632,368921,382552,398542,424552,442185,437655,427326,Upgrade
18,Accounts Payable,37816,37571,36625,38705,-,50694,50168,48632,45722,39201,Upgrade
19,Accrued Expenses,-,-,-,-,98110,-,-,-,-,-,Upgrade
20,Short-Term Debt,4959,5838,5709,5363,4520,9226,14530,10920,14470,14117,Upgrade
21,Current Portion of Long-Term Debt,56515,47940,38701,43868,70413,58559,42049,55552,67020,48153,Upgrade
22,Current Portion of Leases,21.46,62.6,61.29,67,69.09,78.93,89.42,96.45,70.38,68.22,Upgrade
23,Current Income Taxes Payable,23738,23313,21679,20758,19141,19978,20761,21168,18986,19160,Upgrade
24,Current Unearned Revenue,21946,29096,41131,46210,50371,50130,54998,48003,44432,38899,Upgrade
25,Other Current Liabilities,54423,53219,55691,52248,383.98,48495,46683,57857,37776,44704,Upgrade
26,Total Current Liabilities,199419,197039,199596,207219,243008,237161,229279,242227,228476,204303,Upgrade
27,Long-Term Debt,58881,80734,89453,83776,51847,67170,91445,97192,112937,134871,Upgrade
28,Long-Term Leases,42.81,316.07,344.52,395.69,378.53,392.54,430.94,452.56,132.05,132.01,Upgrade
29,Long-Term Deferred Tax Liabilities,9645,10387,10685,10590,11228,10959,10623,10308,10214,8221,Upgrade
30,Total Liabilities,267988,288476,300078,301980,306461,315684,331778,350180,351760,347527,Upgrade
31,Common Stock,3752,3752,3752,3752,3752,3752,3752,938.09,873.84,873.84,Upgrade
32,Additional Paid-In Capital,-,6202,-,6200,-,6200,-,9014,-,6883,Upgrade
33,Retained Earnings,15957,18974,33344,39138,47269,54875,74157,73576,69004,68764,Upgrade
34,Comprehensive Income & Other,11814,4768,11814,5339,12379,5361,12254,5970,13524,836.57,Upgrade
35,Total Common Equity,31523,33696,48911,54429,63401,70188,90163,89498,83402,77358,Upgrade
36,Minority Interest,12691,12696,12643,12512,12691,12671,2611,2507,2494,2441,Upgrade
37,Shareholders' Equity,44214,46392,61553,66941,76091,82859,92774,92005,85896,79799,Upgrade
38,Total Liabilities & Equity,312202,334868,361632,368921,382552,398542,424552,442185,437655,427326,Upgrade
39,Total Debt,120419,134891,134269,133469,127227,135427,148544,164212,194629,197341,Upgrade
40,Net Cash (Debt),-119056,-133164,-132489,-131292,-125204,-129168,-135781,-138540,-176728,-174437,Upgrade
41,Net Cash Per Share,-31.73,-35.49,-35.31,-34.99,-33.37,-34.42,-36.19,-38.28,-50.56,-54.08,Upgrade
42,Filing Date Shares Outstanding,3752,3752,3752,3752,3752,3752,3752,3752,3495,3495,Upgrade
43,Total Common Shares Outstanding,3752,3752,3752,3752,3752,3752,3752,3752,3495,3495,Upgrade
44,Working Capital,8084,29295,46465,44787,18755,38034,73451,85548,93915,119415,Upgrade
45,Book Value Per Share,8.40,8.98,13.03,14.51,16.90,18.71,24.03,23.85,23.86,22.13,Upgrade
46,Tangible Book Value,30977,33128,47874,53373,62277,69063,89019,88315,82164,76077,Upgrade
47,Tangible Book Value Per Share,8.26,8.83,12.76,14.22,16.60,18.41,23.72,23.54,23.51,21.76,Upgrade
48,Buildings,-,47923,-,47397,-,48829,-,37196,-,36563,Upgrade
49,Machinery,-,5734,-,5814,-,4782,-,4151,-,3608,Upgrade
50,Construction In Progress,-,5875,-,6259,-,6436,-,5399,-,4782,Upgrade
