,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+16 Quarters
0,Market Capitalization,18,224,190,190,326,380,406,500,550,238,280,360,306,306,306,306,254,520,550,810,1940,Upgrade
1,Market Cap Growth,-41.05%,-41.05%,-53.20%,-62.00%,-40.73%,59.66%,45.00%,38.89%,79.74%,-22.22%,-8.50%,17.65%,20.47%,-41.15%,-44.36%,-62.22%,-86.91%,-76.36%,-78.56%,-75.82%,-22.09%,Upgrade
2,Enterprise Value,15,183,170,166,301,357,383,460,508,198,273,339,317,317,317,317,265,537,578,808,1938,Upgrade
3,Last Close Price,0.44,5.60,4.75,4.75,8.15,9.50,10.15,12.50,13.75,5.95,7.00,9.00,7.65,7.65,7.65,7.65,6.35,13.00,13.75,20.25,48.50,Upgrade
4,PE Ratio,-,-,-,-,-,52.21,1058.07,-,-98.37,-,-92.02,-,25.35,29.99,40.56,48.39,-,-,-114.65,-,-,Upgrade
5,PS Ratio,0.14,1.81,1.49,1.34,2.44,2.69,2.77,3.63,4.67,2.04,2.36,3.06,2.52,2.52,2.59,2.47,2.15,4.32,4.33,6.17,14.81,Upgrade
6,PB Ratio,0.56,9.80,8.25,5.26,6.56,7.58,9.08,11.35,-,5.73,6.35,8.16,-,6.24,6.46,6.36,-,13.93,14.15,19.62,-,Upgrade
7,P/TBV Ratio,7.18,7.18,6.04,4.47,6.56,7.58,9.08,11.35,-,5.70,6.35,8.16,-,6.24,6.46,6.37,-,15.02,15.24,21.13,-,Upgrade
8,EV/Sales Ratio,0.12,1.47,1.33,1.17,2.26,2.52,2.61,3.34,4.32,1.70,2.30,2.89,2.61,2.61,2.69,2.55,2.24,4.46,4.55,6.15,14.79,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,29.05,48.65,-,209.47,-,41.62,-,15.26,18.22,20.82,22.97,46.41,81.99,90.22,163.57,471.34,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,62.64,-982.74,-,-79.11,-,-81.47,-,29.90,45.14,69.67,112.34,-,-,-146.86,-,-,Upgrade
11,Debt / Equity Ratio,1.42,1.42,1.42,0.72,0.49,0.49,0.63,0.63,-,0.30,0.69,0.69,-,0.47,0.59,0.59,-,0.84,0.83,0.83,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,1.58,1.28,-,-,-,1.65,-,-,1.87,1.46,0.78,-,9.44,2.72,7.28,-,Upgrade
13,Asset Turnover,0.88,0.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,10.60,10.07,12.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.60,0.60,0.60,1.39,-,1.13,-,1.07,-,1.47,-,1.41,-,1.05,-,0.99,-,0.56,-,0.65,-,Upgrade
16,Current Ratio,1.32,1.32,1.32,1.65,-,1.40,-,1.33,-,1.85,-,1.65,-,1.40,-,1.36,-,1.00,-,1.00,-,Upgrade
17,Return on Equity (ROE),-106.96%,-84.24%,-92.94%,-42.81%,25.37%,31.68%,-,-,-29.88%,15.47%,-,-,0.81%,12.69%,-,-,-25.72%,1.85%,-,-,Upgrade,
18,Return on Assets (ROA),-12.01%,-12.07%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-26.72%,-25.53%,-55.42%,-17.56%,11.12%,12.51%,-,-,-10.88%,7.44%,-,-,1.90%,7.31%,-,-,-6.54%,1.43%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,-,-,9.44%,-,-,-,-,-,-,-,9.86%,-,4.08%,-,-,-,-,-,Upgrade
21,Earnings Yield,-98.51%,-7.74%,-4.44%,-0.44%,1.21%,1.92%,0.09%,-0.09%,-1.02%,-2.50%,-1.09%,-0.90%,3.94%,3.33%,2.47%,2.07%,-1.94%,-0.96%,-0.87%,-0.88%,-0.48%,Upgrade
22,FCF Yield,-48.93%,-2.65%,-1.57%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
