,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,3723,4227,3999,5240,4544,4596,4892,5016,4055,3700,5272,6252,8720,5740,-,-,-,-,-,-
1,Market Cap Growth,-8.01%,-8.01%,-18.25%,4.47%,12.04%,24.20%,-7.21%,-19.77%,-53.50%,-35.54%,-,-,-,-,-,-,-,-,-,-
2,Enterprise Value,3361,3901,3709,4987,4290,4339,4595,4712,3751,3360,4928,5944,8412,5476,-,-,-,-,-,-
3,Last Close Price,9.30,10.56,9.99,13.09,11.35,11.48,12.22,12.43,10.05,9.18,12.99,15.40,21.48,14.14,-,-,-,-,-,-
4,PE Ratio,-,-779.77,-455.11,-995.17,-,150.26,101.79,82.56,65.07,52.09,73.99,91.32,129.45,90.28,-,-,-,-,-,-
5,PS Ratio,9.24,10.50,9.76,12.35,10.46,9.80,10.13,9.93,7.89,6.77,9.87,11.81,16.80,12.10,-,-,-,-,-,-
6,PB Ratio,5.96,6.77,6.44,8.54,7.45,7.29,7.76,7.57,6.18,5.69,8.44,9.90,13.97,9.55,-,-,-,-,-,-
7,P/TBV Ratio,6.77,6.77,6.44,8.55,7.46,7.30,7.78,7.58,6.19,5.69,8.45,9.91,13.99,9.56,-,-,-,-,-,-
8,P/FCF Ratio,36.41,41.34,62.45,167.98,-786.88,-,-3187.39,-,-273.51,-,-,-,223.52,-,-,-,-,-,-,-
9,P/OCF Ratio,40.34,40.34,59.97,150.63,-3273.90,-,2698.41,-,-332.08,-,-,-,208.34,177.24,-,-,-,-,-,-
10,EV/Sales Ratio,8.35,9.69,9.05,11.76,9.88,9.25,9.52,9.33,7.30,6.14,9.23,11.23,16.20,11.55,-,-,-,-,-,-
11,EV/EBITDA Ratio,-,-359.10,-208.94,-655.52,-,118.34,97.65,96.37,62.69,52.51,74.57,80.87,116.79,79.39,-,-,-,-,-,-
12,EV/EBIT Ratio,-,-294.43,-184.78,-504.36,-,125.71,102.37,100.35,64.82,54.18,76.91,83.30,120.41,82.01,-,-,-,-,-,-
13,EV/FCF Ratio,32.87,38.15,57.92,159.85,-742.97,-,-2993.93,-,-253.01,-,-,-,215.63,-,-,-,-,-,-,-
14,Debt / Equity Ratio,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.04,0.05,0.04,0.04,-,-,-
15,Debt / EBITDA Ratio,-,0.15,0.28,0.29,-,0.52,0.23,1.31,0.40,0.21,0.20,0.30,0.27,0.29,0.22,0.35,0.55,-,-,-
16,Debt / FCF Ratio,0.09,0.09,0.18,0.42,-2.76,-,-12.48,-,-1.58,-,-,-,0.51,-,0.37,-,0.32,-,-,-
17,Asset Turnover,0.50,0.57,0.51,0.60,0.54,0.62,0.52,0.71,0.57,0.72,0.58,0.95,0.59,-,-,-,-,-,-,
18,Inventory Turnover,2.18,1.87,2.58,1.67,2.98,1.49,1.68,1.75,2.35,1.74,2.68,2.25,3.36,1.79,-,-,-,-,-,-
19,Quick Ratio,2.83,2.83,4.28,2.83,3.01,3.57,3.42,3.44,3.11,2.58,3.14,3.38,3.45,4.33,3.18,-,3.17,-,-,-
20,Current Ratio,4.82,4.82,7.02,5.29,5.83,7.10,6.43,6.23,5.55,4.91,4.84,5.32,5.23,6.91,5.11,-,4.84,-,-,-
21,Return on Equity (ROE),2.27%,4.84%,2.66%,-13.22%,0.10%,6.81%,3.67%,8.19%,11.06%,15.09%,4.85%,14.42%,12.53%,15.90%,5.09%,-,-,-,-,
22,Return on Assets (ROA),4.87%,1.95%,3.71%,-15.20%,2.64%,5.15%,1.14%,2.17%,5.67%,5.73%,4.67%,3.75%,7.29%,-,-,-,-,-,-,
23,Return on Capital (ROIC),5.80%,2.29%,4.41%,-17.57%,3.03%,5.98%,1.34%,2.62%,6.97%,6.98%,5.63%,4.41%,8.53%,11.55%,6.15%,-,-,-,-,
24,Return on Capital Employed (ROCE),-,-2.10%,-3.19%,-1.59%,-,5.38%,6.98%,6.93%,8.59%,9.37%,10.06%,11.07%,10.93%,10.81%,14.60%,-,11.47%,-,-,-
25,Earnings Yield,-0.15%,-0.13%,-0.22%,-0.10%,-0.07%,0.67%,0.98%,1.21%,1.54%,1.92%,1.35%,1.10%,0.77%,1.11%,-,-,-,-,-,-
