,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,89.93,74.91,71.84,274.69,57.75,54.05,318.62,306.38,79.58,88.55,160.49,325.41,167.04,229.51,-,314.3,-,-,-
1,Trading Asset Securities,281.34,263.42,231.59,-,213.32,221.67,-,19.77,239.84,268.94,201.92,51.62,164.8,60,-,-,-,-,-
2,Cash & Short-Term Investments,371.27,338.33,303.43,274.69,271.07,275.72,318.62,326.15,319.42,357.5,362.41,377.04,331.84,289.51,314.3,314.3,-,-,235.66
3,Cash Growth,36.96%,22.71%,-4.77%,-15.78%,-15.14%,-22.88%,-12.08%,-13.50%,-3.74%,23.48%,15.31%,19.96%,-,-,33.37%,-,-,-,-
4,Accounts Receivable,56.75,69.47,66.54,71.98,68.14,87.32,83.82,91,77.23,111.97,98.61,94.83,71.86,96.74,-,77.94,-,-,-
5,Other Receivables,3.6,3.6,3.44,3.32,4.95,7.1,6.43,3.49,7.57,10.28,3.8,5.78,3.65,0,-,3.32,-,-,-
6,Receivables,60.35,73.07,69.98,75.3,73.09,94.42,90.25,94.49,84.79,122.24,102.41,100.62,75.51,96.75,-,81.26,-,-,-
7,Inventory,105.92,116.55,128.64,139.59,171.9,169.05,177.3,160.97,166.63,144.32,133.41,130.89,148.03,132.12,-,121.91,-,-,-
8,Other Current Assets,198.93,146.53,195.84,188.45,168.69,157.58,153.73,169.85,198.52,115.66,132.44,116.7,94.78,102.41,-,87.08,-,-,-
9,Total Current Assets,736.47,674.48,697.89,678.04,684.75,696.77,739.9,751.46,769.36,739.72,730.67,725.24,650.17,620.78,-,604.56,-,-,-
10,"Property, Plant & Equipment",13.35,15.79,18.32,21.26,23.09,24.26,26.42,28.32,19.29,20.89,22.22,24.01,28.98,30.81,-,5.48,-,-,-
11,Other Intangible Assets,0.5,0.57,0.64,0.71,0.8,0.86,0.81,0.92,0.68,0.76,0.86,0.97,0.82,0.93,-,1.14,-,-,-
12,Long-Term Deferred Tax Assets,31.04,30.01,31.24,28.3,23.82,23.17,21.49,20.42,20.45,19.58,18.69,17.17,17.31,17.62,-,14.88,-,-,-
13,Long-Term Deferred Charges,1.26,1.59,2.27,2.96,3.55,4.03,4.71,5.11,5.65,6.06,6.73,7.41,11.95,6.82,-,7.91,-,-,-
14,Other Long-Term Assets,2.11,2.31,2.35,2.35,2.46,2.46,2.61,2.56,2.9,2.9,2.9,2.9,2.72,2.72,-,2.94,-,-,-
15,Total Assets,784.71,724.74,752.71,733.61,738.47,751.56,795.94,808.78,818.31,789.91,782.07,777.7,711.95,679.68,-,636.9,-,-,-
16,Accounts Payable,135.36,77.77,115.35,88.87,73.5,79.3,92.16,96.86,138.76,93.74,112.87,92.24,59.27,90.17,-,65.98,-,-,-
17,Accrued Expenses,6.86,8.98,5.42,15.23,5.62,7.64,5.42,15.02,5.24,6.33,4.53,14.65,4.78,4.56,-,13.92,-,-,-
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-
19,Current Portion of Leases,2.43,4.82,7.5,8.37,7.84,7.75,8.21,7.58,6.95,6.86,6.59,6.51,7.06,6.72,-,-,-,-,-
20,Current Income Taxes Payable,2.73,-0.71,2.97,1.27,3.34,5.87,6.3,9.24,0.07,6.1,2.65,11.2,5.71,7.95,-,14.37,-,-,-
21,Current Unearned Revenue,3.07,3.15,-,1.01,3.51,3.32,2.85,2.25,2.77,3.81,8.86,8.79,13.63,9.57,-,9.08,-,-,-
22,Other Current Liabilities,2.26,2.08,0.64,1.64,2.63,4.49,3.89,4.4,2.99,36.06,1.88,5.25,3.65,2.6,-,2.59,-,-,-
23,Total Current Liabilities,152.71,96.1,131.88,116.39,96.44,108.38,118.84,135.34,156.77,152.91,137.39,138.64,94.1,121.57,-,124.95,-,-,-
