,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,21975,45562,26841,54246,28745,61604,28456,47957,12097,28615,Upgrade
1,Revenue Growth (YoY),-18.13%,-16.01%,-6.62%,-11.94%,1.02%,28.46%,135.24%,67.60%,-17.94%,70.37%,Upgrade
2,Cost of Revenue,18405,40984,22398,47326,22520,50620,22682,39769,8171,20926,Upgrade
3,Gross Profit,3570,4578,4444,6921,6225,10984,5774,8189,3926,7689,Upgrade
4,"Selling, General & Admin",2268,3657,3174,3842,3069,4319,2734,2908,2222,2460,Upgrade
5,Other Operating Expenses,257.16,-660.02,264.6,-324.37,331.88,16.18,105.83,1323,0.03,6.71,Upgrade
6,Operating Expenses,2525,2997,3439,3518,3401,4335,2840,4231,2222,2467,Upgrade
7,Operating Income,1045,1581,1005,3403,2824,6649,2934,3958,1704,5222,Upgrade
8,Interest Expense,-1267,-1565,-1449,-1356,-1355,-1255,-1533,-1501,-1226,-1112,Upgrade
9,Interest & Investment Income,452.67,860.31,1281,1376,1229,1588,1431,2134,1646,1540,Upgrade
10,Earnings From Equity Investments,1183,-1996,1076,-905.47,1403,416.3,1160,572.86,496.53,443.83,Upgrade
11,Currency Exchange Gain (Loss),-,-198.03,-,41.02,-,-,-,239.45,135.29,4.69,Upgrade
12,Other Non Operating Income (Expenses),518.77,223.34,329.53,516.96,185.98,292.85,186.51,166.1,74.97,29.98,Upgrade
13,EBT Excluding Unusual Items,1933,-1094,2242,3076,4287,7691,4178,5570,2830,6129,Upgrade
14,Merger & Restructuring Charges,-,-,-,-,-,-0.55,-,-0.3,-,-1.21,Upgrade
15,Gain (Loss) on Sale of Investments,31.74,-502.49,225.5,-1178,1763,70.99,636.1,16.7,1690,406.21,Upgrade
16,Gain (Loss) on Sale of Assets,476.51,1358,-0.23,522.79,60.3,1008,46.67,1018,525.97,244.72,Upgrade
17,Asset Writedown,-254.33,-4629,-413.82,-2702,2.72,-3798,1128,-2748,594.89,-401.77,Upgrade
18,Other Unusual Items,2.6,1.22,-,3900,26.47,0.74,1753,8.33,138.22,-0.29,Upgrade
19,Pretax Income,2189,-4866,2054,3618,6140,4972,7742,3864,5780,6377,Upgrade
20,Income Tax Expense,350.38,1766,279.41,2530,2006,3078,1931,2303,1146,2517,Upgrade
21,Earnings From Continuing Operations,1839,-6633,1774,1088,4133,1894,5811,1561,4634,3860,Upgrade
22,Minority Interest in Earnings,-828.8,-696.93,-1341,-1674,-1562,-1505,-1510,-1450,-864.02,-1083,Upgrade
23,Net Income,1010,-7330,432.88,-586.78,2571,388.94,4301,111.24,3770,2776,Upgrade
24,Preferred Dividends & Other Adjustments,29.57,-,-,-,-,-,-,-,-,-,Upgrade
25,Net Income to Common,980.48,-7330,432.88,-586.78,2571,388.94,4301,111.24,3770,2776,Upgrade
26,Net Income Growth,133.33%,-,-83.16%,-,-40.23%,249.64%,14.09%,-95.99%,1.73%,44.79%,Upgrade
27,Shares Outstanding (Basic),13500,13407,13315,12820,12689,12687,12696,12584,11776,11728,Upgrade
28,Shares Outstanding (Diluted),13500,13407,13315,12820,12697,12696,12717,12692,11824,11809,Upgrade
29,Shares Change (YoY),1.39%,4.58%,4.87%,0.98%,-0.16%,0.03%,7.55%,7.47%,1.96%,1.52%,Upgrade
30,EPS (Basic),0.07,-0.55,0.03,-0.05,0.20,0.03,0.34,0.01,0.32,0.24,Upgrade
31,EPS (Diluted),0.07,-0.55,0.03,-0.05,0.20,0.03,0.34,0.01,0.32,0.24,Upgrade
32,EPS Growth,123.41%,-,-83.95%,-,-40.12%,249.33%,6.09%,-96.27%,-0.22%,42.68%,Upgrade
33,Free Cash Flow,-3892,73.99,2229,4918,-3878,-6625,10156,4899,25577,239.52,Upgrade
34,Free Cash Flow Per Share,-0.29,0.01,0.17,0.38,-0.31,-0.52,0.80,0.39,2.16,0.02,Upgrade
35,Dividend Per Share,0.028,-,0.014,0.020,0.077,-,0.100,0.110,0.109,0.100,Upgrade
36,Dividend Growth,101.12%,-,-81.93%,-,-23.00%,-,-8.78%,9.44%,3.67%,8.84%,Upgrade
37,Operating Margin,4.76%,3.47%,3.74%,6.27%,9.82%,10.79%,10.31%,8.25%,14.08%,18.25%,Upgrade
38,Profit Margin,4.46%,-16.09%,1.61%,-1.08%,8.94%,0.63%,15.11%,0.23%,31.16%,9.70%,Upgrade
39,Free Cash Flow Margin,-17.71%,0.16%,8.30%,9.07%,-13.49%,-10.75%,35.69%,10.22%,211.44%,0.84%,Upgrade
40,EBITDA,1395,1882,1321,3559,3142,6867,3155,4215,1910,5416,Upgrade
41,D&A For EBITDA,350.09,301.59,315.58,155.66,318.29,217.81,220.87,256.79,206.18,193.27,Upgrade
42,EBIT,1045,1581,1005,3403,2824,6649,2934,3958,1704,5222,Upgrade
