,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,17153,8370,10125,15312,22369,26776,30579,32986,45468,64190,71441,Upgrade
1,Market Cap Growth,-45.34%,-45.34%,-54.74%,-42.81%,-26.85%,-18.83%,-32.75%,-48.61%,-36.36%,16.63%,75.67%,Upgrade
2,Enterprise Value,187673,200866,186549,201368,189541,206857,171647,176961,187510,222934,192967,Upgrade
3,Last Close Price,1.27,0.59,0.72,1.08,1.56,1.84,2.03,2.10,2.75,4.08,4.45,Upgrade
4,PE Ratio,-,-1.23,-,-92.08,-,7.72,5.31,6.22,9.87,8.94,9.85,Upgrade
5,Forward PE,9.25,4.86,2.74,4.23,3.36,3.88,3.70,3.89,4.57,7.49,8.23,Upgrade
6,PS Ratio,0.24,0.12,0.13,0.17,0.24,0.25,0.28,0.36,0.64,1.44,1.47,Upgrade
7,PB Ratio,0.40,0.07,0.08,0.12,0.18,0.21,0.23,0.26,0.38,0.64,0.69,Upgrade
8,P/TBV Ratio,0.14,0.14,0.24,0.31,0.42,0.45,0.50,0.55,0.82,1.43,1.39,Upgrade
9,P/FCF Ratio,-,-,3.99,1.98,19.02,-,-,1.82,1.26,2.27,3.36,Upgrade
10,P/OCF Ratio,-,-,2.97,1.83,11.11,-,-,1.72,1.22,2.24,3.29,Upgrade
11,PEG Ratio,0.07,0.07,0.07,0.09,-,-,0.40,0.40,0.40,0.40,0.38,Upgrade
12,EV/Sales Ratio,2.59,2.77,2.34,2.30,2.02,1.95,1.55,1.93,2.63,4.99,3.98,Upgrade
13,EV/EBITDA Ratio,79.03,57.04,52.87,38.19,25.02,17.64,13.95,19.97,25.78,27.74,18.82,Upgrade
14,EV/EBIT Ratio,124.80,71.19,65.49,42.28,26.93,18.64,14.59,21.35,27.89,29.34,19.70,Upgrade
15,EV/FCF Ratio,-45.74,-,73.53,26.07,161.18,-,-,9.77,5.18,7.87,9.08,Upgrade
16,Debt / Equity Ratio,1.12,1.12,1.23,1.14,1.21,1.03,1.13,0.93,1.12,1.07,1.09,Upgrade
17,Debt / FCF Ratio,-,-,58.67,18.02,131.16,-,-,6.57,3.75,3.83,5.32,Upgrade
18,Return on Capital Employed (ROCE),0.88%,1.04%,1.12%,1.83%,2.67%,4.32%,4.55%,3.52%,2.97%,4.22%,5.21%,Upgrade
19,Earnings Yield,-39.77%,-81.13%,-75.04%,-1.09%,10.03%,12.95%,18.83%,16.09%,10.14%,11.19%,10.15%,Upgrade
20,FCF Yield,-23.92%,-49.02%,25.06%,50.44%,5.26%,-45.95%,14.18%,54.89%,79.60%,44.13%,29.76%,Upgrade
21,Dividend Yield,4.72%,5.07%,-,3.43%,7.07%,4.89%,-,12.00%,9.46%,5.63%,5.16%,Upgrade
22,Buyback Yield / Dilution,-2.95%,-1.39%,-4.58%,-4.87%,-0.98%,0.16%,-0.03%,-7.55%,-7.47%,-1.96%,-1.52%,Upgrade
23,Total Shareholder Return,1.77%,3.68%,-4.58%,-1.44%,6.09%,5.05%,-0.03%,4.45%,1.99%,3.67%,3.65%,Upgrade
