,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,10042,5931,7194,10167,16272,10462,15893,21186,31909,31998,24999,Upgrade
1,Market Cap Growth,-41.67%,-41.67%,-55.79%,-2.82%,2.39%,-50.62%,-50.19%,-33.79%,27.64%,-5.26%,-38.03%,Upgrade
2,Enterprise Value,9503,5803,6995,10388,16218,10829,15882,20892,31854,31925,24752,Upgrade
3,Last Close Price,9.37,5.51,6.60,9.31,14.91,9.57,14.56,19.40,28.86,28.97,22.43,Upgrade
4,PE Ratio,81.49,47.75,-,152.65,-,-210.27,-,-233.44,-,47.43,46.65,Upgrade
5,Forward PE,42.64,28.59,26.51,48.22,65.43,52.19,40.15,30.73,44.38,50.25,41.59,Upgrade
6,PS Ratio,1.60,0.95,1.16,1.67,2.57,1.60,2.44,3.16,4.24,4.60,3.46,Upgrade
7,PB Ratio,3.18,1.81,2.31,3.23,5.25,3.05,4.45,5.73,8.06,8.09,7.31,Upgrade
8,P/TBV Ratio,1.88,1.88,2.39,3.35,5.45,3.28,4.88,6.28,8.88,8.83,8.05,Upgrade
9,P/FCF Ratio,14.74,8.71,11.17,24.66,-,149.78,-,72.11,52.29,122.84,-,Upgrade
10,P/OCF Ratio,7.20,7.20,9.10,18.18,32.39,30.35,-,26.17,25.33,25.55,19.84,Upgrade
11,EV/Sales Ratio,1.52,0.93,1.13,1.71,2.56,1.66,2.44,3.11,4.24,4.59,3.42,Upgrade
12,EV/EBITDA Ratio,12.22,8.42,11.64,22.16,35.10,28.26,56.33,89.31,-,26.75,24.66,Upgrade
13,EV/EBIT Ratio,36.86,20.61,38.07,246.94,-,-193.47,-,-99.40,-,37.01,-,Upgrade
14,EV/FCF Ratio,13.95,8.52,10.86,25.20,-,155.04,-,71.11,52.20,122.55,-,Upgrade
15,Debt / Equity Ratio,0.21,0.21,0.18,0.13,0.21,0.17,0.19,0.13,0.08,0.07,0.14,Upgrade
16,Debt / FCF Ratio,1.01,1.01,0.87,0.97,-,8.54,-,1.62,0.55,1.08,-,Upgrade
17,Return on Capital Employed (ROCE),7.70%,7.70%,5.39%,1.25%,-,-1.53%,-,-5.39%,-,20.35%,-,Upgrade
18,Earnings Yield,1.24%,2.09%,1.62%,0.66%,0.28%,-0.48%,-1.00%,-0.43%,1.72%,2.11%,2.14%,Upgrade
19,FCF Yield,6.78%,11.49%,8.95%,4.06%,1.94%,0.67%,-1.79%,1.39%,1.91%,0.81%,0.73%,Upgrade
20,Dividend Yield,1.10%,1.87%,1.17%,0.30%,0.18%,0.14%,-,-,1.14%,1.11%,1.44%,Upgrade
21,Buyback Yield / Dilution,0.00%,0.02%,-0.02%,-0.13%,-0.32%,0.24%,0.50%,-0.03%,-0.09%,0.15%,-0.07%,Upgrade
22,Total Shareholder Return,1.10%,1.89%,1.15%,0.17%,-0.14%,0.38%,0.50%,-0.03%,1.04%,1.26%,1.36%,Upgrade
