,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,864.39,1308,1347,1343,1248,1370,1398,1471,1177,1262,Upgrade
1,Revenue Growth (YoY),-35.81%,-2.58%,7.88%,-1.99%,-10.70%,-6.88%,18.72%,16.61%,-28.74%,-41.45%,Upgrade
2,Cost of Revenue,567.46,992.42,876.54,879.73,802.36,818.04,886.92,921.59,767.29,795.25,Upgrade
3,Gross Profit,296.94,315.67,470,463.02,445.82,551.97,510.85,549.67,410.05,466.42,Upgrade
4,"Selling, General & Admin",310.61,566.78,492.59,502.36,436.53,515.97,478.29,533.07,458.2,529.08,Upgrade
5,Other Operating Expenses,-12.42,0.96,-14.52,19.67,-31.59,9.74,-16.53,41.5,-50.68,-0.41,Upgrade
6,Operating Expenses,298.19,567.73,478.07,522.03,404.94,525.72,461.76,574.57,407.52,528.67,Upgrade
7,Operating Income,-1.26,-252.06,-8.08,-59.01,40.89,26.26,49.09,-24.9,2.53,-62.25,Upgrade
8,Interest Expense,-35.32,-44.49,-42.43,-37.89,-22.66,-16.18,-15.51,-19.6,-25.23,-28.26,Upgrade
9,Interest & Investment Income,-,8.67,-,10.61,-,10.83,-,9.69,-,3.85,Upgrade
10,Currency Exchange Gain (Loss),-,-0.12,-,0.85,-,-4.53,-,-7.55,-,-6.89,Upgrade
11,Other Non Operating Income (Expenses),-3.36,-0.8,-3.18,-3.16,-5.66,-2.8,-2.87,-2.8,-2.8,-5.12,Upgrade
12,EBT Excluding Unusual Items,-39.94,-288.79,-53.69,-88.6,12.56,13.58,30.72,-45.15,-25.5,-98.67,Upgrade
13,Asset Writedown,-,-7.39,-,4.57,-,-,-,-,-,-,Upgrade
14,Other Unusual Items,-,2.05,-,24.29,-,16.21,-,69.64,-,24.04,Upgrade
15,Pretax Income,-39.94,-294.14,-53.69,-59.74,12.56,29.79,30.72,24.49,-25.5,-74.63,Upgrade
16,Income Tax Expense,3.85,21.92,4.61,13.6,10.77,17.01,28.07,26.96,16.12,16.66,Upgrade
17,Earnings From Continuing Operations,-43.78,-316.05,-58.29,-73.34,1.79,12.77,2.64,-2.47,-41.62,-91.28,Upgrade
18,Minority Interest in Earnings,-0.01,0.04,0.11,-0.02,0.13,0.09,0.05,0.07,0.04,0.05,Upgrade
19,Net Income,-43.79,-316.01,-58.19,-73.35,1.92,12.86,2.69,-2.4,-41.58,-91.24,Upgrade
20,Net Income to Common,-43.79,-316.01,-58.19,-73.35,1.92,12.86,2.69,-2.4,-41.58,-91.24,Upgrade
21,Net Income Growth,-,-,-,-,-28.66%,-,-,-,-,-,Upgrade
22,Shares Outstanding (Basic),249,249,249,249,249,249,249,249,249,249,Upgrade
23,Shares Outstanding (Diluted),249,249,249,249,249,249,249,249,249,249,Upgrade
24,Shares Change (YoY),-,-,-,-,-,-,-,0.02%,0.25%,0.36%,Upgrade
25,EPS (Basic),-0.18,-1.27,-0.23,-0.29,0.01,0.05,0.01,-0.01,-0.17,-0.37,Upgrade
26,EPS (Diluted),-0.18,-1.27,-0.23,-0.29,0.01,0.05,0.01,-0.01,-0.17,-0.37,Upgrade
27,EPS Growth,-,-,-,-,-28.66%,-,-,-,-,-,Upgrade
28,Free Cash Flow,36.75,113.05,-44.74,135.25,-154.08,98.51,155.43,160.85,177.49,153.53,Upgrade
29,Free Cash Flow Per Share,0.15,0.45,-0.18,0.54,-0.62,0.40,0.62,0.65,0.71,0.62,Upgrade
30,Operating Margin,-0.15%,-19.27%,-0.60%,-4.39%,3.28%,1.92%,3.51%,-1.69%,0.21%,-4.93%,Upgrade
31,Profit Margin,-5.07%,-24.16%,-4.32%,-5.46%,0.15%,0.94%,0.19%,-0.16%,-3.53%,-7.23%,Upgrade
32,Free Cash Flow Margin,4.25%,8.64%,-3.32%,10.07%,-12.34%,7.19%,11.12%,10.93%,15.08%,12.17%,Upgrade
33,EBITDA,13.91,-232.21,13.2,-38,60.6,45.3,67.58,0.2,29.86,-34.1,Upgrade
34,D&A For EBITDA,15.17,19.86,21.28,21.01,19.72,19.04,18.48,25.1,27.33,28.15,Upgrade
35,EBIT,-1.26,-252.06,-8.08,-59.01,40.89,26.26,49.09,-24.9,2.53,-62.25,Upgrade
