,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q3 2012,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Mar '12 Mar 31, 2012",+20 Quarters
0,Cash & Equivalents,188.93,232.39,156.55,362.69,189.36,222.21,474.02,359.09,130.13,333.49,280.55,371.56,109.22,404.94,-,84.05,-,-,-,2.9,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.81,Upgrade
2,Trading Asset Securities,252.87,233.01,376.73,307.01,264.78,273.31,130.63,339.19,342.05,186.77,299.03,354.21,392.6,150,-,135.9,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,441.8,465.4,533.29,669.7,454.14,495.52,604.65,698.28,472.18,520.26,579.58,725.77,501.82,554.94,219.95,219.95,-,-,155.23,7.72,Upgrade
4,Cash Growth,-2.72%,-6.08%,-11.80%,-4.09%,-3.82%,-4.76%,4.33%,-3.79%,-5.91%,-6.25%,163.50%,229.97%,-,-,41.69%,2750.74%,-,-,1376.88%,-34.22%,Upgrade
5,Accounts Receivable,429.78,465.89,477.06,503.95,398.41,373.31,366.94,383.03,296.58,290.13,237.55,241.52,204.13,186.88,-,210.33,-,-,-,10.72,Upgrade
6,Other Receivables,19.56,0.5,17.36,0.48,18.2,15.08,15.97,1.38,14.25,10.65,11.83,8.52,9.84,7.08,-,5.07,-,-,-,-,Upgrade
7,Receivables,449.34,466.39,494.43,504.43,416.6,388.39,382.91,384.41,310.83,300.78,249.37,250.04,213.96,193.96,-,215.4,-,-,-,10.72,Upgrade
8,Inventory,242.13,187.81,141.71,75.53,218.1,167.87,146.79,71.92,142.52,101.48,78.52,42.97,132.74,94.95,-,42.26,-,-,-,3.19,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.47,Upgrade
10,Other Current Assets,9.94,25,15.05,25.57,16.06,11.62,14.57,21.28,14.46,5.73,8.06,6.59,7.33,7.97,-,8.3,-,-,-,0.18,Upgrade
