,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q3 2012,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Mar '12 Mar 31, 2012",+20 Quarters
0,Operating Revenue,102.48,113.8,77.52,470.39,125.73,97.64,54.18,436.96,94.46,113.19,48.96,368.49,75.14,101.44,36.39,279.51,46.12,47.96,47.96,4.45,Upgrade
1,Other Revenue,-0.67,0.67,-,1.32,-0.65,0.65,-,0.71,-0.24,0.24,-,0.47,-0.24,0.24,-,0.55,-0.3,0.15,0.15,-,Upgrade
2,Revenue,101.81,114.47,77.52,471.71,125.08,98.29,54.18,437.67,94.23,113.43,48.96,368.96,74.9,101.68,36.39,280.06,45.82,48.11,48.11,4.45,Upgrade
3,Revenue Growth (YoY),-18.60%,16.46%,43.10%,7.78%,32.74%,-13.35%,10.66%,18.62%,25.80%,11.56%,34.52%,31.74%,63.48%,111.34%,-24.36%,6192.94%,395.86%,1034.89%,968.58%,12.99%,Upgrade
4,Cost of Revenue,74.02,69.19,44.96,303.38,74.35,52,31.93,232.93,54.09,49.37,27.8,204,40.45,50.44,17.75,164.14,28.22,23.45,23.45,4.23,Upgrade
5,Gross Profit,27.79,45.28,32.57,168.33,50.73,46.29,22.24,204.74,40.14,64.06,21.16,164.96,34.46,51.24,18.64,115.93,17.59,24.66,24.66,0.22,Upgrade
6,"Selling, General & Admin",20.81,32.36,27.79,25.08,33.89,52.2,22.72,24.87,16.24,23.5,18.28,29.55,9.42,13.97,9.3,19.39,4.48,9.56,9.56,1.26,Upgrade
7,Research & Development,11.37,9.72,14.86,16.93,18.35,26.49,28.64,19.12,28.74,26.71,22.41,37.73,16.57,9.19,10.13,19.79,12.89,9.52,9.52,-,Upgrade
8,Other Operating Expenses,-2.08,0.99,-2.69,1.18,-2.13,-0.38,-1.74,7.66,-5.38,-0.06,-1.67,2.91,-3.21,-0.42,-0.6,4.11,-0.81,-0.98,-0.98,-,Upgrade
9,Operating Expenses,26.62,42.19,34.39,63.86,47.9,77.73,47.87,61.35,38.6,50.12,36.1,79.91,19.61,23.31,16.29,47.89,16.06,16.32,16.32,1.46,Upgrade
10,Operating Income,1.17,3.09,-1.83,104.47,2.83,-31.44,-25.62,143.38,1.54,13.94,-14.94,85.05,14.85,27.93,2.35,68.04,1.53,8.35,8.35,-1.24,Upgrade
11,Interest Expense,-0.3,-0.13,-0.09,-0.39,-0.56,-0.38,-0.89,-0.2,-0.21,-0.1,-0.1,-0.13,-0.16,-0.31,-0.02,-0.09,-0.01,-,-,-,Upgrade
12,Interest & Investment Income,0.8,0.8,0.9,1.13,-,2.4,2.19,3.15,-,2.98,0.73,10.59,0.47,0.26,0.96,-,0.5,0.77,0.77,0.01,Upgrade
13,Currency Exchange Gain (Loss),0.14,-0.14,-,0.02,0.15,-0.15,-,-0.24,0.06,-0.06,-,0.06,-0.01,0.01,-,0.04,-0.01,0.01,0.01,-,Upgrade
14,Other Non Operating Income (Expenses),-0.04,-0.36,0.15,0.22,-0.6,0.22,0.15,0.16,-0.39,-0.11,0.04,-0.01,-0.01,-0.02,-0.05,0.08,-0.1,-0.01,-0.01,0.08,Upgrade
