,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2969919,3138215,3153064,3469856,3751998,3761898,3801493,4045413,2897938,2312950,2744941,2897938,2983436,3005936,3869917,2609944,2744941,2546945,2402948,2564945,2114955,Upgrade
1,Market Cap Growth,-16.58%,-16.58%,-17.06%,-14.23%,29.47%,62.64%,38.49%,39.60%,-2.87%,-23.05%,-29.07%,11.03%,8.69%,18.02%,61.05%,1.75%,29.79%,-46.30%,-23.71%,-19.49%,-31.88%,Upgrade
2,Enterprise Value,867249,1076665,1117335,1940640,2129327,1881171,1536501,2098857,1010676,437803,699427,1275800,1355678,1665167,2026216,1190988,1020453,948738,914088,1052001,668966,Upgrade
3,PE Ratio,12.69,-,10.58,15.53,21.49,15.46,11.56,9.94,6.86,5.92,8.90,9.91,11.08,12.81,17.27,11.41,15.91,13.75,13.93,-,9.37,Upgrade
4,PS Ratio,0.27,0.29,0.30,0.34,0.38,0.38,0.38,0.39,0.27,0.21,0.25,0.28,0.31,0.33,0.44,0.31,0.35,0.34,0.32,0.33,0.26,Upgrade
5,PB Ratio,2.01,2.12,1.94,2.25,2.61,2.68,2.86,2.36,1.74,1.49,1.96,1.90,2.03,2.17,2.94,1.84,2.01,1.92,1.90,1.83,1.50,Upgrade
6,P/FCF Ratio,5.01,5.29,22.39,27.42,-,-,10.15,9.69,5.49,4.96,3.68,7.85,-,-28.02,-,6.65,-,5.17,18.63,-,6.80,Upgrade
7,P/OCF Ratio,5.04,5.04,16.68,19.60,-,-,9.73,9.37,5.32,4.81,3.61,7.41,-,-121.20,-,5.31,-,4.77,16.10,-,6.23,Upgrade
8,EV/Sales Ratio,0.08,0.10,0.11,0.19,0.22,0.19,0.15,0.20,0.09,0.04,0.06,0.12,0.14,0.19,0.23,0.14,0.13,0.13,0.12,0.14,0.08,Upgrade
9,EV/EBITDA Ratio,2.55,3.16,2.59,5.82,8.40,5.47,3.41,3.75,1.72,0.78,1.48,2.81,2.97,4.42,5.54,3.17,3.54,2.94,2.99,3.83,1.83,Upgrade
10,EV/EBIT Ratio,3.03,-,2.97,6.95,10.58,6.45,3.84,4.14,1.91,0.87,1.71,3.27,3.44,5.27,6.65,3.81,4.69,3.85,4.04,-,2.35,Upgrade
11,EV/FCF Ratio,1.46,1.81,7.93,15.33,-,-,4.10,5.03,1.91,0.94,0.94,3.45,-,-15.52,-,3.04,-,1.93,7.09,-,2.15,Upgrade
12,Quick Ratio,1.44,1.44,1.50,1.43,1.48,1.45,1.37,1.56,1.57,1.52,1.43,1.41,1.45,1.44,1.52,1.45,1.54,1.29,1.32,1.45,1.39,Upgrade
13,Current Ratio,1.47,1.47,1.56,1.49,1.56,1.51,1.42,1.61,1.62,1.55,1.46,1.44,1.47,1.48,1.56,1.49,1.60,1.37,1.38,1.55,1.49,Upgrade
14,Asset Turnover,2.98,3.02,3.26,2.77,2.88,2.66,2.83,2.52,2.79,2.98,3.38,3.05,3.10,2.69,3.15,2.66,2.66,2.49,2.28,2.42,Upgrade,
15,Return on Equity (ROE),-0.57%,24.66%,31.46%,10.37%,20.01%,6.05%,14.93%,27.70%,41.59%,27.54%,18.78%,24.57%,21.06%,24.79%,15.95%,12.67%,20.75%,26.76%,-0.96%,14.33%,Upgrade,
16,Return on Assets (ROA),-0.66%,7.36%,9.92%,3.18%,5.78%,1.09%,4.19%,9.10%,13.05%,8.06%,5.59%,7.72%,7.43%,8.39%,7.17%,2.45%,6.33%,9.29%,-0.41%,4.88%,Upgrade,
17,Return on Capital (ROIC),-1.62%,17.88%,23.74%,7.44%,14.60%,2.65%,9.35%,20.60%,31.84%,21.03%,14.34%,18.92%,17.05%,19.04%,16.11%,5.61%,15.56%,20.92%,-0.87%,10.63%,Upgrade,
18,Return on Capital Employed (ROCE),19.39%,-,23.13%,18.14%,14.02%,20.81%,30.13%,29.61%,31.87%,32.51%,29.17%,25.51%,26.82%,22.85%,23.11%,22.07%,15.92%,18.56%,17.85%,-,20.15%,Upgrade
19,Earnings Yield,7.88%,7.94%,10.14%,7.06%,5.09%,7.07%,9.24%,10.61%,15.06%,17.84%,12.02%,10.83%,10.02%,8.45%,6.47%,9.76%,7.14%,7.97%,7.78%,6.42%,11.36%,Upgrade
