,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,1384905,1593866,1648055,1041697,1135173,1433419,1717684,1499399,1590165,1708174,1878481,1485224,1490903,1120708,1623641,1418896,1724428,1596098,1486750,1512904,Upgrade
1,Short-Term Investments,717765,467684,387674,487519,487499,447307,547307,447157,297097,166974,167034,136915,136855,220060,220060,60,-,2110,2110,40,Upgrade
2,Accounts Receivable,1173112,1244123,1236491,1167461,1195811,1125270,1081773,1192823,1233811,1261355,1488285,1518131,1192871,970158,948163,932341,788705,821272,684639,816098,Upgrade
3,Other Receivables,31537,17625,20028,19016,24204,19058,15797,13654,3900,4449,25208,20466,7158,14380,8692,1700,1570,1497,7308,7405,Upgrade
4,Inventory,48628,47928,46682,47155,46714,42204,42925,41786,42799,40492,41221,40844,39848,38636,37935,38472,64171,64241,62860,63668,Upgrade
5,Prepaid Expenses,3821,5401,6350,5203,5392,5705,7433,6012,5811,8391,11041,6865,5544,4238,4993,2802,3057,3955,4632,1838,Upgrade
6,Other Current Assets,18606,79599,103602,91236,60353,59267,46453,55452,17623,13668,15732,5265,19812,25802,37018,49906,80630,54114,76648,91196,Upgrade
7,Total Current Assets,3378375,3456226,3448883,2859286,2955146,3132230,3459373,3256283,3191206,3203504,3627003,3213709,2892991,2393983,2880502,2444177,2662561,2543287,2324947,2493149,Upgrade
8,"Property, Plant & Equipment",217042,220393,233710,235714,230761,225042,233907,241121,251321,250994,264548,279287,289930,302060,309874,290087,445093,413128,423145,437531,Upgrade
9,Other Intangible Assets,47851,48316,48780,49244,49709,50152,48065,48312,48560,48729,48722,48950,49488,50740,51061,45945,46368,46867,47425,47983,Upgrade
10,Other Long-Term Assets,124959,120276,116650,123315,127313,122338,127371,127028,120690,101509,104385,107584,110701,106095,110658,117290,117309,103466,108816,106508,Upgrade
11,Total Assets,3768227,3845211,3848022,3267560,3362928,3529763,3868715,3672744,3611777,3604735,4044657,3649531,3343110,2852878,3352095,2897499,3271331,3106748,2904333,3085171,Upgrade
12,Accounts Payable,2012337,1892956,2022645,1368755,1642675,1583346,1763170,1683703,1769591,1761319,2217073,1893243,1737346,1261756,1675606,1339456,1670524,1254975,1134774,1428170,Upgrade
13,Accrued Expenses,39301,73191,24126,219267,78025,381095,151111,41137,20408,148295,28793,81472,25779,48051,37514,25411,33646,148546,136797,13728,Upgrade
14,Current Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,32,-,-,Upgrade
15,Current Income Taxes Payable,-,23845,29289,12795,17697,5813,12458,31735,40812,25839,17709,-,18594,21355,18579,10699,16860,22347,207.93,12459,Upgrade
16,Other Current Liabilities,238967,227846,232193,231358,222924,230856,228269,252331,225661,266091,251829,206485,177895,203228,205128,153933,221609,414659,228759,220524,Upgrade
17,Total Current Liabilities,2290605,2217839,2308252,1832175,1961321,2201110,2155007,2008906,2056472,2201544,2515404,2181240,1959614,1534389,1936826,1529499,1942638,1840559,1500538,1674881,Upgrade
18,Other Long-Term Liabilities,88,88,88,88,88,88,88,88,88,88,88,88,88,93.94,93.94,93.94,85.94,85.94,85.94,85.94,Upgrade
19,Total Liabilities,2290693,2217927,2308340,1832263,1961409,2201198,2155095,2008994,2056560,2201632,2515492,2181328,1959702,1534483,1936920,1529593,1942724,1840644,1500624,1674967,Upgrade
20,Common Stock,989983,989983,989983,989983,989983,989983,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,899990,Upgrade
21,Additional Paid-In Capital,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,153.05,Upgrade
22,Retained Earnings,487407,637158,549556,445171,411393,338438,813487,751166,642633,490519,616581,555619,470824,405811,502591,455322,416023,353520,491125,497620,Upgrade
23,Treasury Stock,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,-9.55,Upgrade
24,Comprehensive Income & Other,-,-,-,-,-,-,-,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,12450,Upgrade
25,Shareholders' Equity,1477533,1627284,1539683,1435297,1401519,1328564,1713620,1663750,1555217,1403103,1529164,1468203,1383408,1318395,1415175,1367906,1328607,1266104,1403709,1410204,Upgrade
26,Total Liabilities & Equity,3768227,3845211,3848022,3267560,3362928,3529763,3868715,3672744,3611777,3604735,4044657,3649531,3343110,2852878,3352095,2897499,3271331,3106748,2904333,3085171,Upgrade
27,Net Cash (Debt),2102670,2061550,2035729,1529216,1622671,1880726,2264992,1946556,1887262,1875148,2045514,1622138,1627758,1340768,1843701,1418956,1724428,1598208,1488860,1512944,Upgrade
