,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1670,1753,1549,1397,1259,1162,1081,-,814.82,958.26
1,Revenue Growth (YoY),7.79%,25.47%,23.08%,20.23%,16.45%,-,32.64%,-,-21.32%,-
2,Cost of Revenue,809.49,837.27,742.85,643.58,623.8,634.85,567.65,-,474.99,539.62
3,Gross Profit,860.14,916.15,806.16,753.9,634.71,527.54,513.12,-,339.84,418.65
4,"Selling, General & Admin",265.8,345.19,273.84,337.68,271.16,231.54,239.27,-,129.45,162.78
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,-3.41
6,Operating Expenses,298.82,364.36,277.03,348.61,278.86,236.94,246.41,-,134.53,160.73
7,Operating Income,561.32,551.79,529.13,405.29,355.85,290.6,266.71,-,205.31,257.92
8,Interest Expense,-1.72,-2.82,-2.68,-3.58,-3.35,-3.35,-2.5,-,-0.6,-0.68
9,Interest & Investment Income,63.48,51.42,83.97,79.33,66.37,61.08,43.91,-,18.7,12.09
10,Earnings From Equity Investments,23.78,21.33,21.75,29.3,28.74,27.09,24.85,-,2.63,-13.31
11,Currency Exchange Gain (Loss),-1.74,0.49,-16.87,1.16,0.27,-2.51,-3.97,-,-0.32,-0.09
12,Other Non Operating Income (Expenses),-5.64,-14.17,-13.14,3.6,14.4,4.05,7.48,-,-30.82,-8.81
13,EBT Excluding Unusual Items,639.49,608.04,602.16,515.11,462.27,376.96,336.49,-,194.9,247.12
14,Gain (Loss) on Sale of Investments,3.12,-18.72,-8.9,4.86,7.02,-0.21,6.51,-,1.23,-
15,Gain (Loss) on Sale of Assets,-0.11,1.29,0.11,-0.3,-0.05,-0.14,1.68,-,-0.27,-0.07
16,Asset Writedown,-3.37,-0.63,-0.71,-1.25,-0.06,0.12,-1.81,-,0.16,-1.54
17,Other Unusual Items,13.18,-6.4,1.16,-60.64,-2.35,0.43,2.21,-,3.87,-3.93
18,Pretax Income,652.31,583.59,593.82,457.77,466.83,377.16,345.08,-,199.89,241.58
19,Income Tax Expense,161.08,65.04,131.67,88.1,101.13,82.46,69.12,-,46.83,67.01
20,Earnings From Continuing Operations,491.23,518.55,462.15,369.67,365.7,294.7,275.97,-,153.06,174.57
21,Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-13.48,3
22,Net Income to Company,491.23,518.55,462.15,369.67,365.7,294.7,275.97,-,139.59,177.57
23,Minority Interest in Earnings,9.95,-18.56,11.47,14.05,-4.87,0.09,-5.53,-,-5.15,-9.65
24,Net Income,501.18,499.99,473.62,383.72,360.83,294.79,270.43,-,134.44,167.92
25,Net Income to Common,501.18,499.99,473.62,383.72,360.83,294.79,270.43,-,134.44,167.92
26,Net Income Growth,5.82%,30.30%,31.26%,30.17%,33.43%,-,101.16%,-,-14.29%,-
27,Shares Outstanding (Basic),1964,1962,1955,1938,1937,1923,1922,-,1433,1433
28,Shares Outstanding (Diluted),1996,2004,1994,1989,1961,1952,1951,-,1433,1433
29,Shares Change (YoY),0.13%,0.74%,1.69%,1.91%,0.52%,-,36.15%,-,-,-
30,EPS (Basic),0.26,0.25,0.24,0.20,0.19,0.15,0.14,-,0.09,0.12
31,EPS (Diluted),0.25,0.25,0.24,0.20,0.18,0.15,0.14,-,0.09,0.12
32,EPS Growth,4.17%,26.23%,33.33%,32.03%,28.57%,-,49.19%,-,-14.29%,-
33,Free Cash Flow,70.67,345.75,584.97,341.59,355.48,294.86,250.09,-,-51.61,-76.65
34,Free Cash Flow Per Share,0.04,0.17,0.29,0.17,0.18,0.15,0.13,-,-0.04,-0.05
35,Operating Margin,33.62%,31.47%,34.16%,29.00%,28.28%,25.00%,24.68%,-,25.20%,26.92%
36,Profit Margin,30.02%,28.52%,30.58%,27.46%,28.67%,25.36%,25.02%,-,16.50%,17.52%
37,Free Cash Flow Margin,4.23%,19.72%,37.76%,24.44%,28.25%,25.37%,23.14%,-,-6.33%,-8.00%
38,EBITDA,598.65,589.65,566.4,443.2,386.86,297.53,274.11,-,212.32,270.92
39,D&A For EBITDA,37.34,37.87,37.27,37.9,31.01,6.93,7.4,7.25,7.01,13
40,EBIT,561.32,551.79,529.13,405.29,355.85,290.6,266.71,-,205.31,257.92
